date,Installation climatisation
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.2596685082872928
2018-01-28,0.26519337016574585
2018-02-04,0.0
2018-02-11,0.39779005524861877
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.3812154696132597
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.4530386740331492
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.26519337016574585
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.7292817679558011
2018-07-29,0.7403314917127072
2018-08-05,0.7513812154696132
2018-08-12,0.46408839779005523
2018-08-19,0.287292817679558
2018-08-26,0.281767955801105
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.43646408839779005
2018-10-21,0.281767955801105
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.40331491712707185
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.4198895027624309
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.2541436464088398
2019-02-03,0.0
2019-02-10,0.26519337016574585
2019-02-17,0.281767955801105
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.26519337016574585
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.27071823204419887
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.2541436464088398
2019-05-12,0.26519337016574585
2019-05-19,0.4088397790055249
2019-05-26,0.4143646408839779
2019-06-02,0.0
2019-06-09,0.3867403314917127
2019-06-16,0.26519337016574585
2019-06-23,0.9502762430939227
2019-06-30,0.6574585635359116
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.27071823204419887
2019-07-28,1.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.9723756906077348
2019-08-25,0.2596685082872928
2019-09-01,0.2596685082872928
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.3812154696132597
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.35911602209944754
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.24861878453038674
2020-01-05,0.23204419889502761
2020-01-12,0.2265193370165746
2020-01-19,0.35911602209944754
2020-01-26,0.3370165745856354
2020-02-02,0.574585635359116
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.3370165745856354
2020-03-01,0.2265193370165746
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.1878453038674033
2020-04-05,0.19337016574585636
2020-04-12,0.19889502762430938
2020-04-19,0.19337016574585636
2020-04-26,0.1878453038674033
2020-05-03,0.0
2020-05-10,0.19337016574585636
2020-05-17,0.5414364640883977
2020-05-24,0.5193370165745856
2020-05-31,0.2983425414364641
2020-06-07,0.5027624309392266
2020-06-14,0.4198895027624309
2020-06-21,
