ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index,Country_chosen
Alquiler de coches,Andalucía,2018,0,0.37,0
Alquiler de coches,Andalucía,2018,1,0.24,0
Alquiler de coches,Andalucía,2018,2,0.43,0
Alquiler de coches,Andalucía,2018,3,0.4,0
Alquiler de coches,Andalucía,2018,4,0.36,0
Alquiler de coches,Andalucía,2018,5,0.56,0
Alquiler de coches,Andalucía,2018,6,0.48,0
Alquiler de coches,Andalucía,2018,7,0.57,0
Alquiler de coches,Andalucía,2018,8,0.4,0
Alquiler de coches,Andalucía,2018,9,0.29,0
Alquiler de coches,Andalucía,2018,10,0.26,0
Alquiler de coches,Andalucía,2018,11,0.32,0
Alquiler de coches,Andalucía,2019,0,0.37,0
Alquiler de coches,Andalucía,2019,1,0.29,0
Alquiler de coches,Andalucía,2019,2,0.4,0
Alquiler de coches,Andalucía,2019,3,0.33,0
Alquiler de coches,Andalucía,2019,4,0.34,0
Alquiler de coches,Andalucía,2019,5,0.43,0
Alquiler de coches,Andalucía,2019,6,0.53,0
Alquiler de coches,Andalucía,2019,7,0.56,0
Alquiler de coches,Andalucía,2019,8,0.4,0
Alquiler de coches,Andalucía,2019,9,0.31,0
Alquiler de coches,Andalucía,2019,10,0.25,0
Alquiler de coches,Andalucía,2019,11,0.34,0
Alquiler de coches,Andalucía,2020,0,0.32,0
Alquiler de coches,Andalucía,2020,1,0.33,0
Alquiler de coches,Andalucía,2020,2,0.24,0
Alquiler de coches,Andalucía,2020,3,0.25,0
Alquiler de coches,Aragón,2018,0,0.18,0
Alquiler de coches,Aragón,2018,1,0.22,0
Alquiler de coches,Aragón,2018,2,0.19,0
Alquiler de coches,Aragón,2018,3,0.21,0
Alquiler de coches,Aragón,2018,4,0.2,0
Alquiler de coches,Aragón,2018,5,0.27,0
Alquiler de coches,Aragón,2018,6,0.34,0
Alquiler de coches,Aragón,2018,7,0.21,0
Alquiler de coches,Aragón,2018,8,0.19,0
Alquiler de coches,Aragón,2018,9,0.15,0
Alquiler de coches,Aragón,2018,10,0.1,0
Alquiler de coches,Aragón,2018,11,0.1,0
Alquiler de coches,Aragón,2019,0,0.1,0
Alquiler de coches,Aragón,2019,1,0.11,0
Alquiler de coches,Aragón,2019,2,0.16,0
Alquiler de coches,Aragón,2019,3,0.18,0
Alquiler de coches,Aragón,2019,4,0.22,0
Alquiler de coches,Aragón,2019,5,0.24,0
Alquiler de coches,Aragón,2019,6,0.19,0
Alquiler de coches,Aragón,2019,7,0.26,0
Alquiler de coches,Aragón,2019,8,0.17,0
Alquiler de coches,Aragón,2019,9,0.15,0
Alquiler de coches,Aragón,2019,10,0.19,0
Alquiler de coches,Aragón,2019,11,0.13,0
Alquiler de coches,Aragón,2020,0,0.12,0
Alquiler de coches,Aragón,2020,1,0.18,0
Alquiler de coches,Aragón,2020,2,0.13,0
Alquiler de coches,Aragón,2020,3,0.06,0
Alquiler de coches,Asturias,2018,0,0.12,0
Alquiler de coches,Asturias,2018,1,0.16,0
Alquiler de coches,Asturias,2018,2,0.17,0
Alquiler de coches,Asturias,2018,3,0.2,0
Alquiler de coches,Asturias,2018,4,0.19,0
Alquiler de coches,Asturias,2018,5,0.21,0
Alquiler de coches,Asturias,2018,6,0.25,0
Alquiler de coches,Asturias,2018,7,0.32,0
Alquiler de coches,Asturias,2018,8,0.24,0
Alquiler de coches,Asturias,2018,9,0.15,0
Alquiler de coches,Asturias,2018,10,0.13,0
Alquiler de coches,Asturias,2018,11,0.12,0
Alquiler de coches,Asturias,2019,0,0.17,0
Alquiler de coches,Asturias,2019,1,0.14,0
Alquiler de coches,Asturias,2019,2,0.2,0
Alquiler de coches,Asturias,2019,3,0.16,0
Alquiler de coches,Asturias,2019,4,0.24,0
Alquiler de coches,Asturias,2019,5,0.23,0
Alquiler de coches,Asturias,2019,6,0.2,0
Alquiler de coches,Asturias,2019,7,0.27,0
Alquiler de coches,Asturias,2019,8,0.16,0
Alquiler de coches,Asturias,2019,9,0.14,0
Alquiler de coches,Asturias,2019,10,0.08,0
Alquiler de coches,Asturias,2019,11,0.13,0
Alquiler de coches,Asturias,2020,0,0.2,0
Alquiler de coches,Asturias,2020,1,0.17,0
Alquiler de coches,Asturias,2020,2,0.05,0
Alquiler de coches,Asturias,2020,3,0.07,0
Alquiler de coches,Illes Balears,2018,0,0.28,0
Alquiler de coches,Illes Balears,2018,1,0.24,0
Alquiler de coches,Illes Balears,2018,2,0.24,0
Alquiler de coches,Illes Balears,2018,3,0.31,0
Alquiler de coches,Illes Balears,2018,4,0.29,0
Alquiler de coches,Illes Balears,2018,5,0.24,0
Alquiler de coches,Illes Balears,2018,6,0.25,0
Alquiler de coches,Illes Balears,2018,7,0.4,0
Alquiler de coches,Illes Balears,2018,8,0.34,0
Alquiler de coches,Illes Balears,2018,9,0.21,0
Alquiler de coches,Illes Balears,2018,10,0.15,0
Alquiler de coches,Illes Balears,2018,11,0.33,0
Alquiler de coches,Illes Balears,2019,0,0.45,0
Alquiler de coches,Illes Balears,2019,1,0.42,0
Alquiler de coches,Illes Balears,2019,2,0.27,0
Alquiler de coches,Illes Balears,2019,3,0.16,0
Alquiler de coches,Illes Balears,2019,4,0.25,0
Alquiler de coches,Illes Balears,2019,5,0.23,0
Alquiler de coches,Illes Balears,2019,6,0.26,0
Alquiler de coches,Illes Balears,2019,7,0.24,0
Alquiler de coches,Illes Balears,2019,8,0.21,0
Alquiler de coches,Illes Balears,2019,9,0.26,0
Alquiler de coches,Illes Balears,2019,10,0.31,0
Alquiler de coches,Illes Balears,2019,11,0.3,0
Alquiler de coches,Illes Balears,2020,0,0.28,0
Alquiler de coches,Illes Balears,2020,1,0.19,0
Alquiler de coches,Illes Balears,2020,2,0.08,0
Alquiler de coches,Illes Balears,2020,3,0.11,0
Alquiler de coches,País Vasco,2018,0,0.16,0
Alquiler de coches,País Vasco,2018,1,0.11,0
Alquiler de coches,País Vasco,2018,2,0.22,0
Alquiler de coches,País Vasco,2018,3,0.18,0
Alquiler de coches,País Vasco,2018,4,0.17,0
Alquiler de coches,País Vasco,2018,5,0.2,0
Alquiler de coches,País Vasco,2018,6,0.27,0
Alquiler de coches,País Vasco,2018,7,0.22,0
Alquiler de coches,País Vasco,2018,8,0.17,0
Alquiler de coches,País Vasco,2018,9,0.12,0
Alquiler de coches,País Vasco,2018,10,0.12,0
Alquiler de coches,País Vasco,2018,11,0.1,0
Alquiler de coches,País Vasco,2019,0,0.12,0
Alquiler de coches,País Vasco,2019,1,0.13,0
Alquiler de coches,País Vasco,2019,2,0.21,0
Alquiler de coches,País Vasco,2019,3,0.17,0
Alquiler de coches,País Vasco,2019,4,0.21,0
Alquiler de coches,País Vasco,2019,5,0.21,0
Alquiler de coches,País Vasco,2019,6,0.25,0
Alquiler de coches,País Vasco,2019,7,0.27,0
Alquiler de coches,País Vasco,2019,8,0.13,0
Alquiler de coches,País Vasco,2019,9,0.12,0
Alquiler de coches,País Vasco,2019,10,0.12,0
Alquiler de coches,País Vasco,2019,11,0.12,0
Alquiler de coches,País Vasco,2020,0,0.13,0
Alquiler de coches,País Vasco,2020,1,0.13,0
Alquiler de coches,País Vasco,2020,2,0.1,0
Alquiler de coches,País Vasco,2020,3,0.05,0
Alquiler de coches,Islas Canarias,2018,0,0.23,0
Alquiler de coches,Islas Canarias,2018,1,0.25,0
Alquiler de coches,Islas Canarias,2018,2,0.32,0
Alquiler de coches,Islas Canarias,2018,3,0.3,0
Alquiler de coches,Islas Canarias,2018,4,0.27,0
Alquiler de coches,Islas Canarias,2018,5,0.31,0
Alquiler de coches,Islas Canarias,2018,6,0.46,0
Alquiler de coches,Islas Canarias,2018,7,0.36,0
Alquiler de coches,Islas Canarias,2018,8,0.32,0
Alquiler de coches,Islas Canarias,2018,9,0.22,0
Alquiler de coches,Islas Canarias,2018,10,0.2,0
Alquiler de coches,Islas Canarias,2018,11,0.29,0
Alquiler de coches,Islas Canarias,2019,0,0.3,0
Alquiler de coches,Islas Canarias,2019,1,0.29,0
Alquiler de coches,Islas Canarias,2019,2,0.28,0
Alquiler de coches,Islas Canarias,2019,3,0.28,0
Alquiler de coches,Islas Canarias,2019,4,0.34,0
Alquiler de coches,Islas Canarias,2019,5,0.36,0
Alquiler de coches,Islas Canarias,2019,6,0.38,0
Alquiler de coches,Islas Canarias,2019,7,0.33,0
Alquiler de coches,Islas Canarias,2019,8,0.32,0
Alquiler de coches,Islas Canarias,2019,9,0.3,0
Alquiler de coches,Islas Canarias,2019,10,0.27,0
Alquiler de coches,Islas Canarias,2019,11,0.21,0
Alquiler de coches,Islas Canarias,2020,0,0.29,0
Alquiler de coches,Islas Canarias,2020,1,0.26,0
Alquiler de coches,Islas Canarias,2020,2,0.15,0
Alquiler de coches,Islas Canarias,2020,3,0.04,0
Alquiler de coches,Cantabria,2018,0,0.19,0
Alquiler de coches,Cantabria,2018,1,0.13,0
Alquiler de coches,Cantabria,2018,2,0.15,0
Alquiler de coches,Cantabria,2018,3,0.22,0
Alquiler de coches,Cantabria,2018,4,0.27,0
