Year,ticket_geo_region_name,Style_type,Distribution
2019,Murcia,Country Chic,NA
2019,Murcia,Original/Alternativo,NA
2019,Spain,Tradicional,0.07
2019,Spain,En la playa,0.1
2019,Spain,Espontáneo,0.07
2019,Spain,Romántico,0.1
2019,Spain,Fashion/Elegante,0.2
2019,Spain,Country Chic,0.2
2019,Spain,Original/Alternativo,0.26
2019,Valencia,Tradicional,NA
2019,Valencia,En la playa,0.17
2019,Valencia,Espontáneo,NA
2019,Valencia,Romántico,NA
2019,Valencia,Fashion/Elegante,0.26
2019,Valencia,Country Chic,0.24
2019,Valencia,Original/Alternativo,0.33
2020,Andalucía,Tradicional,0.07
2020,Andalucía,En la playa,0.09
2020,Andalucía,Espontáneo,NA
2020,Andalucía,Romántico,0.07
2020,Andalucía,Fashion/Elegante,0.25
2020,Andalucía,Country Chic,0.19
2020,Andalucía,Original/Alternativo,0.33
2020,Aragón,Tradicional,NA
2020,Aragón,En la playa,NA
2020,Aragón,Espontáneo,NA
2020,Aragón,Romántico,NA
2020,Aragón,Fashion/Elegante_y,NA
2020,Aragón,Country Chic,NA
2020,Aragón,Original/Alternativo,NA
2020,Asturias,Tradicional,NA
2020,Asturias,En la playa,NA
2020,Asturias,Espontáneo,NA
2020,Asturias,Romántico,NA
2020,Asturias,Fashion/Elegante_y,NA
2020,Asturias,Country Chic,NA
2020,Asturias,Original/Alternativo,NA
2020,Illes Balears,Tradicional,NA
2020,Illes Balears,En la playa,NA
2020,Illes Balears,Espontáneo,NA
2020,Illes Balears,Romántico,NA
2020,Illes Balears,Fashion/Elegante_y,NA
2020,Illes Balears,Country Chic,NA
2020,Illes Balears,Original/Alternativo,NA
2020,País Vasco,Tradicional,NA
2020,País Vasco,En la playa,NA
2020,País Vasco,Espontáneo,NA
2020,País Vasco,Romántico,NA
2020,País Vasco,Fashion/Elegante_y,NA
2020,País Vasco,Country Chic,NA
2020,País Vasco,Original/Alternativo,NA
2020,Islas Canarias,Tradicional,NA
2020,Islas Canarias,En la playa,NA
2020,Islas Canarias,Espontáneo,NA
2020,Islas Canarias,Romántico,NA
2020,Islas Canarias,Fashion/Elegante_y,NA
2020,Islas Canarias,Country Chic,NA
2020,Islas Canarias,Original/Alternativo,NA
2020,Cantabria,Tradicional,NA
2020,Cantabria,En la playa,NA
2020,Cantabria,Espontáneo,NA
2020,Cantabria,Romántico,NA
2020,Cantabria,Fashion/Elegante_y,NA
2020,Cantabria,Country Chic,NA
2020,Cantabria,Original/Alternativo,NA
2020,Castilla y León,Tradicional,NA
2020,Castilla y León,En la playa,NA
2020,Castilla y León,Espontáneo,NA
2020,Castilla y León,Romántico,NA
2020,Castilla y León,Fashion/Elegante_y,NA
2020,Castilla y León,Country Chic,NA
2020,Castilla y León,Original/Alternativo,NA
2020,Castilla-La Mancha,Tradicional,NA
2020,Castilla-La Mancha,En la playa,NA
2020,Castilla-La Mancha,Espontáneo,NA
2020,Castilla-La Mancha,Romántico,NA
2020,Castilla-La Mancha,Fashion/Elegante_y,NA
2020,Castilla-La Mancha,Country Chic,NA
2020,Castilla-La Mancha,Original/Alternativo,NA
2020,Cataluña,Tradicional,NA
2020,Cataluña,Espontáneo,NA
2020,Cataluña,Romántico,0.06
2020,Cataluña,Fashion/Elegante,0.12
2020,Cataluña,En la playa,0.14
2020,Cataluña,Country Chic,0.29
2020,Cataluña,Original/Alternativo,0.39
2020,Ceuta,Tradicional,NA
2020,Ceuta,En la playa,NA
2020,Ceuta,Espontáneo,NA
2020,Ceuta,Romántico,NA
2020,Ceuta,Fashion/Elegante_y,NA
2020,Ceuta,Country Chic,NA
2020,Ceuta,Original/Alternativo,NA
2020,Madrid,Tradicional,0.04
2020,Madrid,En la playa,0.11
2020,Madrid,Espontáneo,NA
2020,Madrid,Romántico,0.07
2020,Madrid,Fashion/Elegante,0.22
2020,Madrid,Country Chic,0.26
2020,Madrid,Original/Alternativo,0.3
2020,Extremadura,Tradicional,NA
2020,Extremadura,En la playa,NA
2020,Extremadura,Espontáneo,NA
2020,Extremadura,Romántico,NA
2020,Extremadura,Fashion/Elegante_y,NA
2020,Extremadura,Country Chic,NA
2020,Extremadura,Original/Alternativo,NA
2020,Galicia,Tradicional,NA
2020,Galicia,En la playa,NA
2020,Galicia,Espontáneo,NA
2020,Galicia,Romántico,NA
2020,Galicia,Fashion/Elegante_y,NA
2020,Galicia,Country Chic,NA
2020,Galicia,Original/Alternativo,NA
2020,La Rioja,Tradicional,NA
2020,La Rioja,En la playa,NA
2020,La Rioja,Espontáneo,NA
2020,La Rioja,Romántico,NA
2020,La Rioja,Fashion/Elegante_y,NA
2020,La Rioja,Country Chic,NA
2020,La Rioja,Original/Alternativo,NA
2020,Melilla,Tradicional,NA
2020,Melilla,En la playa,NA
2020,Melilla,Espontáneo,NA
2020,Melilla,Romántico,NA
2020,Melilla,Fashion/Elegante_y,NA
2020,Melilla,Country Chic,NA
2020,Melilla,Original/Alternativo,NA
2020,Navarra,Tradicional,NA
2020,Navarra,En la playa,NA
2020,Navarra,Espontáneo,NA
2020,Navarra,Romántico,NA
2020,Navarra,Fashion/Elegante_y,NA
2020,Navarra,Country Chic,NA
2020,Navarra,Original/Alternativo,NA
2020,Murcia,Tradicional,NA
2020,Murcia,En la playa,NA
2020,Murcia,Espontáneo,NA
2020,Murcia,Romántico,NA
2020,Murcia,Fashion/Elegante_y,NA
2020,Murcia,Country Chic,NA
2020,Murcia,Original/Alternativo,NA
2020,Spain,Tradicional,0.06
2020,Spain,En la playa,0.09
2020,Spain,Espontáneo,0.04
2020,Spain,Romántico,0.1
2020,Spain,Fashion/Elegante,0.19
2020,Spain,Country Chic,0.19
2020,Spain,Original/Alternativo,0.33
2020,Valencia,Tradicional,NA
2020,Valencia,En la playa,0.12
2020,Valencia,Espontáneo,NA
2020,Valencia,Romántico,NA
2020,Valencia,Fashion/Elegante,0.16
2020,Valencia,Country Chic,0.3
2020,Valencia,Original/Alternativo,0.42
