ticket_geo_region_name,ticket_taxonomy_tag_name,year,Rank,Max,Min,Demand_factor_max_to_min
Murcia,Mago,2019,5,7,6,4.43
España,Dj,2019,1,7,10,1.59
España,Maquillaje,2019,2,9,6,3.29
España,publicidad,2019,3,0,7,1.7
España,fotografia,2019,4,0,6,1.28
España,catering,2019,5,8,7,1.52
Valencia,Dj,2019,1,7,9,1.51
Valencia,Maquillaje,2019,2,9,6,3.43
Valencia,publicidad,2019,3,2,7,1.84
Valencia,fotografia,2019,4,8,6,1.34
Valencia,Mago,2019,5,7,4,3.68
Andalucía,Dj,2020,1,3,1,1.41
Andalucía,Maquillaje,2020,2,1,2,2.09
Andalucía,publicidad,2020,3,4,2,1.42
Andalucía,fotografia,2020,4,0,2,1.26
Andalucía,catering,2020,5,0,3,2.63
Aragón,Dj,2020,1,3,4,1.6
Aragón,publicidad,2020,2,1,2,1.74
Aragón,Maquillaje,2020,3,1,2,2.31
Aragón,fotografia,2020,4,0,2,1.55
Aragón,catering,2020,5,0,1,1.89
Asturias,Maquillaje,2020,1,1,2,3.66
Asturias,Dj,2020,2,3,2,1.53
Asturias,publicidad,2020,3,1,3,1.78
Asturias,fotografia,2020,4,1,2,1.99
Asturias,Mago,2020,5,0,4,1.82
Illes Balears,Maquillaje,2020,1,1,2,2.61
Illes Balears,fotografia,2020,2,0,2,1.53
Illes Balears,Dj,2020,3,3,4,1.52
Illes Balears,publicidad,2020,4,1,2,1.21
Illes Balears,catering,2020,5,0,2,2.7
País Vasco,Maquillaje,2020,1,1,2,4.59
País Vasco,Dj,2020,2,2,0,1.23
País Vasco,publicidad,2020,3,0,2,1.38
País Vasco,fotografia,2020,4,0,2,1.67
País Vasco,catering,2020,5,4,2,1.55
Islas Canarias,Maquillaje,2020,1,1,0,3.47
Islas Canarias,fotografia,2020,2,4,1,1.27
Islas Canarias,publicidad,2020,3,4,2,1.26
Islas Canarias,catering,2020,4,0,3,2.08
Islas Canarias,Pastelería,2020,5,4,2,1.95
Cantabria,Maquillaje,2020,1,1,2,3.22
Cantabria,Dj,2020,2,0,3,1.29
Cantabria,fotografia,2020,3,1,4,2.76
Cantabria,publicidad,2020,4,1,0,1.6
Cantabria,Joyeria,2020,5,1,3,2.45
Castilla y León,Dj,2020,1,3,1,1.6
Castilla y León,Maquillaje,2020,2,1,2,3.4
Castilla y León,publicidad,2020,3,3,1,1.35
Castilla y León,fotografia,2020,4,1,4,1.43
Castilla y León,catering,2020,5,1,3,2.04
Castilla-La Mancha,Maquillaje,2020,1,1,2,3.91
Castilla-La Mancha,Dj,2020,2,3,1,1.33
Castilla-La Mancha,publicidad,2020,3,4,3,1.56
Castilla-La Mancha,fotografia,2020,4,0,3,1.64
Castilla-La Mancha,catering,2020,5,1,4,1.92
Cataluña,Maquillaje,2020,1,1,2,3.17
Cataluña,publicidad,2020,2,4,2,1.41
Cataluña,fotografia,2020,3,1,2,1.23
Cataluña,catering,2020,4,1,4,1.89
Cataluña,Mago,2020,5,0,4,3.14
Ceuta,Maquillaje,2020,1,1,3,1.82
Ceuta,Mago,2020,2,1,4,13.62
Ceuta,Peluquero,2020,3,4,3,12.49
Ceuta,fotografia,2020,4,4,2,4.44
Ceuta,Dj,2020,5,4,0,2.78
Madrid,Dj,2020,1,3,1,1.38
Madrid,publicidad,2020,2,4,2,1.27
Madrid,fotografia,2020,3,0,2,1.54
Madrid,catering,2020,4,0,3,1.84
Madrid,Maquillaje,2020,5,1,2,1.95
Extremadura,Maquillaje,2020,1,1,2,4.12
Extremadura,Dj,2020,2,2,1,1.28
Extremadura,publicidad,2020,3,1,2,1.79
Extremadura,fotografia,2020,4,1,2,1.59
Extremadura,catering,2020,5,1,3,2.04
Galicia,Maquillaje,2020,1,1,2,4.97
Galicia,Dj,2020,2,3,4,1.31
Galicia,fotografia,2020,3,0,2,1.61
Galicia,publicidad,2020,4,0,2,1.29
Galicia,catering,2020,5,1,3,2.61
La Rioja,Maquillaje,2020,1,1,4,2.5
La Rioja,fotografia,2020,2,1,3,2.03
La Rioja,Dj,2020,3,1,2,1.22
La Rioja,publicidad,2020,4,0,1,2.18
La Rioja,Pastelería,2020,5,1,3,3.67
Melilla,Maquillaje,2020,1,0,3,2.47
Melilla,Mago,2020,2,2,3,7.96
Melilla,Joyeria,2020,3,1,2,6.67
Melilla,publicidad,2020,4,1,4,22.16
Melilla,fotografia,2020,5,4,2,6.43
Navarra,Maquillaje,2020,1,1,4,2.03
Navarra,publicidad,2020,2,0,1,1.26
Navarra,fotografia,2020,3,1,2,1.5
Navarra,catering,2020,4,1,3,4.21
Navarra,Mago,2020,5,0,3,1.41
Murcia,Dj,2020,1,3,1,1.33
Murcia,Maquillaje,2020,2,1,2,2.86
Murcia,publicidad,2020,3,4,2,1.66
Murcia,fotografia,2020,4,0,4,2.92
Murcia,catering,2020,5,1,4,5.14
España,Dj,2020,1,3,1,1.3
España,Maquillaje,2020,2,1,2,2.66
España,publicidad,2020,3,4,2,1.32
España,fotografia,2020,4,0,2,1.35
España,catering,2020,5,1,3,1.87
Valencia,Dj,2020,1,3,1,1.37
Valencia,publicidad,2020,2,1,2,1.42
Valencia,fotografia,2020,3,0,2,1.29
Valencia,Maquillaje,2020,4,1,2,2.04
Valencia,catering,2020,5,1,3,2.54
