date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,0,50,31,0,False
2018-01-14,12,37,12,0,False
2018-01-21,0,31,12,0,False
2018-01-28,0,31,12,0,False
2018-02-04,0,51,0,0,False
2018-02-11,0,31,13,0,False
2018-02-18,13,37,25,0,False
2018-02-25,0,62,31,0,False
2018-03-04,13,57,13,13,False
2018-03-11,0,38,13,0,False
2018-03-18,13,26,26,13,False
2018-03-25,0,34,14,0,False
2018-04-01,14,42,28,0,False
2018-04-08,0,40,27,0,False
2018-04-15,0,20,27,14,False
2018-04-22,0,20,40,13,False
2018-04-29,14,42,0,14,False
2018-05-06,29,14,22,0,False
2018-05-13,27,100,27,0,False
2018-05-20,0,62,21,0,False
2018-05-27,26,45,26,0,False
2018-06-03,14,47,27,14,False
2018-06-10,13,96,19,13,False
2018-06-17,0,26,26,13,False
2018-06-24,13,33,0,13,False
2018-07-01,13,40,54,13,False
2018-07-08,13,27,0,0,False
2018-07-15,14,14,21,0,False
2018-07-22,14,27,14,0,False
2018-07-29,13,0,26,0,False
2018-08-05,25,25,13,0,False
2018-08-12,13,38,25,0,False
2018-08-19,13,19,19,0,False
2018-08-26,0,78,13,0,False
2018-09-02,13,45,0,0,False
2018-09-09,13,78,26,13,False
2018-09-16,0,26,13,0,False
2018-09-23,13,13,0,0,False
2018-09-30,0,14,0,14,False
2018-10-07,0,20,20,0,False
2018-10-14,13,13,13,0,False
2018-10-21,0,24,0,0,False
2018-10-28,12,47,24,12,False
2018-11-04,12,42,0,0,False
2018-11-11,0,30,0,0,False
2018-11-18,11,23,23,0,False
2018-11-25,0,30,0,0,False
2018-12-02,12,18,12,0,False
2018-12-09,0,18,12,0,False
2018-12-16,0,37,0,0,False
2018-12-23,0,13,13,0,False
2018-12-30,12,0,12,12,False
2019-01-06,11,22,11,0,False
2019-01-13,11,33,11,11,False
2019-01-20,11,22,22,0,False
2019-01-27,0,39,22,0,False
2019-02-03,0,28,22,11,False
2019-02-10,0,47,0,0,False
2019-02-17,0,52,12,0,False
2019-02-24,0,23,12,12,False
2019-03-03,11,34,23,0,False
2019-03-10,0,50,11,0,False
2019-03-17,0,24,12,0,False
2019-03-24,0,18,18,0,False
2019-03-31,12,36,18,0,False
2019-04-07,12,47,12,0,False
2019-04-14,0,13,26,0,False
2019-04-21,0,43,0,12,False
2019-04-28,11,17,34,0,False
2019-05-05,11,28,0,0,False
2019-05-12,12,53,12,0,False
2019-05-19,12,35,23,0,False
2019-05-26,24,24,18,0,False
2019-06-02,12,23,0,0,False
2019-06-09,12,29,12,0,False
2019-06-16,0,12,12,0,False
2019-06-23,12,12,0,0,False
2019-06-30,0,23,23,0,False
2019-07-07,0,18,0,0,False
2019-07-14,13,50,13,0,False
2019-07-21,0,26,20,0,False
2019-07-28,25,75,12,0,False
2019-08-04,13,56,0,0,False
2019-08-11,12,47,12,0,False
2019-08-18,12,53,12,12,False
2019-08-25,11,28,11,11,False
2019-09-01,12,58,12,0,False
2019-09-08,0,35,12,0,False
2019-09-15,12,18,0,0,False
2019-09-22,0,0,11,0,False
2019-09-29,0,33,0,0,False
2019-10-06,12,35,12,0,False
2019-10-13,0,23,11,0,False
2019-10-20,0,22,22,0,False
2019-10-27,10,21,10,0,False
2019-11-03,0,36,21,0,False
2019-11-10,0,16,11,0,False
2019-11-17,0,21,21,0,False
2019-11-24,0,26,10,0,False
2019-12-01,0,27,32,0,False
2019-12-08,11,0,11,0,False
2019-12-15,11,22,0,0,False
2019-12-22,0,40,11,0,False
2019-12-29,11,22,11,0,False
2020-01-05,10,45,10,0,False
2020-01-12,0,34,10,0,False
2020-01-19,0,30,15,0,False
2020-01-26,0,10,15,0,False
2020-02-02,10,29,10,10,False
2020-02-09,10,46,31,0,False
2020-02-16,10,39,0,0,False
2020-02-23,10,39,19,0,False
2020-03-01,0,43,19,0,False
2020-03-08,0,18,9,0,False
2020-03-15,0,9,18,0,False
2020-03-22,9,26,0,0,False
2020-03-29,8,17,9,0,False
2020-04-05,0,29,0,0,False
2020-04-12,19,14,9,0,False
2020-04-19,0,22,0,0,False
2020-04-26,9,26,26,0,False
2020-05-03,0,64,0,0,True
