date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,15,15,15,0,False
2018-01-14,0,100,33,0,False
2018-01-21,0,50,16,0,False
2018-01-28,0,41,17,0,False
2018-02-04,0,44,18,0,False
2018-02-11,17,17,17,0,False
2018-02-18,0,34,17,0,False
2018-02-25,0,42,25,0,False
2018-03-04,0,33,50,0,False
2018-03-11,0,17,17,0,False
2018-03-18,0,59,0,0,False
2018-03-25,0,42,34,0,False
2018-04-01,0,33,17,0,False
2018-04-08,0,17,43,0,False
2018-04-15,0,37,18,0,False
2018-04-22,0,26,35,0,False
2018-04-29,35,36,18,0,False
2018-05-06,18,18,0,0,False
2018-05-13,17,26,0,0,False
2018-05-20,35,18,26,0,False
2018-05-27,17,42,17,0,False
2018-06-03,0,17,17,0,False
2018-06-10,16,48,32,0,False
2018-06-17,0,64,0,0,False
2018-06-24,25,16,33,0,False
2018-07-01,15,54,0,0,False
2018-07-08,0,21,21,0,False
2018-07-15,0,42,0,0,False
2018-07-22,0,71,0,0,False
2018-07-29,13,32,13,0,False
2018-08-05,12,31,0,0,False
2018-08-12,13,25,19,0,False
2018-08-19,29,14,14,0,False
2018-08-26,16,16,0,0,False
2018-09-02,16,74,0,0,False
2018-09-09,16,33,33,0,False
2018-09-16,16,25,0,0,False
2018-09-23,0,41,25,0,False
2018-09-30,0,24,0,0,False
2018-10-07,0,26,17,0,False
2018-10-14,0,17,17,0,False
2018-10-21,0,24,0,0,False
2018-10-28,16,25,0,0,False
2018-11-04,0,16,0,0,False
2018-11-11,0,25,0,0,False
2018-11-18,0,39,16,0,False
2018-11-25,0,25,16,0,False
2018-12-02,0,17,16,0,False
2018-12-09,0,25,0,0,False
2018-12-16,0,0,0,0,False
2018-12-23,0,25,0,0,False
2018-12-30,0,37,15,0,False
2019-01-06,0,45,15,0,False
2019-01-13,0,46,0,0,False
2019-01-20,0,15,31,0,False
2019-01-27,0,39,15,0,False
2019-02-03,0,64,0,0,False
2019-02-10,16,49,24,0,False
2019-02-17,16,63,16,0,False
2019-02-24,0,24,16,0,False
2019-03-03,23,15,0,0,False
2019-03-10,0,23,15,0,False
2019-03-17,16,40,16,0,False
2019-03-24,0,16,16,0,False
2019-03-31,17,17,17,0,False
2019-04-07,16,48,0,0,False
2019-04-14,0,33,0,0,False
2019-04-21,0,31,0,0,False
2019-04-28,15,23,30,0,False
2019-05-05,0,39,15,0,False
2019-05-12,0,31,16,0,False
2019-05-19,16,23,31,0,False
2019-05-26,0,15,15,0,False
2019-06-02,15,45,30,0,False
2019-06-09,0,22,22,0,False
2019-06-16,0,23,61,0,False
2019-06-23,0,15,30,0,False
2019-06-30,14,36,0,0,False
2019-07-07,15,15,44,0,False
2019-07-14,14,42,29,0,False
2019-07-21,0,15,15,0,False
2019-07-28,0,35,14,0,False
2019-08-04,14,36,14,0,False
2019-08-11,14,42,28,0,False
2019-08-18,15,37,51,0,False
2019-08-25,0,14,15,0,False
2019-09-01,0,28,14,0,False
2019-09-08,0,57,29,0,False
2019-09-15,0,36,0,0,False
2019-09-22,0,59,0,0,False
2019-09-29,0,29,29,0,False
2019-10-06,0,36,29,0,False
2019-10-13,13,27,13,0,False
2019-10-20,0,21,27,0,False
2019-10-27,0,41,0,0,False
2019-11-03,13,27,13,0,False
2019-11-10,0,49,0,0,False
2019-11-17,0,41,41,0,False
2019-11-24,0,14,0,0,False
2019-12-01,0,29,14,0,False
2019-12-08,0,36,14,0,False
2019-12-15,0,14,0,0,False
2019-12-22,0,45,0,0,False
2019-12-29,0,0,0,0,False
2020-01-05,0,0,26,0,False
2020-01-12,13,25,13,0,False
2020-01-19,13,26,20,0,False
2020-01-26,0,25,0,0,False
2020-02-02,0,32,13,0,False
2020-02-09,14,41,0,0,False
2020-02-16,0,41,14,0,False
2020-02-23,0,26,20,0,False
2020-03-01,0,20,26,0,False
2020-03-08,25,25,12,0,False
2020-03-15,0,0,12,0,False
2020-03-22,0,18,0,0,False
2020-03-29,0,35,0,0,False
2020-04-05,0,40,13,0,False
2020-04-12,0,19,0,0,False
2020-04-19,0,25,13,0,False
2020-04-26,0,42,24,0,False
2020-05-03,0,0,0,0,True
