date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,4,63,12,7,False
2018-01-14,0,42,16,2,False
2018-01-21,2,45,15,2,False
2018-01-28,4,48,4,5,False
2018-02-04,5,42,10,2,False
2018-02-11,2,35,10,2,False
2018-02-18,4,42,14,4,False
2018-02-25,5,46,7,0,False
2018-03-04,4,26,11,2,False
2018-03-11,5,35,18,4,False
2018-03-18,10,48,16,3,False
2018-03-25,5,45,8,8,False
2018-04-01,3,35,6,4,False
2018-04-08,3,42,18,3,False
2018-04-15,0,24,9,3,False
2018-04-22,6,47,8,6,False
2018-04-29,5,38,8,5,False
2018-05-06,3,27,15,5,False
2018-05-13,17,100,23,7,False
2018-05-20,19,69,22,8,False
2018-05-27,2,32,15,0,False
2018-06-03,2,44,15,0,False
2018-06-10,0,43,14,7,False
2018-06-17,5,25,24,4,False
2018-06-24,2,37,6,5,False
2018-07-01,5,45,6,4,False
2018-07-08,4,41,18,0,False
2018-07-15,5,34,16,11,False
2018-07-22,3,39,9,5,False
2018-07-29,5,25,12,6,False
2018-08-05,2,37,8,5,False
2018-08-12,3,37,25,5,False
2018-08-19,5,36,16,5,False
2018-08-26,4,40,8,2,False
2018-09-02,5,33,11,2,False
2018-09-09,2,34,5,2,False
2018-09-16,2,33,6,5,False
2018-09-23,4,38,16,10,False
2018-09-30,3,35,4,3,False
2018-10-07,4,41,5,3,False
2018-10-14,0,39,7,2,False
2018-10-21,4,39,12,5,False
2018-10-28,0,32,7,7,False
2018-11-04,0,21,6,0,False
2018-11-11,5,35,8,2,False
2018-11-18,0,21,8,0,False
2018-11-25,2,28,6,0,False
2018-12-02,0,22,4,5,False
2018-12-09,2,24,5,0,False
2018-12-16,2,27,0,2,False
2018-12-23,3,35,7,0,False
2018-12-30,0,46,11,0,False
2019-01-06,2,44,8,3,False
2019-01-13,5,35,9,2,False
2019-01-20,2,51,12,2,False
2019-01-27,2,39,17,5,False
2019-02-03,5,28,10,0,False
2019-02-10,5,29,6,3,False
2019-02-17,2,34,13,7,False
2019-02-24,0,35,6,2,False
2019-03-03,0,28,10,3,False
2019-03-10,2,35,11,2,False
2019-03-17,5,23,12,2,False
2019-03-24,0,37,13,5,False
2019-03-31,2,24,9,0,False
2019-04-07,2,36,12,7,False
2019-04-14,0,31,10,4,False
2019-04-21,2,35,10,5,False
2019-04-28,5,44,20,5,False
2019-05-05,5,32,13,5,False
2019-05-12,4,39,18,5,False
2019-05-19,12,18,12,5,False
2019-05-26,5,28,12,5,False
2019-06-02,5,28,14,3,False
2019-06-09,5,23,8,2,False
2019-06-16,2,36,10,3,False
2019-06-23,5,26,8,2,False
2019-06-30,7,22,16,5,False
2019-07-07,5,24,9,7,False
2019-07-14,2,39,20,2,False
2019-07-21,3,28,10,3,False
2019-07-28,2,27,11,2,False
2019-08-04,4,47,10,4,False
2019-08-11,3,28,12,4,False
2019-08-18,0,35,8,3,False
2019-08-25,2,34,12,2,False
2019-09-01,4,38,9,4,False
2019-09-08,11,40,11,0,False
2019-09-15,2,25,11,0,False
2019-09-22,4,29,6,2,False
2019-09-29,0,38,11,4,False
2019-10-06,3,55,9,0,False
2019-10-13,0,41,8,2,False
2019-10-20,4,24,11,0,False
2019-10-27,4,23,11,2,False
2019-11-03,2,26,8,0,False
2019-11-10,5,29,4,0,False
2019-11-17,4,32,4,4,False
2019-11-24,0,37,6,2,False
2019-12-01,2,19,6,0,False
2019-12-08,2,27,4,2,False
2019-12-15,3,21,2,0,False
2019-12-22,2,22,5,2,False
2019-12-29,0,30,4,0,False
2020-01-05,4,39,11,3,False
2020-01-12,2,37,12,2,False
2020-01-19,5,36,13,3,False
2020-01-26,4,40,7,4,False
2020-02-02,4,36,7,2,False
2020-02-09,2,28,4,3,False
2020-02-16,2,41,5,3,False
2020-02-23,2,26,8,4,False
2020-03-01,0,40,11,6,False
2020-03-08,2,17,5,2,False
2020-03-15,2,16,7,0,False
2020-03-22,4,18,3,2,False
2020-03-29,2,11,3,0,False
2020-04-05,2,16,2,2,False
2020-04-12,6,19,5,4,False
2020-04-19,4,21,6,4,False
2020-04-26,2,25,6,0,False
2020-05-03,0,14,0,14,True
