date,pastel boda,boda fotografo,boda vestido,flores boda,lugares para bodas,isPartial
2018-01-07,0,1,14,2,1,False
2018-01-14,1,0,17,3,0,False
2018-01-21,1,1,18,2,0,False
2018-01-28,0,1,12,2,0,False
2018-02-04,1,1,14,3,0,False
2018-02-11,1,1,19,3,0,False
2018-02-18,1,1,19,4,1,False
2018-02-25,0,1,17,4,0,False
2018-03-04,1,1,16,4,0,False
2018-03-11,0,0,15,2,1,False
2018-03-18,1,0,19,4,1,False
2018-03-25,0,1,19,4,0,False
2018-04-01,0,0,24,4,0,False
2018-04-08,1,1,24,3,1,False
2018-04-15,1,1,23,4,0,False
2018-04-22,0,1,17,4,0,False
2018-04-29,1,1,19,5,1,False
2018-05-06,0,1,18,3,0,False
2018-05-13,1,0,39,5,0,False
2018-05-20,1,1,36,6,1,False
2018-05-27,0,1,23,6,0,False
2018-06-03,1,1,17,4,0,False
2018-06-10,1,1,22,5,0,False
2018-06-17,1,1,15,3,1,False
2018-06-24,0,1,17,4,0,False
2018-07-01,0,1,21,5,0,False
2018-07-08,1,1,21,4,0,False
2018-07-15,0,2,22,5,1,False
2018-07-22,0,1,20,4,0,False
2018-07-29,1,1,19,4,0,False
2018-08-05,1,1,21,6,0,False
2018-08-12,1,1,22,4,1,False
2018-08-19,0,1,20,4,0,False
2018-08-26,1,1,21,11,0,False
2018-09-02,1,1,22,5,0,False
2018-09-09,1,1,22,5,0,False
2018-09-16,0,0,21,5,1,False
2018-09-23,1,0,19,4,0,False
2018-09-30,0,1,17,4,0,False
2018-10-07,1,1,19,4,1,False
2018-10-14,1,1,13,3,0,False
2018-10-21,1,1,10,2,0,False
2018-10-28,0,0,7,2,1,False
2018-11-04,0,1,10,1,0,False
2018-11-11,0,1,13,2,1,False
2018-11-18,0,1,13,1,0,False
2018-11-25,1,0,7,4,1,False
2018-12-02,0,1,9,2,1,False
2018-12-09,0,0,6,1,0,False
2018-12-16,0,1,5,2,0,False
2018-12-23,1,0,8,1,1,False
2018-12-30,0,1,10,1,1,False
2019-01-06,0,1,9,14,0,False
2019-01-13,1,1,14,3,0,False
2019-01-20,0,1,13,2,1,False
2019-01-27,1,0,17,1,0,False
2019-02-03,1,1,16,2,0,False
2019-02-10,0,1,16,2,0,False
2019-02-17,1,1,17,3,0,False
2019-02-24,0,1,16,2,0,False
2019-03-03,0,0,17,13,0,False
2019-03-10,0,2,20,3,0,False
2019-03-17,0,1,17,2,0,False
2019-03-24,0,1,19,3,0,False
2019-03-31,0,0,17,3,0,False
2019-04-07,0,1,18,4,1,False
2019-04-14,0,1,16,4,0,False
2019-04-21,0,0,17,2,0,False
2019-04-28,0,0,22,4,0,False
2019-05-05,0,1,20,4,0,False
2019-05-12,0,1,20,3,0,False
2019-05-19,1,1,20,4,0,False
2019-05-26,0,0,18,4,0,False
2019-06-02,1,1,15,5,0,False
2019-06-09,1,1,41,7,0,False
2019-06-16,1,1,85,6,0,False
2019-06-23,1,1,100,3,0,False
2019-06-30,1,1,34,3,0,False
2019-07-07,1,0,25,3,1,False
2019-07-14,1,1,20,3,1,False
2019-07-21,1,1,19,3,0,False
2019-07-28,0,1,18,1,1,False
2019-08-04,0,1,22,2,0,False
2019-08-11,0,1,16,3,1,False
2019-08-18,0,0,21,3,0,False
2019-08-25,1,1,23,5,0,False
2019-09-01,1,1,22,5,1,False
2019-09-08,1,1,18,4,0,False
2019-09-15,1,1,22,5,0,False
2019-09-22,0,1,21,5,0,False
2019-09-29,0,1,18,3,1,False
2019-10-06,1,1,16,3,0,False
2019-10-13,0,1,13,8,0,False
2019-10-20,1,1,16,2,0,False
2019-10-27,0,1,10,2,0,False
2019-11-03,0,1,12,2,0,False
2019-11-10,1,0,8,1,0,False
2019-11-17,1,0,8,2,0,False
2019-11-24,0,0,7,2,0,False
2019-12-01,1,0,8,1,0,False
2019-12-08,0,1,6,1,0,False
2019-12-15,1,1,5,1,0,False
2019-12-22,0,0,8,2,0,False
2019-12-29,0,0,10,2,0,False
2020-01-05,0,1,10,2,1,False
2020-01-12,1,0,16,5,0,False
2020-01-19,0,1,17,3,0,False
2020-01-26,1,0,16,3,0,False
2020-02-02,0,0,18,2,0,False
2020-02-09,1,0,15,3,0,False
2020-02-16,0,1,15,3,0,False
2020-02-23,0,1,17,3,0,False
2020-03-01,0,1,20,5,0,False
2020-03-08,0,1,10,2,0,False
2020-03-15,0,0,4,2,0,False
2020-03-22,0,1,4,2,0,False
2020-03-29,0,1,5,2,0,False
2020-04-05,1,1,6,1,0,False
2020-04-12,0,1,5,2,0,False
2020-04-19,0,1,4,1,0,False
2020-04-26,0,0,4,2,0,False
2020-05-03,0,0,5,0,2,True
