date,Hochzeit Bilder,Brautkleid,Hochzeitstorte,Blumen Hochzeit,isPartial
2018-01-07,13,52,19,0,False
2018-01-14,13,44,25,13,False
2018-01-21,13,71,13,0,False
2018-01-28,0,59,19,0,False
2018-02-04,0,61,27,14,False
2018-02-11,13,39,13,0,False
2018-02-18,13,52,26,0,False
2018-02-25,0,32,26,13,False
2018-03-04,13,39,13,0,False
2018-03-11,0,52,26,13,False
2018-03-18,26,46,27,0,False
2018-03-25,28,14,28,0,False
2018-04-01,0,100,0,0,False
2018-04-08,28,21,21,0,False
2018-04-15,0,14,21,14,False
2018-04-22,0,61,27,13,False
2018-04-29,14,36,36,0,False
2018-05-06,14,29,36,0,False
2018-05-13,34,48,41,27,False
2018-05-20,21,92,28,14,False
2018-05-27,0,20,27,0,False
2018-06-03,13,40,0,0,False
2018-06-10,13,51,26,0,False
2018-06-17,0,52,26,0,False
2018-06-24,13,20,26,13,False
2018-07-01,0,33,26,13,False
2018-07-08,0,32,13,13,False
2018-07-15,0,14,28,14,False
2018-07-22,27,55,14,14,False
2018-07-29,14,61,27,0,False
2018-08-05,20,75,0,0,False
2018-08-12,14,14,14,14,False
2018-08-19,13,26,26,13,False
2018-08-26,14,40,13,0,False
2018-09-02,14,27,0,13,False
2018-09-09,0,34,20,0,False
2018-09-16,27,27,0,14,False
2018-09-23,0,20,13,0,False
2018-09-30,13,47,0,13,False
2018-10-07,13,47,13,13,False
2018-10-14,27,40,0,0,False
2018-10-21,0,0,14,0,False
2018-10-28,0,34,0,13,False
2018-11-04,13,45,19,0,False
2018-11-11,13,52,19,0,False
2018-11-18,0,31,12,0,False
2018-11-25,13,13,13,0,False
2018-12-02,0,13,0,0,False
2018-12-09,0,25,13,0,False
2018-12-16,0,26,13,0,False
2018-12-23,0,47,13,0,False
2018-12-30,0,25,0,0,False
2019-01-06,12,42,12,0,False
2019-01-13,12,30,24,12,False
2019-01-20,0,41,18,12,False
2019-01-27,12,42,0,12,False
2019-02-03,13,50,13,13,False
2019-02-10,0,30,48,0,False
2019-02-17,12,30,12,0,False
2019-02-24,12,49,18,0,False
2019-03-03,0,41,24,24,False
2019-03-10,12,47,24,0,False
2019-03-17,12,62,0,12,False
2019-03-24,0,55,0,0,False
2019-03-31,0,26,13,0,False
2019-04-07,0,38,0,0,False
2019-04-14,0,14,14,0,False
2019-04-21,0,39,13,0,False
2019-04-28,12,24,12,0,False
2019-05-05,0,60,24,0,False
2019-05-12,12,12,0,12,False
2019-05-19,0,42,18,0,False
2019-05-26,12,25,18,0,False
2019-06-02,12,24,0,0,False
2019-06-09,0,24,24,0,False
2019-06-16,12,25,12,0,False
2019-06-23,0,25,25,0,False
2019-06-30,25,31,12,12,False
2019-07-07,12,25,0,0,False
2019-07-14,13,38,26,0,False
2019-07-21,27,60,13,13,False
2019-07-28,12,36,12,12,False
2019-08-04,12,61,30,12,False
2019-08-11,18,47,12,0,False
2019-08-18,12,65,18,12,False
2019-08-25,0,35,24,0,False
2019-09-01,0,18,18,12,False
2019-09-08,12,12,12,0,False
2019-09-15,0,54,12,0,False
2019-09-22,0,29,23,12,False
2019-09-29,0,34,17,11,False
2019-10-06,12,48,12,0,False
2019-10-13,12,30,12,0,False
2019-10-20,0,40,12,0,False
2019-10-27,22,28,0,0,False
2019-11-03,11,32,11,0,False
2019-11-10,11,28,11,0,False
2019-11-17,11,50,22,0,False
2019-11-24,0,16,21,0,False
2019-12-01,22,33,11,0,False
2019-12-08,22,22,0,0,False
2019-12-15,11,22,11,22,False
2019-12-22,0,29,0,0,False
2019-12-29,11,39,23,0,False
2020-01-05,0,58,11,11,False
2020-01-12,0,47,10,0,False
2020-01-19,0,64,11,11,False
2020-01-26,0,32,11,11,False
2020-02-02,0,33,11,0,False
2020-02-09,0,36,15,0,False
2020-02-16,31,40,0,10,False
2020-02-23,10,50,15,10,False
2020-03-01,0,15,10,10,False
2020-03-08,0,34,14,0,False
2020-03-15,9,32,0,18,False
2020-03-22,0,9,0,0,False
2020-03-29,0,26,17,17,False
2020-04-05,0,34,0,0,False
2020-04-12,0,23,0,0,False
2020-04-19,0,22,9,0,False
2020-04-26,0,13,9,0,False
2020-05-03,0,0,0,0,True
