ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Alquiler de coches,Andalucía,2019,0,0.08200836820083682,0
Alquiler de coches,Andalucía,2019,1,0.06317991631799162,0
Alquiler de coches,Andalucía,2019,2,0.08903765690376571,0
Alquiler de coches,Andalucía,2019,3,0.07238493723849376,0
Alquiler de coches,Andalucía,2019,4,0.07405857740585772,0
Alquiler de coches,Andalucía,2019,5,0.09372384937238497,0
Alquiler de coches,Andalucía,2019,6,0.11715481171548119,0
Alquiler de coches,Andalucía,2019,7,0.12426778242677827,0
Alquiler de coches,Andalucía,2019,8,0.08736401673640169,0
Alquiler de coches,Andalucía,2019,9,0.06736401673640166,0
Alquiler de coches,Andalucía,2019,10,0.05481171548117156,0
Alquiler de coches,Andalucía,2019,11,0.07464435146443515,0
Alquiler de coches,Andalucía,2020,0,0.2833941000994365,0
Alquiler de coches,Andalucía,2020,1,0.2916804772953264,0
Alquiler de coches,Andalucía,2020,2,0.20947961551209807,0
Alquiler de coches,Andalucía,2020,3,0.21544580709313887,0
Alquiler de coches,Aragón,2019,0,0.04819524200164069,0
Alquiler de coches,Aragón,2019,1,0.05178424938474158,0
Alquiler de coches,Aragón,2019,2,0.07424118129614436,0
Alquiler de coches,Aragón,2019,3,0.08716160787530762,0
Alquiler de coches,Aragón,2019,4,0.10408121410992614,0
Alquiler de coches,Aragón,2019,5,0.11443806398687444,0
Alquiler de coches,Aragón,2019,6,0.09177604593929448,0
Alquiler de coches,Aragón,2019,7,0.12612797374897455,0
Alquiler de coches,Aragón,2019,8,0.08039376538146022,0
Alquiler de coches,Aragón,2019,9,0.07024200164068906,0
Alquiler de coches,Aragón,2019,10,0.08921246923707957,0
Alquiler de coches,Aragón,2019,11,0.06234618539786709,0
Alquiler de coches,Aragón,2020,0,0.2413339183852567,0
Alquiler de coches,Aragón,2020,1,0.36638876700307155,0
Alquiler de coches,Aragón,2020,2,0.2650285212812637,0
Alquiler de coches,Aragón,2020,3,0.12724879333040806,0
Alquiler de coches,Asturias,2019,0,0.07864193513396248,0
Alquiler de coches,Asturias,2019,1,0.06508298080052066,0
Alquiler de coches,Asturias,2019,2,0.09632281158477057,0
Alquiler de coches,Asturias,2019,3,0.07321835340058576,0
Alquiler de coches,Asturias,2019,4,0.1149799327475865,0
Alquiler de coches,Asturias,2019,5,0.10847163466753446,0
Alquiler de coches,Asturias,2019,6,0.09437032216075494,0
Alquiler de coches,Asturias,2019,7,0.12691181256101525,0
Alquiler de coches,Asturias,2019,8,0.07549625772860397,0
Alquiler de coches,Asturias,2019,9,0.06725241349387133,0
Alquiler de coches,Asturias,2019,10,0.038507430306974726,0
Alquiler de coches,Asturias,2019,11,0.06074411541381928,0
Alquiler de coches,Asturias,2020,0,0.4020332717190388,0
Alquiler de coches,Asturias,2020,1,0.34658040665434386,0
Alquiler de coches,Asturias,2020,2,0.10351201478743066,0
Alquiler de coches,Asturias,2020,3,0.1478743068391867,0
Alquiler de coches,Illes Balears,2019,0,0.13426831919982604,0
Alquiler de coches,Illes Balears,2019,1,0.12502717982170036,0
Alquiler de coches,Illes Balears,2019,2,0.08175690367471189,0
Alquiler de coches,Illes Balears,2019,3,0.04783648619265058,0
Alquiler de coches,Illes Balears,2019,4,0.07338551859099805,0
Alquiler de coches,Illes Balears,2019,5,0.06958034355294632,0
Alquiler de coches,Illes Balears,2019,6,0.0777342900630572,0
Alquiler de coches,Illes Balears,2019,7,0.07066753642096107,0
Alquiler de coches,Illes Balears,2019,8,0.061317677756033924,0
Alquiler de coches,Illes Balears,2019,9,0.07664709719504241,0
Alquiler de coches,Illes Balears,2019,10,0.09132420091324202,0
Alquiler de coches,Illes Balears,2019,11,0.0904544466188302,0
Alquiler de coches,Illes Balears,2020,0,0.4275402554136591,0
