date,climatiseur maison
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.1016949152542373
2018-04-01,0.0
2018-04-08,0.10734463276836158
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.10734463276836158
2018-05-20,0.10734463276836158
2018-05-27,0.10734463276836158
2018-06-03,0.10734463276836158
2018-06-10,0.23728813559322035
2018-06-17,0.0
2018-06-24,0.3615819209039548
2018-07-01,0.15819209039548024
2018-07-08,0.21468926553672316
2018-07-15,0.0
2018-07-22,0.3389830508474576
2018-07-29,0.5310734463276836
2018-08-05,0.4293785310734463
2018-08-12,0.0
2018-08-19,0.11299435028248588
2018-08-26,0.10734463276836158
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.10734463276836158
2018-10-14,0.0
2018-10-21,0.11299435028248588
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.2598870056497175
2018-12-30,0.0
2019-01-06,0.1016949152542373
2019-01-13,0.0
2019-01-20,0.22033898305084745
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.1016949152542373
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.3502824858757062
2019-03-24,0.0
2019-03-31,0.096045197740113
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.096045197740113
2019-06-09,0.1864406779661017
2019-06-16,0.1016949152542373
2019-06-23,1.0
2019-06-30,0.7966101694915254
2019-07-07,0.096045197740113
2019-07-14,0.15254237288135594
2019-07-21,0.576271186440678
2019-07-28,0.20903954802259886
2019-08-04,0.3502824858757062
2019-08-11,0.11299435028248588
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.23163841807909605
2019-09-22,0.0
2019-09-29,0.096045197740113
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.20903954802259886
2019-11-03,0.0903954802259887
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0847457627118644
2019-12-08,0.0847457627118644
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0903954802259887
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.12994350282485875
2020-02-02,0.0847457627118644
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0847457627118644
2020-03-01,0.0
2020-03-08,0.0847457627118644
2020-03-15,0.0
2020-03-22,0.07909604519774012
2020-03-29,0.07909604519774012
2020-04-05,0.11864406779661017
2020-04-12,0.15254237288135594
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.07344632768361582
2020-05-10,0.2542372881355932
2020-05-17,0.384180790960452
