date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,68,0,27,0,18,False,68,9,0,22,False
2018-01-14,46,0,32,9,9,False,46,18,0,32,False
2018-01-21,40,0,67,0,27,False,40,9,9,36,False
2018-01-28,18,0,36,0,18,False,18,40,0,27,False
2018-02-04,100,0,55,0,14,False,100,27,0,18,False
2018-02-11,32,0,46,0,9,False,32,32,0,41,False
2018-02-18,82,0,68,0,15,False,82,10,10,34,False
2018-02-25,63,0,63,10,10,False,63,29,0,48,False
2018-03-04,46,0,37,0,18,False,46,18,18,41,False
2018-03-11,55,0,74,0,9,False,55,23,0,23,False
2018-03-18,66,0,47,0,14,False,66,9,9,60,False
2018-03-25,33,0,61,0,9,False,33,14,0,33,False
2018-04-01,34,0,39,0,34,False,34,19,0,19,False
2018-04-08,32,0,37,0,28,False,32,18,9,55,False
2018-04-15,30,0,35,0,10,False,30,20,10,20,False
2018-04-22,64,0,64,0,0,False,64,10,19,24,False
2018-04-29,24,0,67,10,24,False,24,19,10,43,False
2018-05-06,35,0,41,10,10,False,35,10,10,50,False
2018-05-13,28,0,88,9,9,False,28,32,0,18,False
2018-05-20,52,0,90,10,9,False,52,24,0,66,False
2018-05-27,36,0,73,18,14,False,36,9,0,45,False
2018-06-03,45,0,54,0,18,False,45,9,13,49,False
2018-06-10,44,0,53,0,22,False,44,18,0,44,False
2018-06-17,58,0,31,9,9,False,58,13,9,45,False
2018-06-24,50,0,64,0,18,False,50,18,9,50,False
2018-07-01,54,0,45,18,27,False,54,13,0,45,False
2018-07-08,62,0,43,0,14,False,62,9,0,33,False
2018-07-15,36,0,46,0,0,False,36,10,0,15,False
2018-07-22,62,0,57,0,10,False,62,21,0,78,False
2018-07-29,22,0,54,0,11,False,22,16,11,22,False
2018-08-05,35,0,46,0,23,False,35,17,0,34,False
2018-08-12,36,0,72,0,0,False,36,36,0,24,False
2018-08-19,55,0,72,11,17,False,55,22,11,49,False
2018-08-26,64,0,34,0,0,False,64,10,0,29,False
2018-09-02,56,0,42,9,0,False,56,14,0,19,False
2018-09-09,54,0,45,0,18,False,54,23,0,14,False
2018-09-16,86,0,18,9,9,False,86,14,0,36,False
2018-09-23,41,0,37,9,18,False,41,14,9,23,False
2018-09-30,64,0,50,0,9,False,64,32,18,32,False
2018-10-07,81,0,27,0,23,False,81,18,0,13,False
2018-10-14,39,0,31,9,13,False,39,17,0,22,False
2018-10-21,27,0,49,0,27,False,27,13,0,40,False
2018-10-28,44,0,54,10,29,False,44,29,19,15,False
2018-11-04,41,0,54,0,14,False,41,9,0,27,False
2018-11-11,35,0,35,0,9,False,35,0,0,17,False
2018-11-18,18,0,27,0,0,False,18,18,9,9,False
2018-11-25,37,0,23,9,18,False,37,0,0,23,False
2018-12-02,32,0,27,0,14,False,32,14,9,32,False
2018-12-09,14,0,18,0,9,False,14,18,9,23,False
2018-12-16,14,0,23,0,9,False,14,14,0,19,False
2018-12-23,29,0,47,0,12,False,29,12,0,23,False
2018-12-30,52,0,47,0,10,False,52,10,10,16,False
2019-01-06,64,0,23,9,9,False,64,9,0,27,False
2019-01-13,50,0,55,9,18,False,50,14,0,23,False
2019-01-20,49,0,18,0,9,False,49,26,18,18,False
2019-01-27,36,0,22,9,9,False,36,13,0,22,False
2019-02-03,25,0,51,9,0,False,25,8,0,34,False
2019-02-10,53,0,44,0,18,False,53,9,9,27,False
2019-02-17,59,0,32,9,9,False,59,0,0,41,False
2019-02-24,56,0,23,0,0,False,56,28,0,23,False
2019-03-03,41,0,54,9,9,False,41,23,9,32,False
2019-03-10,50,0,60,18,9,False,50,18,0,50,False
2019-03-17,37,0,56,9,9,False,37,14,9,42,False
2019-03-24,48,0,48,0,10,False,48,19,10,24,False
2019-03-31,38,0,56,10,9,False,38,0,0,23,False
2019-04-07,62,0,67,10,10,False,62,14,0,19,False
2019-04-14,58,0,44,10,10,False,58,19,0,19,False
2019-04-21,42,0,74,10,21,False,42,10,0,21,False
2019-04-28,56,0,51,10,10,False,56,31,0,41,False
2019-05-05,50,0,50,0,10,False,50,10,10,70,False
2019-05-12,44,0,24,0,24,False,44,10,0,39,False
2019-05-19,72,0,48,10,14,False,72,10,0,14,False
2019-05-26,40,0,60,10,25,False,40,10,10,25,False
2019-06-02,57,0,83,9,9,False,57,31,0,35,False
2019-06-09,43,0,52,0,10,False,43,9,9,47,False
2019-06-16,67,0,43,0,19,False,67,10,0,24,False
2019-06-23,57,0,19,0,14,False,57,14,0,33,False
2019-06-30,63,0,24,10,10,False,63,19,10,38,False
2019-07-07,40,0,40,0,10,False,40,10,0,30,False
2019-07-14,42,0,37,0,11,False,42,21,10,37,False
2019-07-21,55,0,44,11,0,False,55,22,11,33,False
2019-07-28,41,0,58,12,23,False,41,23,0,35,False
2019-08-04,55,0,55,12,12,False,55,12,0,18,False
2019-08-11,51,0,45,0,0,False,51,26,0,19,False
2019-08-18,48,0,67,0,12,False,48,12,0,24,False
2019-08-25,80,0,42,11,16,False,80,21,0,26,False
2019-09-01,48,0,38,10,10,False,48,19,0,9,False
2019-09-08,19,0,42,19,28,False,19,0,9,28,False
2019-09-15,56,0,33,0,19,False,56,14,0,37,False
2019-09-22,50,0,50,9,9,False,50,9,9,31,False
2019-09-29,49,0,72,0,18,False,49,13,9,22,False
2019-10-06,46,0,23,9,9,False,46,9,9,0,False
2019-10-13,42,0,42,0,19,False,42,9,0,28,False
2019-10-20,56,0,28,9,24,False,56,9,0,23,False
2019-10-27,34,0,48,0,10,False,34,14,0,10,False
2019-11-03,58,0,36,0,18,False,58,9,0,9,False
2019-11-10,33,0,47,0,9,False,33,9,0,28,False
2019-11-17,41,0,46,0,9,False,41,18,0,27,False
2019-11-24,27,0,71,0,9,False,27,18,9,27,False
2019-12-01,35,0,44,0,0,False,35,0,0,9,False
2019-12-08,44,0,35,9,18,False,44,9,9,26,False
2019-12-15,23,0,28,9,9,False,23,0,0,14,False
2019-12-22,27,0,22,11,22,False,27,22,0,33,False
2019-12-29,41,0,26,10,21,False,41,10,20,20,False
2020-01-05,61,0,39,9,17,False,61,9,0,26,False
2020-01-12,88,0,48,0,22,False,88,9,9,35,False
2020-01-19,36,0,32,9,9,False,36,18,0,27,False
2020-01-26,44,0,40,0,9,False,44,18,0,22,False
2020-02-02,36,0,27,9,0,False,36,18,0,18,False
2020-02-09,23,0,45,0,18,False,23,13,18,40,False
2020-02-16,83,0,42,14,14,False,83,9,0,46,False
2020-02-23,47,0,52,0,13,False,47,21,9,17,False
2020-03-01,51,0,25,8,17,False,51,8,0,21,False
2020-03-08,25,0,17,8,0,False,25,13,0,46,False
