date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,22,0,11,0,11,False,22,0,0,21,False
2018-01-14,32,0,11,0,11,False,32,0,0,11,False
2018-01-21,22,0,11,0,22,False,22,0,0,0,False
2018-01-28,0,0,16,0,0,False,0,11,0,27,False
2018-02-04,11,0,22,0,0,False,11,0,0,32,False
2018-02-11,100,0,0,0,11,False,100,0,0,11,False
2018-02-18,11,0,11,0,0,False,11,0,0,16,False
2018-02-25,0,0,33,0,0,False,0,11,0,11,False
2018-03-04,0,0,11,0,11,False,0,0,0,21,False
2018-03-11,21,0,11,0,10,False,21,0,0,37,False
2018-03-18,21,0,37,0,11,False,21,11,0,0,False
2018-03-25,16,0,27,0,0,False,16,0,0,16,False
2018-04-01,16,0,16,0,11,False,16,0,0,16,False
2018-04-08,32,0,21,0,11,False,32,11,0,11,False
2018-04-15,23,0,29,0,11,False,23,11,0,11,False
2018-04-22,22,0,17,0,0,False,22,0,0,0,False
2018-04-29,11,0,11,0,0,False,11,11,0,23,False
2018-05-06,12,0,12,0,12,False,12,0,0,11,False
2018-05-13,16,0,11,0,21,False,16,11,0,21,False
2018-05-20,33,0,49,0,11,False,33,0,0,0,False
2018-05-27,21,0,16,0,11,False,21,0,0,10,False
2018-06-03,11,0,22,0,0,False,11,0,0,0,False
2018-06-10,11,0,21,0,0,False,11,0,0,0,False
2018-06-17,11,0,11,0,0,False,11,11,0,11,False
2018-06-24,0,0,11,0,11,False,0,0,0,22,False
2018-07-01,11,0,0,0,11,False,11,0,0,11,False
2018-07-08,11,0,11,0,0,False,11,0,0,11,False
2018-07-15,25,0,24,0,0,False,25,0,0,12,False
2018-07-22,18,0,18,0,0,False,18,0,0,18,False
2018-07-29,12,0,49,0,12,False,12,12,0,0,False
2018-08-05,13,0,13,0,12,False,13,0,0,13,False
2018-08-12,0,0,19,0,13,False,0,0,0,13,False
