date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,54.96665100986378,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-01-14,0.0,0.0,0.0,0.0,0.0,False,0,0,0,21,False
2018-01-21,0.0,0.0,27.48332550493189,0.0,0.0,False,21,0,0,21,False
2018-01-28,28.62846406763739,0.0,28.62846406763739,0.0,0.0,False,22,0,0,22,False
2018-02-04,27.48332550493189,0.0,0.0,0.0,0.0,False,0,0,0,21,False
2018-02-11,27.48332550493189,0.0,56.11178957256928,0.0,0.0,False,42,0,0,21,False
2018-02-18,43.51526538280883,0.0,58.402066697980274,0.0,0.0,False,44,0,0,22,False
2018-02-25,54.96665100986378,0.0,27.48332550493189,0.0,0.0,False,21,0,0,21,False
2018-03-04,27.48332550493189,0.0,27.48332550493189,0.0,0.0,False,21,0,0,0,False
2018-03-11,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,22,False
2018-03-18,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-03-25,27.48332550493189,0.0,114.51385627054955,0.0,0.0,False,87,0,0,0,False
2018-04-01,28.62846406763739,0.0,28.62846406763739,0.0,0.0,False,22,0,0,43,False
2018-04-08,26.338186942226397,0.0,0.0,0.0,0.0,False,0,0,0,40,False
2018-04-15,30.91874119304838,0.0,30.91874119304838,0.0,0.0,False,23,0,0,46,False
2018-04-22,0.0,0.0,0.0,0.0,0.0,False,0,0,0,67,False
2018-04-29,27.48332550493189,0.0,40.07984969469234,0.0,0.0,False,31,0,0,20,False
2018-05-06,41.22498825739784,0.0,0.0,0.0,0.0,False,0,0,0,63,False
2018-05-13,0.0,0.0,41.22498825739784,0.0,0.0,False,31,0,0,0,False
2018-05-20,28.62846406763739,0.0,100.77219351808361,0.0,0.0,False,76,0,0,0,False
2018-05-27,0.0,0.0,41.22498825739784,0.0,0.0,False,31,0,0,41,False
2018-06-03,27.48332550493189,0.0,27.48332550493189,0.0,0.0,False,21,0,0,21,False
2018-06-10,26.338186942226397,0.0,80.15969938938468,0.0,0.0,False,61,0,0,0,False
2018-06-17,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,22,False
2018-06-24,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-07-01,0.0,0.0,27.48332550493189,0.0,0.0,False,21,0,0,20,False
2018-07-08,26.338186942226397,0.0,0.0,0.0,0.0,False,0,0,0,20,False
2018-07-15,27.48332550493189,0.0,54.96665100986378,0.0,0.0,False,41,0,0,31,False
2018-07-22,53.82151244715829,0.0,80.15969938938468,0.0,0.0,False,60,0,0,30,False
2018-07-29,26.338186942226397,0.0,26.338186942226397,0.0,0.0,False,20,0,0,20,False
2018-08-05,25.193048379520903,0.0,25.193048379520903,0.0,0.0,False,19,0,0,0,False
2018-08-12,62.98262094880226,0.0,50.386096759041806,0.0,0.0,False,38,0,0,0,False
2018-08-19,26.338186942226397,0.0,65.27289807421324,0.0,0.0,False,50,0,0,0,False
2018-08-26,40.07984969469234,0.0,53.82151244715829,0.0,0.0,False,41,0,0,20,False
2018-09-02,27.48332550493189,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-09-09,56.11178957256928,0.0,27.48332550493189,0.0,0.0,False,21,0,0,0,False
2018-09-16,28.62846406763739,0.0,28.62846406763739,0.0,0.0,False,22,0,0,22,False
2018-09-23,0.0,0.0,57.25692813527478,0.0,0.0,False,44,0,0,22,False
2018-09-30,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,22,False
2018-10-07,0.0,0.0,57.25692813527478,0.0,0.0,False,43,0,0,0,False
2018-10-14,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-10-21,29.773602630342882,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-10-28,0.0,0.0,28.62846406763739,0.0,0.0,False,22,0,0,22,False
2018-11-04,27.48332550493189,0.0,42.37012682010334,0.0,0.0,False,32,0,0,0,False
2018-11-11,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,22,False
2018-11-18,0.0,0.0,28.62846406763739,0.0,0.0,False,21,0,0,0,False
2018-11-25,28.62846406763739,0.0,28.62846406763739,0.0,0.0,False,22,0,0,0,False
2018-12-02,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-12-09,29.773602630342882,0.0,58.402066697980274,0.0,0.0,False,45,0,0,0,False
2018-12-16,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-12-23,51.531235321747296,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-12-30,32.063879755753874,0.0,0.0,0.0,0.0,False,0,0,0,24,False
2019-01-06,28.62846406763739,0.0,88.17566932832315,0.0,0.0,False,66,0,0,22,False
2019-01-13,58.402066697980274,0.0,0.0,0.0,0.0,False,0,0,0,44,False
2019-01-20,27.48332550493189,0.0,0.0,0.0,0.0,False,0,0,0,21,False
2019-01-27,27.48332550493189,0.0,27.48332550493189,0.0,0.0,False,21,0,0,42,False
2019-02-03,57.25692813527478,0.0,28.62846406763739,0.0,0.0,False,21,0,0,0,False
2019-02-10,28.62846406763739,0.0,0.0,0.0,0.0,False,0,0,0,21,False
2019-02-17,0.0,0.0,28.62846406763739,0.0,0.0,False,22,0,0,22,False
