date,buffet mariage,gateau mariage,mariage champagne,mariage cocktail,mariage traiteur,poisson mariage ,vegan mariage ,viande mariage 
2018-01-07,0.0,0.7102473498233216,0.12014134275618374,0.0,0.4055354190994707,0.0,0.0,0.0
2018-01-14,0.0,0.35335689045936397,0.0,0.0,0.823321554770318,0.0,0.0,0.0
2018-01-21,0.0,0.4734982332155477,0.12014134275618374,0.0,0.1166077738515901,0.0,0.0,0.0
2018-01-28,0.0,0.0,0.12014134275618374,0.0,0.46913965938215624,0.0,0.0,0.0
2018-02-04,0.0,0.24028268551236748,0.0,0.0,0.6007067137809188,0.0,0.0,0.0
2018-02-11,0.0,0.5936395759717314,0.0,0.0,0.1166077738515901,0.0,0.0,0.0
2018-02-18,0.0,0.42402826855123676,0.303886925795053,0.0,0.2959947830570679,0.0,0.0,0.0
2018-02-25,0.0,0.36395759717314485,0.0,0.0,0.24028268551236748,0.0,0.0,0.0
2018-03-04,0.0,0.36042402826855124,0.24381625441696114,0.0,0.0,0.0,0.0,0.0
2018-03-11,0.0,0.12014134275618374,0.24028268551236748,0.0,0.055712097544700405,0.0,0.0,0.0
2018-03-18,0.0,0.24734982332155478,0.0,0.0,0.42320326362243893,0.0,0.0,0.0
2018-03-25,0.0,0.3674911660777385,0.12367491166077739,0.0,0.12014134275618374,0.0,0.0,0.0
2018-04-01,0.0,0.12367491166077739,0.12367491166077739,0.0,0.3710247349823322,0.0,0.0,0.0
2018-04-08,0.0,0.3745583038869258,0.0,0.0,0.254416961130742,0.0,0.0,0.0
2018-04-15,0.0,0.4028268551236749,0.0,0.0,0.392226148409894,0.0,0.0,0.0
2018-04-22,0.0,0.508833922261484,0.19434628975265017,0.0,0.0,0.0,0.0,0.0
2018-04-29,0.0,0.5123674911660777,0.13074204946996468,0.0,0.06093510668951608,0.0,0.0,0.0
2018-05-06,0.0,0.0,0.0,0.0,0.5697690289510001,0.0,0.0,0.0
2018-05-13,0.0,0.8621908127208481,0.31448763250883394,0.0,0.36395759717314485,0.0,0.0,0.0
2018-05-20,0.0,1.0,0.19081272084805653,0.0,0.6219081272084805,0.0,0.0,0.0
2018-05-27,0.0,0.4911660777385159,0.12367491166077739,0.0,0.36395759717314485,0.0,0.0,0.0
2018-06-03,0.0,0.12014134275618374,0.0,0.0,0.254416961130742,0.0,0.0,0.0
2018-06-10,0.0,0.47703180212014135,0.24028268551236748,0.0,0.2332155477031802,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.36395759717314485,0.0,0.0,0.0
2018-06-24,0.0,0.12014134275618374,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.12367491166077739,0.0,0.0,0.1166077738515901,0.0,0.0,0.0
2018-07-08,0.0,0.519434628975265,0.13074204946996468,0.0,0.2508833922261484,0.0,0.0,0.0
2018-07-15,0.0,0.4169611307420495,0.1413427561837456,0.0,0.13074204946996468,0.0,0.0,0.0
2018-07-22,0.0,0.8303886925795053,0.2791519434628975,0.0,0.0,0.0,0.0,0.0
2018-07-29,0.0,0.26501766784452296,0.13780918727915195,0.0,0.4098939929328622,0.0,0.0,0.0
2018-08-05,0.0,0.2756183745583039,0.14487632508833923,0.0,0.06615811583433173,0.0,0.0,0.0
2018-08-12,0.0,0.7102473498233216,0.2968197879858657,0.0,0.4204946996466431,0.0,0.0,0.0
2018-08-19,0.0,0.3957597173144876,0.13780918727915195,0.0,0.5245939428866073,0.0,0.0,0.0
2018-08-26,0.0,0.2579505300353357,0.0,0.0,0.3224192056294454,0.0,0.0,0.0
2018-09-02,0.0,0.0,0.0,0.0,0.12014134275618374,0.0,0.0,0.0
2018-09-09,0.0,0.12014134275618374,0.13074204946996468,0.0,0.44256054838562914,0.0,0.0,0.0
2018-09-16,0.0,0.254416961130742,0.13074204946996468,0.0,0.254416961130742,0.0,0.0,0.0
2018-09-23,0.0,0.519434628975265,0.13074204946996468,0.0,0.26148409893992935,0.0,0.0,0.0
2018-09-30,0.0,0.5159010600706714,0.2579505300353357,0.0,0.38515901060070673,0.0,0.0,0.0
2018-10-07,0.0,0.12367491166077739,0.13074204946996468,0.0,0.18461001835029348,0.0,0.0,0.0
