date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,0.0,0.0,0.0,0.0,0.0,False,0,0,0,22,False
2018-01-14,37.446695095948826,0.0,0.0,0.0,0.0,False,22,0,0,0,False
2018-01-21,37.446695095948826,0.0,37.446695095948826,0.0,0.0,False,22,0,0,22,False
2018-01-28,76.3912579957356,0.0,38.944562899786774,0.0,38.944562899786774,False,45,0,0,0,False
2018-02-04,37.446695095948826,0.0,73.39552238805969,0.0,37.446695095948826,False,22,0,0,43,False
2018-02-11,37.446695095948826,0.0,74.89339019189765,0.0,0.0,False,22,0,0,22,False
2018-02-18,38.944562899786774,0.0,38.944562899786774,0.0,0.0,False,23,0,0,23,False
2018-02-25,38.944562899786774,0.0,0.0,0.0,0.0,False,23,0,0,0,False
2018-03-04,38.944562899786774,0.0,0.0,0.0,37.446695095948826,False,23,0,0,45,False
2018-03-11,38.944562899786774,0.0,38.944562899786774,0.0,0.0,False,23,0,0,22,False
2018-03-18,0.0,0.0,38.944562899786774,0.0,38.944562899786774,False,0,0,0,22,False
2018-03-25,77.88912579957355,0.0,38.944562899786774,0.0,0.0,False,46,0,0,34,False
2018-04-01,80.88486140724946,0.0,40.44243070362473,0.0,0.0,False,47,0,0,24,False
2018-04-08,58.41684434968016,0.0,76.3912579957356,0.0,0.0,False,34,0,0,0,False
2018-04-15,41.940298507462686,0.0,106.34861407249466,0.0,0.0,False,25,0,0,25,False
2018-04-22,82.38272921108741,0.0,41.940298507462686,0.0,0.0,False,49,0,0,0,False
2018-04-29,116.83368869936032,0.0,38.944562899786774,0.0,38.944562899786774,False,68,0,0,0,False
2018-05-06,0.0,0.0,80.88486140724946,0.0,0.0,False,0,0,0,0,False
2018-05-13,0.0,0.0,38.944562899786774,0.0,38.944562899786774,False,0,0,0,23,False
2018-05-20,0.0,0.0,101.8550106609808,0.0,0.0,False,0,0,0,0,False
2018-05-27,0.0,0.0,38.944562899786774,0.0,0.0,False,0,0,0,0,False
2018-06-03,38.944562899786774,0.0,38.944562899786774,0.0,0.0,False,23,0,0,0,False
2018-06-10,0.0,0.0,37.446695095948826,0.0,0.0,False,0,0,0,0,False
2018-06-17,40.44243070362473,0.0,40.44243070362473,0.0,0.0,False,24,0,0,0,False
2018-06-24,61.41257995735607,0.0,40.44243070362473,0.0,0.0,False,36,0,0,48,False
2018-07-01,0.0,0.0,0.0,0.0,38.944562899786774,False,0,0,0,0,False
2018-07-08,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,False
2018-07-15,41.940298507462686,0.0,64.40831556503197,0.0,0.0,False,25,0,0,0,False
2018-07-22,106.34861407249466,0.0,0.0,0.0,0.0,False,62,0,0,100,False
2018-07-29,64.40831556503197,0.0,85.37846481876332,0.0,0.0,False,38,0,0,25,False
2018-08-05,62.91044776119402,0.0,41.940298507462686,0.0,41.940298507462686,False,37,0,0,0,False
