date,mariage traiteur,vegan mariage ,poisson mariage ,buffet mariage,gateau mariage,mariage champagne,viande mariage ,mariage cocktail
2018-01-07,0.0,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
2018-01-14,0.18791946308724833,0.0,0.0,0.0,0.40268456375838924,0.0,0.0,0.0
2018-01-21,0.3959731543624161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-28,0.5838926174496645,0.0,0.0,0.0,0.3959731543624161,0.0,0.0,0.0
2018-02-04,0.38926174496644295,0.0,0.0,0.0,0.18120805369127516,0.0,0.0,0.0
2018-02-11,0.0,0.0,0.0,0.0,0.40268456375838924,0.0,0.0,0.0
2018-02-18,0.21476510067114093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-25,0.2080536912751678,0.0,0.0,0.0,0.31543624161073824,0.0,0.0,0.0
2018-03-04,0.20134228187919462,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2018-03-11,0.19463087248322147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.40939597315436244,0.0,0.0,0.0
2018-03-25,0.0,0.0,0.0,0.0,0.6174496644295302,0.0,0.0,0.0
2018-04-01,0.19463087248322147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-08,0.38926174496644295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0,0.0,0.40939597315436244,0.0,0.0,0.0
2018-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,0.2080536912751678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,0.21476510067114093,0.0,0.0,0.0,0.2214765100671141,0.0,0.0,0.0
2018-05-13,0.3959731543624161,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2018-05-20,0.20134228187919462,0.0,0.0,0.0,0.5100671140939598,0.0,0.0,0.0
2018-05-27,0.7114093959731543,0.0,0.0,0.0,0.40939597315436244,0.0,0.0,0.0
2018-06-03,0.3087248322147651,0.0,0.0,0.0,0.38926174496644295,0.0,0.0,0.0
2018-06-10,0.37583892617449666,0.0,0.0,0.0,0.38926174496644295,0.0,0.0,0.0
2018-06-17,0.21476510067114093,0.0,0.0,0.0,0.4161073825503356,0.0,0.0,0.0
2018-06-24,0.0,0.0,0.0,0.0,0.4161073825503356,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.33557046979865773,0.0,0.0,0.0
2018-07-22,0.2214765100671141,0.0,0.0,0.0,0.8926174496644296,0.0,0.0,0.0
2018-07-29,0.2214765100671141,0.0,0.0,0.0,0.2214765100671141,0.0,0.0,0.0
2018-08-05,0.2214765100671141,0.0,0.0,0.0,0.42953020134228187,0.0,0.0,0.0
2018-08-12,0.2080536912751678,0.0,0.0,0.0,0.22818791946308725,0.0,0.0,0.0
2018-08-19,0.2214765100671141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,0.6308724832214765,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2018-09-02,0.3087248322147651,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2018-09-09,0.21476510067114093,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2018-09-16,0.20134228187919462,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2018-09-23,0.21476510067114093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-30,0.21476510067114093,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2018-10-07,0.4429530201342282,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2018-10-14,0.42953020134228187,0.0,0.0,0.0,0.4429530201342282,0.0,0.0,0.0
2018-10-21,0.2080536912751678,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2018-10-28,0.610738255033557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-11,0.40939597315436244,0.0,0.0,0.0,0.40939597315436244,0.0,0.0,0.0
2018-11-18,0.2080536912751678,0.0,0.0,0.0,0.40268456375838924,0.0,0.0,0.0
2018-11-25,0.610738255033557,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,0.0,0.0,0.0,0.0,0.6510067114093959,0.0,0.0,0.0
2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-30,0.40939597315436244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,1.0,0.0,0.0,0.0,0.40268456375838924,0.0,0.0,0.0
2019-01-13,0.5033557046979866,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
2019-01-20,0.5704697986577181,0.0,0.0,0.0,0.5973154362416108,0.0,0.0,0.0
2019-01-27,0.18120805369127516,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2019-02-03,0.18791946308724833,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
2019-02-10,0.2080536912751678,0.0,0.0,0.0,0.6711409395973155,0.0,0.0,0.0
2019-02-17,0.2214765100671141,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2019-02-24,0.0,0.0,0.0,0.0,0.28859060402684567,0.0,0.0,0.0
2019-03-03,0.18791946308724833,0.0,0.0,0.0,0.5771812080536913,0.0,0.0,0.0
2019-03-10,0.19463087248322147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-17,0.21476510067114093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-24,0.20134228187919462,0.0,0.0,0.0,0.3959731543624161,0.0,0.0,0.0
2019-03-31,0.20134228187919462,0.0,0.0,0.0,0.21476510067114093,0.0,0.0,0.0
2019-04-07,0.42953020134228187,0.0,0.0,0.0,0.436241610738255,0.0,0.0,0.0
2019-04-14,0.42953020134228187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,0.40268456375838924,0.0,0.0,0.0,0.40268456375838924,0.0,0.0,0.0
2019-04-28,0.37583892617449666,0.0,0.0,0.0,0.7785234899328859,0.0,0.0,0.0
2019-05-05,0.6644295302013423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,0.19463087248322147,0.0,0.0,0.0,0.38926174496644295,0.0,0.0,0.0
2019-05-19,0.2080536912751678,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2019-05-26,0.0,0.0,0.0,0.0,0.3959731543624161,0.0,0.0,0.0
2019-06-02,0.18120805369127516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,0.0,0.0,0.0,0.0,0.18120805369127516,0.0,0.0,0.0
2019-06-16,0.0,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
2019-06-23,0.40268456375838924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-30,0.40268456375838924,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
2019-07-07,0.40268456375838924,0.0,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
2019-07-14,0.31543624161073824,0.0,0.0,0.0,0.40939597315436244,0.0,0.0,0.0
2019-07-21,0.2080536912751678,0.0,0.0,0.0,0.4161073825503356,0.0,0.0,0.0
2019-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-04,0.2214765100671141,0.0,0.0,0.0,0.6375838926174496,0.0,0.0,0.0
2019-08-11,0.0,0.0,0.0,0.0,0.2080536912751678,0.0,0.0,0.0
2019-08-18,0.2080536912751678,0.0,0.0,0.0,0.4161073825503356,0.0,0.0,0.0
2019-08-25,0.4899328859060403,0.0,0.0,0.0,0.19463087248322147,0.0,0.0,0.0
