date,mariage traiteur,vegan mariage ,poisson mariage ,buffet mariage,gateau mariage,mariage champagne,viande mariage ,mariage cocktail
2019-09-01,0.19463087248322147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-08,0.38926174496644295,0.0,0.0,0.0,0.18791946308724833,0.0,0.0,0.0
2019-09-15,0.18791946308724833,0.0,0.0,0.0,0.18791946308724833,0.0,0.0,0.0
2019-09-22,0.5302013422818792,0.0,0.0,0.0,0.18791946308724833,0.0,0.0,0.0
2019-09-29,0.18791946308724833,0.0,0.0,0.0,0.174496644295302,0.0,0.0,0.0
2019-10-06,0.18120805369127516,0.0,0.0,0.0,0.37583892617449666,0.0,0.0,0.0
2019-10-13,0.0,0.0,0.0,0.0,0.3691275167785235,0.0,0.0,0.0
2019-10-20,0.18120805369127516,0.0,0.0,0.0,0.18791946308724833,0.0,0.0,0.0
2019-10-27,0.348993288590604,0.0,0.0,0.0,0.26174496644295303,0.0,0.0,0.0
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-10,0.18791946308724833,0.0,0.0,0.0,0.16778523489932887,0.0,0.0,0.0
2019-11-17,0.3624161073825503,0.0,0.0,0.0,0.174496644295302,0.0,0.0,0.0
2019-11-24,0.18120805369127516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.35570469798657717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-08,0.16778523489932887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-15,0.19463087248322147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-22,0.18120805369127516,0.0,0.0,0.0,0.3825503355704698,0.0,0.0,0.0
2019-12-29,0.35570469798657717,0.0,0.0,0.0,0.18120805369127516,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.1610738255033557,0.0,0.0,0.0
2020-01-12,0.174496644295302,0.0,0.0,0.0,0.1610738255033557,0.0,0.0,0.0
2020-01-19,0.35570469798657717,0.0,0.0,0.0,0.18791946308724833,0.0,0.0,0.0
2020-01-26,0.2483221476510067,0.0,0.0,0.0,0.5906040268456376,0.0,0.0,0.0
2020-02-02,0.4429530201342282,0.0,0.0,0.0,0.16778523489932887,0.0,0.0,0.0
2020-02-09,0.4966442953020134,0.0,0.0,0.0,0.3288590604026846,0.0,0.0,0.0
2020-02-16,0.3624161073825503,0.0,0.0,0.0,0.348993288590604,0.0,0.0,0.0
2020-02-23,0.348993288590604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.1610738255033557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.3422818791946309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,0.1476510067114094,0.0,0.0,0.0
2020-03-22,0.1342281879194631,0.0,0.0,0.0,0.1342281879194631,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.0,0.0,0.1342281879194631,0.0,0.0,0.0
2020-04-05,0.14093959731543623,0.0,0.0,0.0,0.1476510067114094,0.0,0.0,0.0
2020-04-12,0.436241610738255,0.0,0.0,0.0,0.15436241610738255,0.0,0.0,0.0
2020-04-19,0.2953020134228188,0.0,0.0,0.0,0.2953020134228188,0.0,0.0,0.0
2020-04-26,0.28187919463087246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
