date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2019-11-03,17,0,43,0,0,False,17,0,0,17,False
2019-11-10,50,0,17,0,0,False,50,0,0,17,False
2019-11-17,16,0,17,0,16,False,16,0,0,33,False
2019-11-24,33,0,49,0,0,False,33,16,0,16,False
2019-12-01,49,0,33,0,0,False,49,16,0,0,False
2019-12-08,0,0,17,0,0,False,0,17,0,0,False
2019-12-15,25,0,25,0,0,False,25,0,0,16,False
2019-12-22,37,0,18,0,0,False,37,0,0,0,False
2019-12-29,35,0,26,0,0,False,35,0,0,35,False
2020-01-05,24,0,16,0,16,False,24,16,0,24,False
2020-01-12,0,0,16,0,16,False,0,0,0,23,False
2020-01-19,32,0,16,0,0,False,32,16,0,32,False
2020-01-26,48,0,16,0,0,False,48,0,0,24,False
2020-02-02,32,0,48,0,16,False,32,16,0,24,False
2020-02-09,16,0,24,0,0,False,16,0,0,32,False
2020-02-16,24,0,24,0,16,False,24,16,0,24,False
2020-02-23,46,0,46,0,15,False,46,0,0,46,False
2020-03-01,15,0,38,0,15,False,15,0,0,30,False
2020-03-08,15,0,23,0,15,False,15,0,0,15,False
2020-03-15,0,0,0,0,0,False,0,0,0,0,False
2020-03-22,13,0,13,0,0,False,13,0,0,13,False
2020-03-29,13,0,0,0,0,False,13,0,0,0,False
2020-04-05,27,0,0,0,0,False,27,14,0,40,False
2020-04-12,14,0,14,0,0,False,14,0,0,0,False
2020-04-19,27,0,13,0,0,False,27,0,0,13,False
2020-04-26,13,0,0,0,0,False,13,0,0,13,False
2020-05-03,100,0,0,0,100,True,100,0,0,0,True
