date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-01-07,20,0,0,0,0,False,23,0,0,23,False
2018-01-14,49,0,29,0,0,False,69,0,0,0,False
2018-01-21,0,0,0,0,20,False,0,0,0,69,False
2018-01-28,79,0,39,0,19,False,0,0,0,0,False
2018-02-04,19,0,19,0,0,False,23,0,0,0,False
2018-02-11,20,0,20,0,0,False,23,0,0,23,False
2018-02-18,20,0,20,0,0,False,0,0,0,0,False
2018-02-25,20,0,0,0,0,False,0,0,0,24,False
2018-03-04,31,0,41,0,20,False,24,0,0,24,False
2018-03-11,40,0,40,0,0,False,71,0,0,24,False
2018-03-18,41,0,21,0,0,False,47,0,0,0,False
2018-03-25,41,0,41,0,20,False,48,0,0,24,False
2018-04-01,0,0,20,0,0,False,0,0,0,24,False
2018-04-08,0,0,20,0,0,False,0,0,0,47,False
2018-04-15,42,0,21,0,0,False,0,0,0,25,False
2018-04-22,0,0,20,0,0,False,0,0,0,0,False
2018-04-29,21,0,21,0,0,False,25,0,0,51,False
2018-05-06,44,0,22,0,44,False,52,0,0,26,False
2018-05-13,41,0,62,0,0,False,49,0,0,0,False
2018-05-20,41,0,52,0,0,False,49,0,0,49,False
2018-05-27,20,0,20,0,20,False,0,0,0,0,False
2018-06-03,20,0,0,0,0,False,23,0,0,0,False
2018-06-10,57,0,19,0,0,False,22,0,0,23,False
2018-06-17,61,0,0,0,0,False,48,0,0,24,False
2018-06-24,0,0,31,0,0,False,0,0,0,0,False
2018-07-01,19,0,30,0,0,False,0,0,0,24,False
2018-07-08,31,0,0,0,0,False,48,0,0,0,False
2018-07-15,0,0,22,0,0,False,0,0,0,0,False
2018-07-22,22,0,22,0,0,False,26,0,0,77,False
2018-07-29,22,0,22,0,0,False,0,0,0,25,False
2018-08-05,22,0,33,0,0,False,26,0,0,26,False
2018-08-12,22,0,22,0,0,False,26,0,0,26,False
2018-08-19,22,0,0,0,0,False,25,0,0,0,False
2018-08-26,42,0,0,0,0,False,49,0,0,24,False
2018-09-02,63,0,0,0,0,False,74,0,0,0,False
2018-09-09,42,0,31,0,21,False,49,0,0,0,False
2018-09-16,61,0,21,0,0,False,72,0,0,24,False
2018-09-23,21,0,61,0,20,False,0,0,0,24,False
2018-09-30,21,0,0,0,21,False,24,0,0,0,False
2018-10-07,21,0,84,0,21,False,25,0,0,0,False
2018-10-14,21,0,0,0,21,False,0,0,0,0,False
2018-10-21,0,0,21,0,21,False,0,0,0,25,False
2018-10-28,21,0,0,0,0,False,0,0,0,0,False
2018-11-04,79,0,0,0,0,False,70,0,0,0,False
2018-11-11,19,0,38,0,0,False,23,0,0,0,False
2018-11-18,19,0,0,0,0,False,22,0,0,0,False
2018-11-25,0,0,0,0,0,False,0,0,0,22,False
2018-12-02,19,0,0,0,0,False,22,0,0,22,False
2018-12-09,19,0,19,0,0,False,22,0,0,0,False
2018-12-16,20,0,20,0,0,False,0,0,0,0,False
2018-12-23,22,0,22,0,22,False,26,0,0,0,False
2018-12-30,41,0,0,0,0,False,49,0,0,24,False
2019-01-06,28,0,0,0,0,False,45,0,0,0,False
2019-01-13,19,0,0,0,0,False,0,0,0,22,False
2019-01-20,28,0,19,0,19,False,44,0,0,0,False
2019-01-27,19,0,18,0,19,False,0,0,0,0,False
2019-02-03,19,0,0,0,0,False,0,0,0,45,False
2019-02-10,40,0,20,0,0,False,71,0,0,48,False
2019-02-17,30,0,20,0,20,False,48,0,0,0,False
2019-02-24,48,0,0,0,0,False,68,0,0,0,False
2019-03-03,19,0,19,0,0,False,0,0,0,22,False
2019-03-10,39,0,39,0,0,False,46,0,0,0,False
2019-03-17,20,0,0,0,0,False,0,0,0,48,False
2019-03-24,20,0,20,0,0,False,23,0,0,23,False
2019-03-31,20,0,0,0,0,False,0,0,0,71,False
2019-04-07,43,0,0,0,0,False,50,0,0,0,False
2019-04-14,85,0,21,0,21,False,0,0,0,0,False
2019-04-21,80,0,30,0,20,False,0,0,0,0,False
2019-04-28,20,0,29,0,0,False,0,0,0,0,False
2019-05-05,19,0,0,0,0,False,0,0,0,0,False
2019-05-12,40,0,50,0,0,False,0,0,0,0,False
2019-05-19,20,0,40,0,0,False,0,0,0,0,False
2019-05-26,20,0,20,0,0,False,0,0,0,48,False
2019-06-02,55,0,0,0,19,False,65,0,0,0,False
2019-06-09,48,0,38,0,19,False,92,0,0,23,False
2019-06-16,80,0,20,0,0,False,0,0,0,24,False
2019-06-23,19,0,0,0,0,False,0,0,0,0,False
2019-06-30,60,0,0,0,0,False,0,0,0,0,False
2019-07-07,39,0,0,0,19,False,69,0,0,23,False
2019-07-14,40,0,20,0,0,False,70,0,0,23,False
2019-07-21,20,0,20,0,20,False,0,0,0,24,False
2019-07-28,32,0,0,0,21,False,25,0,0,0,False
2019-08-04,41,0,21,0,0,False,24,0,0,24,False
2019-08-11,20,0,20,0,0,False,23,0,0,23,False
2019-08-18,41,0,20,0,0,False,48,0,0,0,False
2019-08-25,38,0,0,0,0,False,45,0,0,23,False
2019-09-01,19,0,19,0,0,False,23,0,0,0,False
2019-09-08,0,0,19,0,0,False,0,0,0,0,False
2019-09-15,19,0,0,0,0,False,0,0,0,0,False
2019-09-22,36,0,0,0,0,False,43,0,0,0,False
2019-09-29,18,0,18,0,0,False,21,0,0,0,False
2019-10-06,18,0,37,0,0,False,22,0,0,0,False
2019-10-13,36,0,0,0,0,False,42,0,0,0,False
2019-10-20,18,0,36,0,0,False,0,0,0,0,False
2019-10-27,18,0,18,0,18,False,0,0,0,0,False
2019-11-03,17,0,0,0,0,False,21,0,0,41,False
2019-11-10,35,0,18,0,0,False,41,0,0,21,False
2019-11-17,0,0,18,0,18,False,0,0,0,42,False
2019-11-24,17,0,0,0,0,False,20,0,0,0,False
2019-12-01,17,0,18,0,0,False,21,0,0,0,False
2019-12-08,26,0,17,0,0,False,41,0,0,0,False
2019-12-15,52,0,0,0,17,False,62,0,0,21,False
2019-12-22,39,0,20,0,0,False,0,0,0,0,False
2019-12-29,28,0,19,0,0,False,22,0,0,44,False
2020-01-05,17,0,17,0,0,False,20,0,0,0,False
2020-01-12,16,0,0,0,0,False,19,0,0,19,False
2020-01-19,35,0,0,0,0,False,0,0,0,21,False
2020-01-26,33,0,0,0,0,False,39,0,0,20,False
2020-02-02,17,0,17,0,0,False,20,0,0,0,False
2020-02-09,85,0,0,0,17,False,100,0,0,40,False
2020-02-16,0,0,0,0,17,False,0,0,0,21,False
2020-02-23,25,0,34,0,17,False,20,0,0,20,False
2020-03-01,80,0,0,0,0,False,95,0,0,0,False
2020-03-08,16,0,16,0,0,False,19,0,0,38,False
2020-03-15,14,0,14,0,0,False,17,0,0,0,False
2020-03-22,14,0,14,0,0,False,0,0,0,16,False
2020-03-29,14,0,14,0,0,False,16,0,0,16,False
2020-04-05,21,0,0,0,0,False,32,0,0,0,False
2020-04-12,14,0,14,0,14,False,17,0,0,0,False
2020-04-19,14,0,14,0,14,False,17,0,0,17,False
2020-04-26,39,0,26,0,13,False,15,0,0,31,False
2020-05-03,100,0,0,0,0,True,0,0,0,0,True
