date,buffet mariage,gateau mariage,mariage champagne,mariage cocktail,mariage traiteur,poisson mariage ,vegan mariage ,viande mariage 
2018-01-07,0.1203288490284006,0.22242152466367712,0.0,0.12233183856502243,0.34475336322869954,0.0,0.0,0.0
2018-01-14,0.1203288490284006,0.1203288490284006,0.0,0.05931240657698057,0.3336322869955157,0.0,0.0,0.0
2018-01-21,0.1203288490284006,0.2406576980568012,0.0,0.0,0.05931240657698057,0.0,0.0,0.0
2018-01-28,0.0,0.3704035874439462,0.0,0.0,0.467085201793722,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.06301943198804186,0.06301943198804186,0.0,0.0,0.0
2018-02-11,0.12514200298953662,0.12514200298953662,0.0,0.06301943198804186,0.22983557548579972,0.0,0.0,0.0
2018-02-18,0.0,0.4875336322869955,0.0,0.06301943198804186,0.3002690582959641,0.0,0.0,0.0
2018-02-25,0.0,0.34756352765321374,0.0,0.06301943198804186,0.6190732436472347,0.0,0.0,0.0
2018-03-04,0.0,0.0,0.0,0.05931240657698057,0.0,0.0,0.0,0.0
2018-03-11,0.12514200298953662,0.18289985052316887,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-18,0.12514200298953662,0.0,0.0,0.0,0.181644245142003,0.0,0.0,0.0
2018-03-25,0.0,0.1203288490284006,0.0,0.37070254110612855,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.38594917787742905,0.0,0.06672645739910314,0.24837070254110613,0.0,0.0,0.0
2018-04-08,0.0,0.1877130044843049,0.0,0.18905829596412557,0.22983557548579972,0.0,0.0,0.0
2018-04-15,0.0,0.13476831091180866,0.0,0.0,0.6301943198804185,0.0,0.0,0.0
2018-04-22,0.0,0.22242152466367712,0.0,0.0,0.05931240657698057,0.0,0.0,0.0
2018-04-29,0.11551569506726457,0.0,0.0,0.05931240657698057,0.29656203288490285,0.0,0.0,0.0
2018-05-06,0.1203288490284006,0.1203288490284006,0.0,0.05931240657698057,0.45967115097159944,0.0,0.0,0.0
2018-05-13,0.0,0.37150971599402094,0.0,0.12233183856502243,0.18535127055306427,0.0,0.0,0.0
2018-05-20,0.0,1.0,0.0,0.311390134529148,0.12603886397608371,0.0,0.0,0.0
2018-05-27,0.0,0.17808669656203288,0.0,0.0,0.29656203288490285,0.0,0.0,0.0
2018-06-03,0.1203288490284006,0.5826008968609866,0.0,0.05931240657698057,0.12233183856502243,0.0,0.0,0.0
2018-06-10,0.11070254110612855,0.0,0.0,0.05560538116591928,0.4114798206278027,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.311390134529148,0.0,0.0,0.0
2018-06-24,0.0,0.2574887892376682,0.0,0.0,0.32621823617339313,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.05931240657698057,0.181644245142003,0.0,0.0,0.0
2018-07-08,0.11551569506726457,0.11551569506726457,0.0,0.05931240657698057,0.25949177877428997,0.0,0.0,0.0
2018-07-15,0.1203288490284006,0.376711509715994,0.0,0.05931240657698057,0.32621823617339313,0.0,0.0,0.0
2018-07-22,0.0,0.17808669656203288,0.0,0.11862481315396115,0.648729446935725,0.0,0.0,0.0
2018-07-29,0.0,0.11551569506726457,0.0,0.0,0.25207772795216743,0.0,0.0,0.0
2018-08-05,0.11070254110612855,0.0,0.0,0.0,0.42260089686098656,0.0,0.0,0.0
2018-08-12,0.11070254110612855,0.13715994020926756,0.0,0.05560538116591928,0.3076831091180867,0.0,0.0,0.0
2018-08-19,0.0,0.23584454409566513,0.0,0.0,0.25207772795216743,0.0,0.0,0.0
2018-08-26,0.1203288490284006,0.0,0.0,0.05931240657698057,0.4893273542600897,0.0,0.0,0.0
2018-09-02,0.0,0.0,0.0,0.1779372197309417,0.7080418535127055,0.0,0.0,0.0
2018-09-09,0.0,0.11551569506726457,0.0,0.0,0.389237668161435,0.0,0.0,0.0
2018-09-16,0.1203288490284006,0.2500747384155456,0.0,0.0,0.5078624813153961,0.0,0.0,0.0
2018-09-23,0.0,0.24547085201793722,0.0,0.06301943198804186,0.8526158445440957,0.0,0.0,0.0
2018-09-30,0.1203288490284006,0.26690582959641257,0.0,0.0,0.6635575485799701,0.0,0.0,0.0
2018-10-07,0.0,0.5171898355754858,0.0,0.0,0.18535127055306427,0.0,0.0,0.0
2018-10-14,0.0,0.12514200298953662,0.0,0.06301943198804186,0.12233183856502243,0.0,0.0,0.0
2018-10-21,0.0,0.12514200298953662,0.0,0.0,0.45225710014947684,0.0,0.0,0.0
2018-10-28,0.0,0.1203288490284006,0.0,0.0,0.17423019431988043,0.0,0.0,0.0
2018-11-04,0.1203288490284006,0.1203288490284006,0.0,0.0,0.11491778774289986,0.0,0.0,0.0
2018-11-11,0.1203288490284006,0.1203288490284006,0.0,0.0,0.12603886397608371,0.0,0.0,0.0
2018-11-18,0.0,0.1203288490284006,0.0,0.0,0.4819133034379671,0.0,0.0,0.0
