date,mariage traiteur,vegan mariage ,poisson mariage ,buffet mariage,gateau mariage,mariage champagne,viande mariage ,mariage cocktail
2018-01-07,0.21014492753623187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-21,0.2028985507246377,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2018-01-28,0.2028985507246377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2018-02-11,0.21014492753623187,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2018-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-25,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-04,0.0,0.0,0.0,0.0,0.2463768115942029,0.0,0.0,0.0
2018-03-11,0.0,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2018-03-25,0.42028985507246375,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.2536231884057971,0.0,0.0,0.0
2018-04-08,0.0,0.0,0.0,0.0,0.2536231884057971,0.0,0.0,0.0
2018-04-15,0.7898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22,0.0,0.0,0.0,0.0,0.2391304347826087,0.0,0.0,0.0
2018-04-29,0.463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,0.4927536231884058,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2018-05-20,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-03,0.5869565217391305,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2018-06-10,0.21014492753623187,0.0,0.0,0.0,0.7246376811594203,0.0,0.0,0.0
2018-06-17,0.2246376811594203,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2018-06-24,0.2246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.6739130434782609,0.0,0.0,0.0
2018-07-08,0.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-22,0.5217391304347826,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
2018-07-29,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
2018-08-05,0.0,0.0,0.0,0.0,0.2391304347826087,0.0,0.0,0.0
2018-08-12,0.5144927536231884,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-19,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2018-09-02,0.2246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-16,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2018-09-23,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-30,0.7101449275362319,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2018-10-07,0.2536231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-21,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2018-10-28,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0
2018-11-04,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-25,0.0,0.0,0.0,0.0,0.4927536231884058,0.0,0.0,0.0
2018-12-02,0.2463768115942029,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2018-12-09,0.2536231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,0.2536231884057971,0.0,0.0,0.0,0.2536231884057971,0.0,0.0,0.0
2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-30,0.38405797101449274,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
2019-01-06,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-13,0.45652173913043476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-20,0.2028985507246377,0.0,0.0,0.0,0.47101449275362317,0.0,0.0,0.0
2019-01-27,0.2318840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-10,0.21014492753623187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-03,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-10,0.2463768115942029,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2019-03-17,0.2536231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-24,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2019-03-31,0.21739130434782608,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2019-04-07,0.2463768115942029,0.0,0.0,0.0,0.463768115942029,0.0,0.0,0.0
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,0.21739130434782608,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2019-04-28,0.0,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2019-05-05,0.2318840579710145,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0
2019-05-12,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-19,0.2463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2019-06-02,0.2318840579710145,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2019-06-09,0.2318840579710145,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0
2019-06-16,0.21739130434782608,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2019-06-23,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,0.2463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,0.2246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-04,0.0,0.0,0.0,0.0,0.4927536231884058,0.0,0.0,0.0
2019-08-11,0.2246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-18,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2019-08-25,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-15,0.2391304347826087,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2019-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-29,0.2246376811594203,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2019-10-06,0.2028985507246377,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0
2019-10-13,0.6594202898550725,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2019-10-20,0.2028985507246377,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2019-10-27,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-03,0.1956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-17,0.42028985507246375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-24,0.6231884057971014,0.0,0.0,0.0,0.18840579710144928,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-08,0.18840579710144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-15,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,0.0
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,0.1956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.4057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.21014492753623187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.5942028985507246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2020-02-02,0.427536231884058,0.0,0.0,0.0,0.18115942028985507,0.0,0.0,0.0
2020-02-09,0.18115942028985507,0.0,0.0,0.0,0.18115942028985507,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.18115942028985507,0.0,0.0,0.0
2020-02-23,0.38405797101449274,0.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.2028985507246377,0.0,0.0,0.0
2020-03-15,0.18840579710144928,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0
2020-04-26,0.3188405797101449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
