,geoName,Cours guitare
3,Brittany,82.5
5,Centre-Val de Loire,83.75
7,Corsica,100.0
15,Pays de la Loire,86.25
18,Provence-Alpes-Côte d'Azur,77.5
21,Île-de-France,66.25
22,Grand-est,47.91666666666667
23,Hauts-de-france,50.0
24,Normandie,96.875
25,Bourgogne-Franche-Comté,51.87500000000001
26,Nouvelle-Aquitaine,90.83333333333334
27,Occitanie,80.625
28,Auvergne-Rhône-Alpes,68.125
