date,moustiquaire
2018-01-07,0.07165109034267912
2018-01-14,0.018691588785046728
2018-01-21,0.018691588785046728
2018-01-28,0.024922118380062305
2018-02-04,0.08099688473520249
2018-02-11,0.03426791277258567
2018-02-18,0.059190031152647975
2018-02-25,0.059190031152647975
2018-03-04,0.03426791277258567
2018-03-11,0.14018691588785046
2018-03-18,0.0778816199376947
2018-03-25,0.07476635514018691
2018-04-01,0.13395638629283488
2018-04-08,0.17133956386292834
2018-04-15,0.4423676012461059
2018-04-22,0.27102803738317754
2018-04-29,0.2772585669781931
2018-05-06,0.29283489096573206
2018-05-13,0.12149532710280374
2018-05-20,0.4143302180685358
2018-05-27,0.32398753894080995
2018-06-03,0.3426791277258567
2018-06-10,0.3333333333333333
2018-06-17,0.3987538940809969
2018-06-24,0.6230529595015576
2018-07-01,0.7009345794392523
2018-07-08,0.46417445482866043
2018-07-15,0.3582554517133956
2018-07-22,0.4797507788161994
2018-07-29,0.42990654205607476
2018-08-05,0.3052959501557632
2018-08-12,0.13395638629283488
2018-08-19,0.17757009345794392
2018-08-26,0.09034267912772585
2018-09-02,0.1059190031152648
2018-09-09,0.11838006230529595
2018-09-16,0.13395638629283488
2018-09-23,0.07476635514018691
2018-09-30,0.0778816199376947
2018-10-07,0.11214953271028037
2018-10-14,0.11214953271028037
2018-10-21,0.0529595015576324
2018-10-28,0.06853582554517133
2018-11-04,0.0529595015576324
2018-11-11,0.0529595015576324
2018-11-18,0.037383177570093455
2018-11-25,0.04672897196261682
2018-12-02,0.08722741433021806
2018-12-09,0.009345794392523364
2018-12-16,0.0529595015576324
2018-12-23,0.09657320872274143
2018-12-30,0.009345794392523364
2019-01-06,0.0778816199376947
2019-01-13,0.1059190031152648
2019-01-20,0.07476635514018691
2019-01-27,0.10903426791277258
2019-02-03,0.04672897196261682
2019-02-10,0.12461059190031153
2019-02-17,0.09968847352024922
2019-02-24,0.11526479750778816
2019-03-03,0.16822429906542055
2019-03-10,0.1277258566978193
2019-03-17,0.2118380062305296
2019-03-24,0.1557632398753894
2019-03-31,0.13395638629283488
2019-04-07,0.1806853582554517
2019-04-14,0.2554517133956386
2019-04-21,0.2367601246105919
2019-04-28,0.19626168224299065
2019-05-05,0.13707165109034267
2019-05-12,0.20249221183800623
2019-05-19,0.24922118380062305
2019-05-26,0.22741433021806853
2019-06-02,0.4174454828660436
2019-06-09,0.2803738317757009
2019-06-16,0.4423676012461059
2019-06-23,0.8504672897196262
2019-06-30,0.5856697819314641
2019-07-07,0.5389408099688473
2019-07-14,0.40186915887850466
2019-07-21,0.4174454828660436
2019-07-28,0.27102803738317754
2019-08-04,0.21806853582554517
2019-08-11,0.205607476635514
2019-08-18,0.12461059190031153
2019-08-25,0.20249221183800623
2019-09-01,0.07476635514018691
2019-09-08,0.07165109034267912
2019-09-15,0.06853582554517133
2019-09-22,0.08722741433021806
2019-09-29,0.056074766355140186
2019-10-06,0.12461059190031153
2019-10-13,0.04672897196261682
2019-10-20,0.10903426791277258
2019-10-27,0.07165109034267912
2019-11-03,0.09345794392523364
2019-11-10,0.009345794392523364
2019-11-17,0.059190031152647975
2019-11-24,0.06542056074766354
2019-12-01,0.09968847352024922
2019-12-08,0.06853582554517133
2019-12-15,0.04361370716510903
2019-12-22,0.01557632398753894
2019-12-29,0.0529595015576324
2020-01-05,0.11214953271028037
2020-01-12,0.07165109034267912
2020-01-19,0.07165109034267912
2020-01-26,0.12461059190031153
2020-02-02,0.0529595015576324
2020-02-09,0.09345794392523364
2020-02-16,0.16199376947040497
2020-02-23,0.059190031152647975
2020-03-01,0.17445482866043613
2020-03-08,0.12149532710280374
2020-03-15,0.037383177570093455
2020-03-22,0.2616822429906542
2020-03-29,0.1526479750778816
2020-04-05,0.29595015576323985
2020-04-12,0.38317757009345793
2020-04-19,0.3333333333333333
2020-04-26,0.3364485981308411
2020-05-03,0.8442367601246106
2020-05-10,0.45482866043613707
2020-05-17,0.8847352024922118
2020-05-24,1.0
2020-05-31,0.8504672897196262
2020-06-07,0.2523364485981308
2020-06-14,0.2897196261682243
2020-06-21,0.7133956386292835
