date,Hausbau,isPartial
2018-01-07,74,False
2018-01-14,49,False
2018-01-21,76,False
2018-01-28,95,False
2018-02-04,72,False
2018-02-11,64,False
2018-02-18,100,False
2018-02-25,53,False
2018-03-04,49,False
2018-03-11,78,False
2018-03-18,49,False
2018-03-25,38,False
2018-04-01,53,False
2018-04-08,87,False
2018-04-15,46,False
2018-04-22,66,False
2018-04-29,28,False
2018-05-06,51,False
2018-05-13,77,False
2018-05-20,63,False
2018-05-27,61,False
2018-06-03,36,False
2018-06-10,43,False
2018-06-17,56,False
2018-06-24,31,False
2018-07-01,23,False
2018-07-08,68,False
2018-07-15,43,False
2018-07-22,97,False
2018-07-29,37,False
2018-08-05,39,False
2018-08-12,51,False
2018-08-19,51,False
2018-08-26,48,False
2018-09-02,31,False
2018-09-09,70,False
2018-09-16,67,False
2018-09-23,27,False
2018-09-30,44,False
2018-10-07,60,False
2018-10-14,49,False
2018-10-21,34,False
2018-10-28,67,False
2018-11-04,50,False
2018-11-11,55,False
2018-11-18,37,False
2018-11-25,38,False
2018-12-02,34,False
2018-12-09,55,False
2018-12-16,39,False
2018-12-23,34,False
2018-12-30,66,False
2019-01-06,53,False
2019-01-13,44,False
2019-01-20,75,False
2019-01-27,48,False
2019-02-03,37,False
2019-02-10,57,False
2019-02-17,70,False
2019-02-24,73,False
2019-03-03,65,False
2019-03-10,57,False
2019-03-17,47,False
2019-03-24,46,False
2019-03-31,17,False
2019-04-07,59,False
2019-04-14,27,False
2019-04-21,31,False
2019-04-28,67,False
2019-05-05,61,False
2019-05-12,25,False
2019-05-19,53,False
2019-05-26,30,False
2019-06-02,50,False
2019-06-09,54,False
2019-06-16,45,False
2019-06-23,51,False
2019-06-30,33,False
2019-07-07,55,False
2019-07-14,67,False
2019-07-21,51,False
2019-07-28,48,False
2019-08-04,53,False
2019-08-11,43,False
2019-08-18,59,False
2019-08-25,37,False
2019-09-01,60,False
2019-09-08,71,False
2019-09-15,63,False
2019-09-22,45,False
2019-09-29,28,False
2019-10-06,32,False
2019-10-13,38,False
2019-10-20,25,False
2019-10-27,27,False
2019-11-03,45,False
2019-11-10,39,False
2019-11-17,73,False
2019-11-24,49,False
2019-12-01,31,False
2019-12-08,23,False
2019-12-15,55,False
2019-12-22,39,False
2019-12-29,61,False
2020-01-05,66,False
2020-01-12,39,False
2020-01-19,59,False
2020-01-26,54,False
2020-02-02,79,False
2020-02-09,60,False
2020-02-16,45,False
2020-02-23,50,False
2020-03-01,38,False
2020-03-08,34,False
2020-03-15,43,False
2020-03-22,42,False
2020-03-29,54,False
2020-04-05,29,False
2020-04-12,38,False
2020-04-19,44,False
2020-04-26,66,False
2020-05-03,50,False
2020-05-10,60,False
