date,guitare débutant
2018-01-07,0.717741935483871
2018-01-14,0.5161290322580645
2018-01-21,0.6129032258064516
2018-01-28,0.2661290322580645
2018-02-04,0.0
2018-02-11,0.2661290322580645
2018-02-18,0.2661290322580645
2018-02-25,0.25
2018-03-04,0.25806451612903225
2018-03-11,0.25806451612903225
2018-03-18,0.0
2018-03-25,0.6451612903225806
2018-04-01,0.5483870967741935
2018-04-08,0.27419354838709675
2018-04-15,0.3064516129032258
2018-04-22,0.4112903225806452
2018-04-29,0.0
2018-05-06,0.3870967741935484
2018-05-13,0.6451612903225806
2018-05-20,0.5645161290322581
2018-05-27,0.8064516129032258
2018-06-03,0.27419354838709675
2018-06-10,0.2661290322580645
2018-06-17,0.3951612903225806
2018-06-24,0.5483870967741935
2018-07-01,0.27419354838709675
2018-07-08,0.0
2018-07-15,0.5887096774193549
2018-07-22,0.2903225806451613
2018-07-29,0.29838709677419356
2018-08-05,0.3064516129032258
2018-08-12,0.3064516129032258
2018-08-19,0.29838709677419356
2018-08-26,0.28225806451612906
2018-09-02,0.27419354838709675
2018-09-09,0.28225806451612906
2018-09-16,0.5645161290322581
2018-09-23,0.3870967741935484
2018-09-30,0.0
2018-10-07,0.27419354838709675
2018-10-14,0.0
2018-10-21,0.6774193548387096
2018-10-28,0.5645161290322581
2018-11-04,0.27419354838709675
2018-11-11,0.5483870967741935
2018-11-18,0.2661290322580645
2018-11-25,0.5403225806451613
2018-12-02,0.0
2018-12-09,0.6451612903225806
2018-12-16,0.28225806451612906
2018-12-23,0.0
2018-12-30,0.6612903225806451
2019-01-06,0.2661290322580645
2019-01-13,0.2661290322580645
2019-01-20,0.25806451612903225
2019-01-27,0.6854838709677419
2019-02-03,0.25806451612903225
2019-02-10,0.2661290322580645
2019-02-17,0.27419354838709675
2019-02-24,0.2661290322580645
2019-03-03,0.25806451612903225
2019-03-10,0.25806451612903225
2019-03-17,0.6451612903225806
2019-03-24,0.25806451612903225
2019-03-31,0.6209677419354839
2019-04-07,0.25
2019-04-14,0.25806451612903225
2019-04-21,0.3709677419354839
2019-04-28,0.25
2019-05-05,0.6854838709677419
2019-05-12,0.5
2019-05-19,0.5
2019-05-26,0.2661290322580645
2019-06-02,0.25
2019-06-09,0.24193548387096775
2019-06-16,0.3790322580645161
2019-06-23,0.25
2019-06-30,0.6129032258064516
2019-07-07,0.5
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.532258064516129
2019-08-04,0.2661290322580645
2019-08-11,0.3790322580645161
2019-08-18,0.6693548387096774
2019-08-25,0.8064516129032258
2019-09-01,0.24193548387096775
2019-09-08,0.24193548387096775
2019-09-15,0.5967741935483871
2019-09-22,0.24193548387096775
2019-09-29,0.3467741935483871
2019-10-06,0.5
2019-10-13,0.0
2019-10-20,0.3629032258064516
2019-10-27,0.23387096774193547
2019-11-03,0.3467741935483871
2019-11-10,0.23387096774193547
2019-11-17,0.23387096774193547
2019-11-24,0.0
2019-12-01,0.5483870967741935
2019-12-08,0.22580645161290322
2019-12-15,0.5645161290322581
2019-12-22,0.8387096774193549
2019-12-29,0.3225806451612903
2020-01-05,0.3064516129032258
2020-01-12,0.532258064516129
2020-01-19,0.3387096774193548
2020-01-26,0.21774193548387097
2020-02-02,0.0
2020-02-09,0.21774193548387097
2020-02-16,0.20967741935483872
2020-02-23,0.20967741935483872
2020-03-01,0.20967741935483872
2020-03-08,0.31451612903225806
2020-03-15,0.46774193548387094
2020-03-22,0.6451612903225806
2020-03-29,0.6612903225806451
2020-04-05,0.5967741935483871
2020-04-12,0.33064516129032256
2020-04-19,0.3387096774193548
2020-04-26,0.8145161290322581
2020-05-03,0.3870967741935484
2020-05-10,1.0
2020-05-17,0.7741935483870968
