,geoName,guitare débutant
3,Brittany,81.81818181818183
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,91.91919191919192
18,Provence-Alpes-Côte d'Azur,69.6969696969697
21,Île-de-France,70.70707070707071
22,Grand-est,63.63636363636363
23,Hauts-de-france,86.36363636363636
24,Normandie,69.1919191919192
25,Bourgogne-Franche-Comté,78.78787878787878
26,Nouvelle-Aquitaine,49.158249158249156
27,Occitanie,89.39393939393939
28,Auvergne-Rhône-Alpes,89.39393939393939
