geoName,geoCode,kit jardinage
Brittany,FR-E,79.62962962962963
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,51.85185185185185
Provence-Alpes-Côte d'Azur,FR-U,100.0
Île-de-France,FR-J,90.74074074074075
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,92.5925925925926
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,32.71604938271605
Occitanie,FR-OC,74.07407407407408
Auvergne-Rhône-Alpes,FR-AR,32.407407407407405
