,geoName,psychologie sociale
3,Brittany,44.285714285714285
5,Centre-Val de Loire,78.57142857142857
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,77.14285714285715
21,Île-de-France,98.57142857142858
22,Grand-est,100.0
23,Hauts-de-france,74.28571428571429
24,Normandie,92.14285714285714
25,Bourgogne-Franche-Comté,32.142857142857146
26,Nouvelle-Aquitaine,21.428571428571427
27,Occitanie,76.42857142857142
28,Auvergne-Rhône-Alpes,64.28571428571429
