date,Maurer,isPartial
2018-01-07,49,False
2018-01-14,49,False
2018-01-21,75,False
2018-01-28,60,False
2018-02-04,58,False
2018-02-11,51,False
2018-02-18,78,False
2018-02-25,57,False
2018-03-04,74,False
2018-03-11,89,False
2018-03-18,43,False
2018-03-25,53,False
2018-04-01,58,False
2018-04-08,33,False
2018-04-15,37,False
2018-04-22,63,False
2018-04-29,77,False
2018-05-06,49,False
2018-05-13,43,False
2018-05-20,72,False
2018-05-27,28,False
2018-06-03,84,False
2018-06-10,76,False
2018-06-17,59,False
2018-06-24,37,False
2018-07-01,53,False
2018-07-08,52,False
2018-07-15,66,False
2018-07-22,49,False
2018-07-29,90,False
2018-08-05,42,False
2018-08-12,70,False
2018-08-19,58,False
2018-08-26,58,False
2018-09-02,59,False
2018-09-09,63,False
2018-09-16,83,False
2018-09-23,44,False
2018-09-30,46,False
2018-10-07,62,False
2018-10-14,51,False
2018-10-21,50,False
2018-10-28,53,False
2018-11-04,78,False
2018-11-11,46,False
2018-11-18,51,False
2018-11-25,34,False
2018-12-02,94,False
2018-12-09,61,False
2018-12-16,66,False
2018-12-23,29,False
2018-12-30,38,False
2019-01-06,68,False
2019-01-13,59,False
2019-01-20,81,False
2019-01-27,72,False
2019-02-03,68,False
2019-02-10,63,False
2019-02-17,60,False
2019-02-24,74,False
2019-03-03,85,False
2019-03-10,82,False
2019-03-17,90,False
2019-03-24,60,False
2019-03-31,49,False
2019-04-07,82,False
2019-04-14,39,False
2019-04-21,90,False
2019-04-28,49,False
2019-05-05,71,False
2019-05-12,83,False
2019-05-19,59,False
2019-05-26,52,False
2019-06-02,59,False
2019-06-09,71,False
2019-06-16,64,False
2019-06-23,61,False
2019-06-30,46,False
2019-07-07,57,False
2019-07-14,71,False
2019-07-21,77,False
2019-07-28,100,False
2019-08-04,53,False
2019-08-11,65,False
2019-08-18,77,False
2019-08-25,80,False
2019-09-01,62,False
2019-09-08,52,False
2019-09-15,56,False
2019-09-22,50,False
2019-09-29,67,False
2019-10-06,54,False
2019-10-13,77,False
2019-10-20,53,False
2019-10-27,51,False
2019-11-03,57,False
2019-11-10,82,False
2019-11-17,84,False
2019-11-24,60,False
2019-12-01,28,False
2019-12-08,55,False
2019-12-15,67,False
2019-12-22,41,False
2019-12-29,54,False
2020-01-05,59,False
2020-01-12,70,False
2020-01-19,69,False
2020-01-26,68,False
2020-02-02,57,False
2020-02-09,54,False
2020-02-16,67,False
2020-02-23,69,False
2020-03-01,60,False
2020-03-08,47,False
2020-03-15,48,False
2020-03-22,49,False
2020-03-29,36,False
2020-04-05,39,False
2020-04-12,43,False
2020-04-19,54,False
2020-04-26,66,False
2020-05-03,54,False
2020-05-10,34,False
