date,Einfamilienhaus,isPartial
2018-01-07,35,False
2018-01-14,69,False
2018-01-21,34,False
2018-01-28,70,False
2018-02-04,58,False
2018-02-11,35,False
2018-02-18,76,False
2018-02-25,41,False
2018-03-04,55,False
2018-03-11,52,False
2018-03-18,56,False
2018-03-25,51,False
2018-04-01,51,False
2018-04-08,44,False
2018-04-15,68,False
2018-04-22,76,False
2018-04-29,38,False
2018-05-06,31,False
2018-05-13,45,False
2018-05-20,68,False
2018-05-27,74,False
2018-06-03,44,False
2018-06-10,41,False
2018-06-17,35,False
2018-06-24,32,False
2018-07-01,87,False
2018-07-08,51,False
2018-07-15,68,False
2018-07-22,37,False
2018-07-29,43,False
2018-08-05,27,False
2018-08-12,56,False
2018-08-19,64,False
2018-08-26,36,False
2018-09-02,43,False
2018-09-09,21,False
2018-09-16,78,False
2018-09-23,42,False
2018-09-30,56,False
2018-10-07,44,False
2018-10-14,63,False
2018-10-21,20,False
2018-10-28,70,False
2018-11-04,80,False
2018-11-11,40,False
2018-11-18,51,False
2018-11-25,27,False
2018-12-02,33,False
2018-12-09,34,False
2018-12-16,61,False
2018-12-23,75,False
2018-12-30,54,False
2019-01-06,47,False
2019-01-13,50,False
2019-01-20,93,False
2019-01-27,56,False
2019-02-03,44,False
2019-02-10,100,False
2019-02-17,59,False
2019-02-24,58,False
2019-03-03,19,False
2019-03-10,81,False
2019-03-17,46,False
2019-03-24,46,False
2019-03-31,41,False
2019-04-07,59,False
2019-04-14,42,False
2019-04-21,21,False
2019-04-28,19,False
2019-05-05,57,False
2019-05-12,46,False
2019-05-19,29,False
2019-05-26,27,False
2019-06-02,39,False
2019-06-09,78,False
2019-06-16,39,False
2019-06-23,40,False
2019-06-30,26,False
2019-07-07,40,False
2019-07-14,35,False
2019-07-21,21,False
2019-07-28,41,False
2019-08-04,48,False
2019-08-11,29,False
2019-08-18,59,False
2019-08-25,32,False
2019-09-01,38,False
2019-09-08,39,False
2019-09-15,64,False
2019-09-22,37,False
2019-09-29,50,False
2019-10-06,32,False
2019-10-13,45,False
2019-10-20,27,False
2019-10-27,47,False
2019-11-03,43,False
2019-11-10,41,False
2019-11-17,46,False
2019-11-24,40,False
2019-12-01,35,False
2019-12-08,24,False
2019-12-15,54,False
2019-12-22,28,False
2019-12-29,46,False
2020-01-05,33,False
2020-01-12,32,False
2020-01-19,66,False
2020-01-26,54,False
2020-02-02,49,False
2020-02-09,28,False
2020-02-16,50,False
2020-02-23,33,False
2020-03-01,44,False
2020-03-08,26,False
2020-03-15,75,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,33,False
2020-04-12,67,False
2020-04-19,35,False
2020-04-26,29,False
2020-05-03,51,False
2020-05-10,41,False
