date,gruppo musicale,isPartial
2018-01-07,35,False
2018-01-14,63,False
2018-01-21,0,False
2018-01-28,42,False
2018-02-04,54,False
2018-02-11,42,False
2018-02-18,92,False
2018-02-25,44,False
2018-03-04,51,False
2018-03-11,29,False
2018-03-18,22,False
2018-03-25,32,False
2018-04-01,66,False
2018-04-08,29,False
2018-04-15,44,False
2018-04-22,39,False
2018-04-29,23,False
2018-05-06,38,False
2018-05-13,52,False
2018-05-20,38,False
2018-05-27,39,False
2018-06-03,54,False
2018-06-10,0,False
2018-06-17,14,False
2018-06-24,14,False
2018-07-01,45,False
2018-07-08,37,False
2018-07-15,99,False
2018-07-22,43,False
2018-07-29,100,False
2018-08-05,69,False
2018-08-12,78,False
2018-08-19,72,False
2018-08-26,28,False
2018-09-02,42,False
2018-09-09,15,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,21,False
2018-10-07,15,False
2018-10-14,66,False
2018-10-21,37,False
2018-10-28,29,False
2018-11-04,44,False
2018-11-11,31,False
2018-11-18,53,False
2018-11-25,15,False
2018-12-02,24,False
2018-12-09,23,False
2018-12-16,32,False
2018-12-23,34,False
2018-12-30,60,False
2019-01-06,64,False
2019-01-13,50,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,34,False
2019-02-10,55,False
2019-02-17,35,False
2019-02-24,14,False
2019-03-03,29,False
2019-03-10,42,False
2019-03-17,21,False
2019-03-24,29,False
2019-03-31,49,False
2019-04-07,14,False
2019-04-14,22,False
2019-04-21,61,False
2019-04-28,36,False
2019-05-05,63,False
2019-05-12,41,False
2019-05-19,42,False
2019-05-26,59,False
2019-06-02,28,False
2019-06-09,44,False
2019-06-16,30,False
2019-06-23,29,False
2019-06-30,67,False
2019-07-07,51,False
2019-07-14,57,False
2019-07-21,44,False
2019-07-28,51,False
2019-08-04,57,False
2019-08-11,65,False
2019-08-18,67,False
2019-08-25,46,False
2019-09-01,32,False
2019-09-08,41,False
2019-09-15,47,False
2019-09-22,61,False
2019-09-29,28,False
2019-10-06,41,False
2019-10-13,56,False
2019-10-20,40,False
2019-10-27,62,False
2019-11-03,40,False
2019-11-10,55,False
2019-11-17,56,False
2019-11-24,34,False
2019-12-01,28,False
2019-12-08,14,False
2019-12-15,29,False
2019-12-22,62,False
2019-12-29,52,False
2020-01-05,48,False
2020-01-12,40,False
2020-01-19,33,False
2020-01-26,47,False
2020-02-02,45,False
2020-02-09,61,False
2020-02-16,67,False
2020-02-23,13,False
2020-03-01,44,False
2020-03-08,29,False
2020-03-15,28,False
2020-03-22,37,False
2020-03-29,49,False
2020-04-05,34,False
2020-04-12,35,False
2020-04-19,22,False
2020-04-26,19,True
