,year,month,ticket_geo_region_name,ticket_taxonomy_tag_name,No_of_tickets
3555,2019,5,Sicilia,Installazione pannelli solari,16
3556,2019,5,Sicilia,Installazione piscina,54
3557,2019,5,Sicilia,Installazione tende da sole,33
3558,2019,5,Sicilia,Installazione zanzariera,45
3559,2019,5,Sicilia,Lezioni di inglese,221
3560,2019,5,Sicilia,Personal trainer,222
3561,2019,5,Sicilia,Psicologo,241
3562,2019,5,Sicilia,Riparazione console videogiochi,24
3563,2019,5,Sicilia,Sgombero cantine e soffitte,11
3564,2019,5,Toscana,Aria Condizionata,265
3565,2019,5,Toscana,Cura giardino,98
3566,2019,5,Toscana,Imbianchino,218
3567,2019,5,Toscana,Installazione barbecue,1
3568,2019,5,Toscana,Installazione pannelli solari,22
3569,2019,5,Toscana,Installazione piscina,42
3570,2019,5,Toscana,Installazione tende da sole,34
3571,2019,5,Toscana,Installazione zanzariera,111
3572,2019,5,Toscana,Lezioni di inglese,258
3573,2019,5,Toscana,Personal trainer,344
3574,2019,5,Toscana,Psicologo,229
3575,2019,5,Toscana,Riparazione console videogiochi,20
3576,2019,5,Toscana,Sgombero cantine e soffitte,20
3577,2019,5,Trentino-Alto Adige,Aria Condizionata,44
3578,2019,5,Trentino-Alto Adige,Cura giardino,10
3579,2019,5,Trentino-Alto Adige,Imbianchino,61
3580,2019,5,Trentino-Alto Adige,Installazione pannelli solari,3
3581,2019,5,Trentino-Alto Adige,Installazione piscina,1
3582,2019,5,Trentino-Alto Adige,Installazione tende da sole,13
3583,2019,5,Trentino-Alto Adige,Installazione zanzariera,15
3584,2019,5,Trentino-Alto Adige,Lezioni di inglese,40
3585,2019,5,Trentino-Alto Adige,Personal trainer,43
3586,2019,5,Trentino-Alto Adige,Psicologo,57
3587,2019,5,Trentino-Alto Adige,Riparazione console videogiochi,4
3588,2019,5,Trentino-Alto Adige,Sgombero cantine e soffitte,1
3589,2019,5,Umbria,Aria Condizionata,19
3590,2019,5,Umbria,Cura giardino,14
3591,2019,5,Umbria,Imbianchino,30
3592,2019,5,Umbria,Installazione pannelli solari,6
3593,2019,5,Umbria,Installazione piscina,7
3594,2019,5,Umbria,Installazione tende da sole,7
3595,2019,5,Umbria,Installazione zanzariera,9
3596,2019,5,Umbria,Lezioni di inglese,55
3597,2019,5,Umbria,Personal trainer,58
3598,2019,5,Umbria,Psicologo,36
3599,2019,5,Umbria,Riparazione console videogiochi,9
3600,2019,5,Umbria,Sgombero cantine e soffitte,3
3601,2019,5,Valle d'Aosta,Aria Condizionata,4
3602,2019,5,Valle d'Aosta,Cura giardino,1
3603,2019,5,Valle d'Aosta,Imbianchino,3
3604,2019,5,Valle d'Aosta,Installazione piscina,1
3605,2019,5,Valle d'Aosta,Installazione zanzariera,5
3606,2019,5,Valle d'Aosta,Lezioni di inglese,4
3607,2019,5,Valle d'Aosta,Personal trainer,11
3608,2019,5,Valle d'Aosta,Psicologo,2
3609,2019,5,Veneto,Aria Condizionata,347
3610,2019,5,Veneto,Cura giardino,132
3611,2019,5,Veneto,Imbianchino,337
3612,2019,5,Veneto,Installazione pannelli solari,18
3613,2019,5,Veneto,Installazione piscina,24
3614,2019,5,Veneto,Installazione tende da sole,50
3615,2019,5,Veneto,Installazione zanzariera,141
3616,2019,5,Veneto,Lezioni di inglese,335
3617,2019,5,Veneto,Personal trainer,345
3618,2019,5,Veneto,Psicologo,311
3619,2019,5,Veneto,Riparazione console videogiochi,33
3620,2019,5,Veneto,Sgombero cantine e soffitte,10
3621,2019,6,Abruzzo,Aria Condizionata,162
3622,2019,6,Abruzzo,Cura giardino,37
3623,2019,6,Abruzzo,Imbianchino,50
3624,2019,6,Abruzzo,Installazione barbecue,1
3625,2019,6,Abruzzo,Installazione pannelli solari,6
3626,2019,6,Abruzzo,Installazione piscina,12
3627,2019,6,Abruzzo,Installazione tende da sole,13
3628,2019,6,Abruzzo,Installazione zanzariera,41
3629,2019,6,Abruzzo,Lezioni di inglese,73
3630,2019,6,Abruzzo,Personal trainer,67
3631,2019,6,Abruzzo,Psicologo,53
3632,2019,6,Abruzzo,Riparazione console videogiochi,7
3633,2019,6,Abruzzo,Sgombero cantine e soffitte,10
3634,2019,6,Basilicata,Aria Condizionata,19
3635,2019,6,Basilicata,Cura giardino,6
3636,2019,6,Basilicata,Imbianchino,12
3637,2019,6,Basilicata,Installazione pannelli solari,5
3638,2019,6,Basilicata,Installazione piscina,3
3639,2019,6,Basilicata,Installazione tende da sole,3
3640,2019,6,Basilicata,Installazione zanzariera,8
3641,2019,6,Basilicata,Lezioni di inglese,16
3642,2019,6,Basilicata,Personal trainer,9
3643,2019,6,Basilicata,Psicologo,17
3644,2019,6,Basilicata,Sgombero cantine e soffitte,1
3645,2019,6,Calabria,Aria Condizionata,116
3646,2019,6,Calabria,Cura giardino,28
3647,2019,6,Calabria,Imbianchino,29
3648,2019,6,Calabria,Installazione pannelli solari,8
3649,2019,6,Calabria,Installazione piscina,9
3650,2019,6,Calabria,Installazione tende da sole,17
3651,2019,6,Calabria,Installazione zanzariera,30
3652,2019,6,Calabria,Lezioni di inglese,44
3653,2019,6,Calabria,Personal trainer,34
3654,2019,6,Calabria,Psicologo,81
3655,2019,6,Calabria,Riparazione console videogiochi,2
3656,2019,6,Calabria,Sgombero cantine e soffitte,8
3657,2019,6,Campania,Aria Condizionata,587
3658,2019,6,Campania,Cura giardino,71
3659,2019,6,Campania,Imbianchino,148
3660,2019,6,Campania,Installazione barbecue,2
3661,2019,6,Campania,Installazione pannelli solari,8
3662,2019,6,Campania,Installazione piscina,71
3663,2019,6,Campania,Installazione tende da sole,33
3664,2019,6,Campania,Installazione zanzariera,97
3665,2019,6,Campania,Lezioni di inglese,240
3666,2019,6,Campania,Personal trainer,244
3667,2019,6,Campania,Psicologo,391
3668,2019,6,Campania,Riparazione console videogiochi,45
3669,2019,6,Campania,Sgombero cantine e soffitte,9
3670,2019,6,Emilia-Romagna,Aria Condizionata,1413
3671,2019,6,Emilia-Romagna,Cura giardino,158
3672,2019,6,Emilia-Romagna,Imbianchino,320
3673,2019,6,Emilia-Romagna,Installazione barbecue,2
3674,2019,6,Emilia-Romagna,Installazione pannelli solari,31
3675,2019,6,Emilia-Romagna,Installazione piscina,59
3676,2019,6,Emilia-Romagna,Installazione tende da sole,131
3677,2019,6,Emilia-Romagna,Installazione zanzariera,259
3678,2019,6,Emilia-Romagna,Lezioni di inglese,269
3679,2019,6,Emilia-Romagna,Personal trainer,375
3680,2019,6,Emilia-Romagna,Psicologo,289
3681,2019,6,Emilia-Romagna,Riparazione console videogiochi,47
3682,2019,6,Emilia-Romagna,Sgombero cantine e soffitte,32
3683,2019,6,Friuli Venezia Giulia,Aria Condizionata,283
3684,2019,6,Friuli Venezia Giulia,Cura giardino,31
3685,2019,6,Friuli Venezia Giulia,Imbianchino,74
3686,2019,6,Friuli Venezia Giulia,Installazione pannelli solari,4
3687,2019,6,Friuli Venezia Giulia,Installazione piscina,14
3688,2019,6,Friuli Venezia Giulia,Installazione tende da sole,23
3689,2019,6,Friuli Venezia Giulia,Installazione zanzariera,49
3690,2019,6,Friuli Venezia Giulia,Lezioni di inglese,61
3691,2019,6,Friuli Venezia Giulia,Personal trainer,59
3692,2019,6,Friuli Venezia Giulia,Psicologo,57
3693,2019,6,Friuli Venezia Giulia,Riparazione console videogiochi,3
3694,2019,6,Friuli Venezia Giulia,Sgombero cantine e soffitte,9
3695,2019,6,Lazio,Aria Condizionata,1398
3696,2019,6,Lazio,Cura giardino,213
3697,2019,6,Lazio,Imbianchino,334
3698,2019,6,Lazio,Installazione pannelli solari,22
3699,2019,6,Lazio,Installazione piscina,96
3700,2019,6,Lazio,Installazione tende da sole,158
3701,2019,6,Lazio,Installazione zanzariera,234
3702,2019,6,Lazio,Lezioni di inglese,251
3703,2019,6,Lazio,Personal trainer,369
3704,2019,6,Lazio,Psicologo,513
3705,2019,6,Lazio,Riparazione console videogiochi,79
3706,2019,6,Lazio,Sgombero cantine e soffitte,39
3707,2019,6,Liguria,Aria Condizionata,498
3708,2019,6,Liguria,Cura giardino,34
3709,2019,6,Liguria,Imbianchino,61
3710,2019,6,Liguria,Installazione barbecue,2
3711,2019,6,Liguria,Installazione pannelli solari,5
3712,2019,6,Liguria,Installazione piscina,14
3713,2019,6,Liguria,Installazione tende da sole,34
3714,2019,6,Liguria,Installazione zanzariera,66
3715,2019,6,Liguria,Lezioni di inglese,77
3716,2019,6,Liguria,Personal trainer,91
3717,2019,6,Liguria,Psicologo,86
3718,2019,6,Liguria,Riparazione console videogiochi,8
3719,2019,6,Liguria,Sgombero cantine e soffitte,9
3720,2019,6,Lombardia,Aria Condizionata,4035
3721,2019,6,Lombardia,Cura giardino,304
3722,2019,6,Lombardia,Imbianchino,898
3723,2019,6,Lombardia,Installazione barbecue,3
3724,2019,6,Lombardia,Installazione pannelli solari,42
3725,2019,6,Lombardia,Installazione piscina,152
3726,2019,6,Lombardia,Installazione tende da sole,241
3727,2019,6,Lombardia,Installazione zanzariera,661
3728,2019,6,Lombardia,Lezioni di inglese,635
3729,2019,6,Lombardia,Personal trainer,800
3730,2019,6,Lombardia,Psicologo,733
3731,2019,6,Lombardia,Riparazione console videogiochi,88
3732,2019,6,Lombardia,Sgombero cantine e soffitte,71
3733,2019,6,Marche,Aria Condizionata,205
3734,2019,6,Marche,Cura giardino,35
3735,2019,6,Marche,Imbianchino,52
3736,2019,6,Marche,Installazione pannelli solari,5
3737,2019,6,Marche,Installazione piscina,15
3738,2019,6,Marche,Installazione tende da sole,15
3739,2019,6,Marche,Installazione zanzariera,47
3740,2019,6,Marche,Lezioni di inglese,83
3741,2019,6,Marche,Personal trainer,73
3742,2019,6,Marche,Psicologo,79
3743,2019,6,Marche,Riparazione console videogiochi,3
3744,2019,6,Marche,Sgombero cantine e soffitte,12
3745,2019,6,Molise,Aria Condizionata,15
3746,2019,6,Molise,Cura giardino,6
3747,2019,6,Molise,Imbianchino,8
3748,2019,6,Molise,Installazione pannelli solari,2
3749,2019,6,Molise,Installazione piscina,2
3750,2019,6,Molise,Installazione zanzariera,7
3751,2019,6,Molise,Lezioni di inglese,2
3752,2019,6,Molise,Personal trainer,5
3753,2019,6,Molise,Psicologo,6
3754,2019,6,Piemonte,Aria Condizionata,1080
3755,2019,6,Piemonte,Cura giardino,94
3756,2019,6,Piemonte,Imbianchino,245
3757,2019,6,Piemonte,Installazione barbecue,1
3758,2019,6,Piemonte,Installazione pannelli solari,11
3759,2019,6,Piemonte,Installazione piscina,53
3760,2019,6,Piemonte,Installazione tende da sole,64
3761,2019,6,Piemonte,Installazione zanzariera,137
3762,2019,6,Piemonte,Lezioni di inglese,203
3763,2019,6,Piemonte,Personal trainer,267
3764,2019,6,Piemonte,Psicologo,241
3765,2019,6,Piemonte,Riparazione console videogiochi,10
3766,2019,6,Piemonte,Sgombero cantine e soffitte,31
3767,2019,6,Puglia,Aria Condizionata,285
3768,2019,6,Puglia,Cura giardino,58
3769,2019,6,Puglia,Imbianchino,83
3770,2019,6,Puglia,Installazione pannelli solari,13
3771,2019,6,Puglia,Installazione piscina,56
3772,2019,6,Puglia,Installazione tende da sole,55
3773,2019,6,Puglia,Installazione zanzariera,58
3774,2019,6,Puglia,Lezioni di inglese,129
3775,2019,6,Puglia,Personal trainer,166
3776,2019,6,Puglia,Psicologo,173
3777,2019,6,Puglia,Riparazione console videogiochi,18
3778,2019,6,Puglia,Sgombero cantine e soffitte,6
3779,2019,6,Sardegna,Aria Condizionata,207
3780,2019,6,Sardegna,Cura giardino,20
3781,2019,6,Sardegna,Imbianchino,42
3782,2019,6,Sardegna,Installazione barbecue,1
3783,2019,6,Sardegna,Installazione pannelli solari,13
3784,2019,6,Sardegna,Installazione piscina,23
3785,2019,6,Sardegna,Installazione tende da sole,36
3786,2019,6,Sardegna,Installazione zanzariera,55
3787,2019,6,Sardegna,Lezioni di inglese,85
3788,2019,6,Sardegna,Personal trainer,64
3789,2019,6,Sardegna,Psicologo,69
3790,2019,6,Sardegna,Riparazione console videogiochi,15
3791,2019,6,Sardegna,Sgombero cantine e soffitte,5
3792,2019,6,Sicilia,Aria Condizionata,485
3793,2019,6,Sicilia,Cura giardino,59
3794,2019,6,Sicilia,Imbianchino,93
3795,2019,6,Sicilia,Installazione barbecue,1
3796,2019,6,Sicilia,Installazione pannelli solari,27
3797,2019,6,Sicilia,Installazione piscina,72
3798,2019,6,Sicilia,Installazione tende da sole,47
3799,2019,6,Sicilia,Installazione zanzariera,79
3800,2019,6,Sicilia,Lezioni di inglese,206
3801,2019,6,Sicilia,Personal trainer,150
3802,2019,6,Sicilia,Psicologo,208
3803,2019,6,Sicilia,Riparazione console videogiochi,26
3804,2019,6,Sicilia,Sgombero cantine e soffitte,3
3805,2019,6,Toscana,Aria Condizionata,857
3806,2019,6,Toscana,Cura giardino,110
3807,2019,6,Toscana,Imbianchino,158
3808,2019,6,Toscana,Installazione pannelli solari,18
3809,2019,6,Toscana,Installazione piscina,43
3810,2019,6,Toscana,Installazione tende da sole,52
3811,2019,6,Toscana,Installazione zanzariera,149
3812,2019,6,Toscana,Lezioni di inglese,194
3813,2019,6,Toscana,Personal trainer,230
3814,2019,6,Toscana,Psicologo,228
3815,2019,6,Toscana,Riparazione console videogiochi,9
3816,2019,6,Toscana,Sgombero cantine e soffitte,21
3817,2019,6,Trentino-Alto Adige,Aria Condizionata,183
3818,2019,6,Trentino-Alto Adige,Cura giardino,18
3819,2019,6,Trentino-Alto Adige,Imbianchino,34
3820,2019,6,Trentino-Alto Adige,Installazione pannelli solari,3
3821,2019,6,Trentino-Alto Adige,Installazione piscina,3
3822,2019,6,Trentino-Alto Adige,Installazione tende da sole,30
3823,2019,6,Trentino-Alto Adige,Installazione zanzariera,12
3824,2019,6,Trentino-Alto Adige,Lezioni di inglese,32
3825,2019,6,Trentino-Alto Adige,Personal trainer,53
3826,2019,6,Trentino-Alto Adige,Psicologo,50
3827,2019,6,Trentino-Alto Adige,Riparazione console videogiochi,3
3828,2019,6,Trentino-Alto Adige,Sgombero cantine e soffitte,2
3829,2019,6,Umbria,Aria Condizionata,85
3830,2019,6,Umbria,Cura giardino,29
3831,2019,6,Umbria,Imbianchino,22
3832,2019,6,Umbria,Installazione pannelli solari,2
3833,2019,6,Umbria,Installazione piscina,5
3834,2019,6,Umbria,Installazione tende da sole,13
3835,2019,6,Umbria,Installazione zanzariera,25
3836,2019,6,Umbria,Lezioni di inglese,53
3837,2019,6,Umbria,Personal trainer,40
3838,2019,6,Umbria,Psicologo,35
3839,2019,6,Umbria,Riparazione console videogiochi,8
3840,2019,6,Umbria,Sgombero cantine e soffitte,4
3841,2019,6,Valle d'Aosta,Aria Condizionata,10
3842,2019,6,Valle d'Aosta,Cura giardino,1
3843,2019,6,Valle d'Aosta,Imbianchino,6
3844,2019,6,Valle d'Aosta,Installazione zanzariera,1
3845,2019,6,Valle d'Aosta,Lezioni di inglese,5
3846,2019,6,Valle d'Aosta,Personal trainer,7
3847,2019,6,Valle d'Aosta,Psicologo,3
3848,2019,6,Veneto,Aria Condizionata,1357
3849,2019,6,Veneto,Cura giardino,171
3850,2019,6,Veneto,Imbianchino,313
3851,2019,6,Veneto,Installazione pannelli solari,45
3852,2019,6,Veneto,Installazione piscina,66
3853,2019,6,Veneto,Installazione tende da sole,95
3854,2019,6,Veneto,Installazione zanzariera,194
3855,2019,6,Veneto,Lezioni di inglese,240
3856,2019,6,Veneto,Personal trainer,283
3857,2019,6,Veneto,Psicologo,240
3858,2019,6,Veneto,Riparazione console videogiochi,21
3859,2019,6,Veneto,Sgombero cantine e soffitte,29
3860,2019,7,Abruzzo,Aria Condizionata,165
3861,2019,7,Abruzzo,Cura giardino,35
3862,2019,7,Abruzzo,Imbianchino,41
3863,2019,7,Abruzzo,Installazione barbecue,2
3864,2019,7,Abruzzo,Installazione pannelli solari,9
3865,2019,7,Abruzzo,Installazione piscina,16
3866,2019,7,Abruzzo,Installazione tende da sole,15
3867,2019,7,Abruzzo,Installazione zanzariera,20
3868,2019,7,Abruzzo,Lezioni di inglese,72
3869,2019,7,Abruzzo,Personal trainer,61
3870,2019,7,Abruzzo,Psicologo,72
3871,2019,7,Abruzzo,Riparazione console videogiochi,9
3872,2019,7,Abruzzo,Sgombero cantine e soffitte,18
3873,2019,7,Basilicata,Aria Condizionata,11
3874,2019,7,Basilicata,Cura giardino,4
3875,2019,7,Basilicata,Imbianchino,7
3876,2019,7,Basilicata,Installazione pannelli solari,1
3877,2019,7,Basilicata,Installazione piscina,2
3878,2019,7,Basilicata,Installazione tende da sole,2
3879,2019,7,Basilicata,Lezioni di inglese,10
3880,2019,7,Basilicata,Personal trainer,10
3881,2019,7,Basilicata,Psicologo,16
3882,2019,7,Basilicata,Sgombero cantine e soffitte,6
3883,2019,7,Calabria,Aria Condizionata,97
3884,2019,7,Calabria,Cura giardino,8
3885,2019,7,Calabria,Imbianchino,25
3886,2019,7,Calabria,Installazione pannelli solari,17
3887,2019,7,Calabria,Installazione piscina,19
3888,2019,7,Calabria,Installazione tende da sole,12
3889,2019,7,Calabria,Installazione zanzariera,7
3890,2019,7,Calabria,Lezioni di inglese,49
3891,2019,7,Calabria,Personal trainer,52
3892,2019,7,Calabria,Psicologo,97
3893,2019,7,Calabria,Riparazione console videogiochi,7
3894,2019,7,Calabria,Sgombero cantine e soffitte,9
3895,2019,7,Campania,Aria Condizionata,488
3896,2019,7,Campania,Cura giardino,53
3897,2019,7,Campania,Imbianchino,65
3898,2019,7,Campania,Installazione barbecue,1
3899,2019,7,Campania,Installazione pannelli solari,22
3900,2019,7,Campania,Installazione piscina,68
3901,2019,7,Campania,Installazione tende da sole,26
3902,2019,7,Campania,Installazione zanzariera,37
3903,2019,7,Campania,Lezioni di inglese,235
3904,2019,7,Campania,Personal trainer,275
3905,2019,7,Campania,Psicologo,374
3906,2019,7,Campania,Riparazione console videogiochi,27
3907,2019,7,Campania,Sgombero cantine e soffitte,18
3908,2019,7,Emilia-Romagna,Aria Condizionata,928
3909,2019,7,Emilia-Romagna,Cura giardino,109
3910,2019,7,Emilia-Romagna,Imbianchino,237
3911,2019,7,Emilia-Romagna,Installazione barbecue,2
3912,2019,7,Emilia-Romagna,Installazione pannelli solari,30
3913,2019,7,Emilia-Romagna,Installazione piscina,52
3914,2019,7,Emilia-Romagna,Installazione tende da sole,98
3915,2019,7,Emilia-Romagna,Installazione zanzariera,63
3916,2019,7,Emilia-Romagna,Lezioni di inglese,286
3917,2019,7,Emilia-Romagna,Personal trainer,381
3918,2019,7,Emilia-Romagna,Psicologo,345
3919,2019,7,Emilia-Romagna,Riparazione console videogiochi,52
3920,2019,7,Emilia-Romagna,Sgombero cantine e soffitte,41
3921,2019,7,Friuli Venezia Giulia,Aria Condizionata,173
3922,2019,7,Friuli Venezia Giulia,Cura giardino,16
3923,2019,7,Friuli Venezia Giulia,Imbianchino,49
3924,2019,7,Friuli Venezia Giulia,Installazione pannelli solari,6
3925,2019,7,Friuli Venezia Giulia,Installazione piscina,10
3926,2019,7,Friuli Venezia Giulia,Installazione tende da sole,7
3927,2019,7,Friuli Venezia Giulia,Installazione zanzariera,11
3928,2019,7,Friuli Venezia Giulia,Lezioni di inglese,65
3929,2019,7,Friuli Venezia Giulia,Personal trainer,67
3930,2019,7,Friuli Venezia Giulia,Psicologo,52
3931,2019,7,Friuli Venezia Giulia,Riparazione console videogiochi,5
3932,2019,7,Friuli Venezia Giulia,Sgombero cantine e soffitte,12
3933,2019,7,Lazio,Aria Condizionata,1236
3934,2019,7,Lazio,Cura giardino,157
3935,2019,7,Lazio,Imbianchino,256
3936,2019,7,Lazio,Installazione pannelli solari,35
3937,2019,7,Lazio,Installazione piscina,89
3938,2019,7,Lazio,Installazione tende da sole,120
3939,2019,7,Lazio,Installazione zanzariera,67
3940,2019,7,Lazio,Lezioni di inglese,276
3941,2019,7,Lazio,Personal trainer,401
3942,2019,7,Lazio,Psicologo,509
3943,2019,7,Lazio,Riparazione console videogiochi,86
3944,2019,7,Lazio,Sgombero cantine e soffitte,88
3945,2019,7,Liguria,Aria Condizionata,506
3946,2019,7,Liguria,Cura giardino,27
3947,2019,7,Liguria,Imbianchino,52
3948,2019,7,Liguria,Installazione pannelli solari,10
3949,2019,7,Liguria,Installazione piscina,17
3950,2019,7,Liguria,Installazione tende da sole,36
3951,2019,7,Liguria,Installazione zanzariera,36
3952,2019,7,Liguria,Lezioni di inglese,84
3953,2019,7,Liguria,Personal trainer,82
3954,2019,7,Liguria,Psicologo,114
3955,2019,7,Liguria,Riparazione console videogiochi,8
3956,2019,7,Liguria,Sgombero cantine e soffitte,31
3957,2019,7,Lombardia,Aria Condizionata,2904
3958,2019,7,Lombardia,Cura giardino,208
3959,2019,7,Lombardia,Imbianchino,741
3960,2019,7,Lombardia,Installazione barbecue,1
3961,2019,7,Lombardia,Installazione pannelli solari,54
3962,2019,7,Lombardia,Installazione piscina,144
3963,2019,7,Lombardia,Installazione tende da sole,173
3964,2019,7,Lombardia,Installazione zanzariera,202
3965,2019,7,Lombardia,Lezioni di inglese,582
3966,2019,7,Lombardia,Personal trainer,725
3967,2019,7,Lombardia,Psicologo,852
3968,2019,7,Lombardia,Riparazione console videogiochi,71
3969,2019,7,Lombardia,Sgombero cantine e soffitte,77
3970,2019,7,Marche,Aria Condizionata,154
3971,2019,7,Marche,Cura giardino,25
3972,2019,7,Marche,Imbianchino,43
3973,2019,7,Marche,Installazione pannelli solari,3
3974,2019,7,Marche,Installazione piscina,16
3975,2019,7,Marche,Installazione tende da sole,12
3976,2019,7,Marche,Installazione zanzariera,22
3977,2019,7,Marche,Lezioni di inglese,62
3978,2019,7,Marche,Personal trainer,81
3979,2019,7,Marche,Psicologo,91
3980,2019,7,Marche,Riparazione console videogiochi,6
3981,2019,7,Marche,Sgombero cantine e soffitte,15
3982,2019,7,Molise,Aria Condizionata,16
3983,2019,7,Molise,Cura giardino,1
3984,2019,7,Molise,Imbianchino,1
3985,2019,7,Molise,Installazione pannelli solari,1
3986,2019,7,Molise,Installazione piscina,6
3987,2019,7,Molise,Installazione tende da sole,1
3988,2019,7,Molise,Installazione zanzariera,2
3989,2019,7,Molise,Lezioni di inglese,7
3990,2019,7,Molise,Personal trainer,8
3991,2019,7,Molise,Psicologo,5
3992,2019,7,Piemonte,Aria Condizionata,1082
3993,2019,7,Piemonte,Cura giardino,74
3994,2019,7,Piemonte,Imbianchino,206
3995,2019,7,Piemonte,Installazione barbecue,1
3996,2019,7,Piemonte,Installazione pannelli solari,18
3997,2019,7,Piemonte,Installazione piscina,58
3998,2019,7,Piemonte,Installazione tende da sole,35
3999,2019,7,Piemonte,Installazione zanzariera,41
4000,2019,7,Piemonte,Lezioni di inglese,167
4001,2019,7,Piemonte,Personal trainer,244
4002,2019,7,Piemonte,Psicologo,260
4003,2019,7,Piemonte,Riparazione console videogiochi,27
4004,2019,7,Piemonte,Sgombero cantine e soffitte,42
4005,2019,7,Puglia,Aria Condizionata,275
4006,2019,7,Puglia,Cura giardino,32
4007,2019,7,Puglia,Imbianchino,96
4008,2019,7,Puglia,Installazione barbecue,2
4009,2019,7,Puglia,Installazione pannelli solari,29
4010,2019,7,Puglia,Installazione piscina,75
4011,2019,7,Puglia,Installazione tende da sole,47
4012,2019,7,Puglia,Installazione zanzariera,25
4013,2019,7,Puglia,Lezioni di inglese,169
4014,2019,7,Puglia,Personal trainer,149
4015,2019,7,Puglia,Psicologo,218
4016,2019,7,Puglia,Riparazione console videogiochi,27
4017,2019,7,Puglia,Sgombero cantine e soffitte,13
4018,2019,7,Sardegna,Aria Condizionata,419
4019,2019,7,Sardegna,Cura giardino,16
4020,2019,7,Sardegna,Imbianchino,53
4021,2019,7,Sardegna,Installazione pannelli solari,14
4022,2019,7,Sardegna,Installazione piscina,26
4023,2019,7,Sardegna,Installazione tende da sole,33
4024,2019,7,Sardegna,Installazione zanzariera,26
4025,2019,7,Sardegna,Lezioni di inglese,96
4026,2019,7,Sardegna,Personal trainer,60
4027,2019,7,Sardegna,Psicologo,92
4028,2019,7,Sardegna,Riparazione console videogiochi,14
4029,2019,7,Sardegna,Sgombero cantine e soffitte,8
4030,2019,7,Sicilia,Aria Condizionata,449
4031,2019,7,Sicilia,Cura giardino,52
4032,2019,7,Sicilia,Imbianchino,91
4033,2019,7,Sicilia,Installazione pannelli solari,37
4034,2019,7,Sicilia,Installazione piscina,94
4035,2019,7,Sicilia,Installazione tende da sole,25
4036,2019,7,Sicilia,Installazione zanzariera,30
4037,2019,7,Sicilia,Lezioni di inglese,179
4038,2019,7,Sicilia,Personal trainer,159
4039,2019,7,Sicilia,Psicologo,294
4040,2019,7,Sicilia,Riparazione console videogiochi,29
4041,2019,7,Sicilia,Sgombero cantine e soffitte,11
4042,2019,7,Toscana,Aria Condizionata,870
4043,2019,7,Toscana,Cura giardino,66
4044,2019,7,Toscana,Imbianchino,148
4045,2019,7,Toscana,Installazione barbecue,1
4046,2019,7,Toscana,Installazione pannelli solari,22
4047,2019,7,Toscana,Installazione piscina,48
4048,2019,7,Toscana,Installazione tende da sole,42
4049,2019,7,Toscana,Installazione zanzariera,54
4050,2019,7,Toscana,Lezioni di inglese,190
4051,2019,7,Toscana,Personal trainer,228
4052,2019,7,Toscana,Psicologo,249
4053,2019,7,Toscana,Riparazione console videogiochi,22
4054,2019,7,Toscana,Sgombero cantine e soffitte,51
4055,2019,7,Trentino-Alto Adige,Aria Condizionata,114
4056,2019,7,Trentino-Alto Adige,Cura giardino,13
4057,2019,7,Trentino-Alto Adige,Imbianchino,33
4058,2019,7,Trentino-Alto Adige,Installazione pannelli solari,5
4059,2019,7,Trentino-Alto Adige,Installazione piscina,6
4060,2019,7,Trentino-Alto Adige,Installazione tende da sole,16
4061,2019,7,Trentino-Alto Adige,Installazione zanzariera,21
4062,2019,7,Trentino-Alto Adige,Lezioni di inglese,35
4063,2019,7,Trentino-Alto Adige,Personal trainer,57
4064,2019,7,Trentino-Alto Adige,Psicologo,57
4065,2019,7,Trentino-Alto Adige,Riparazione console videogiochi,7
4066,2019,7,Trentino-Alto Adige,Sgombero cantine e soffitte,5
4067,2019,7,Umbria,Aria Condizionata,86
4068,2019,7,Umbria,Cura giardino,9
4069,2019,7,Umbria,Imbianchino,27
4070,2019,7,Umbria,Installazione barbecue,1
4071,2019,7,Umbria,Installazione pannelli solari,4
4072,2019,7,Umbria,Installazione piscina,17
4073,2019,7,Umbria,Installazione tende da sole,10
4074,2019,7,Umbria,Installazione zanzariera,6
4075,2019,7,Umbria,Lezioni di inglese,58
4076,2019,7,Umbria,Personal trainer,36
4077,2019,7,Umbria,Psicologo,34
4078,2019,7,Umbria,Riparazione console videogiochi,16
4079,2019,7,Umbria,Sgombero cantine e soffitte,10
4080,2019,7,Valle d'Aosta,Aria Condizionata,13
4081,2019,7,Valle d'Aosta,Cura giardino,3
4082,2019,7,Valle d'Aosta,Imbianchino,2
4083,2019,7,Valle d'Aosta,Installazione piscina,1
4084,2019,7,Valle d'Aosta,Installazione tende da sole,1
4085,2019,7,Valle d'Aosta,Installazione zanzariera,4
4086,2019,7,Valle d'Aosta,Lezioni di inglese,2
4087,2019,7,Valle d'Aosta,Personal trainer,10
4088,2019,7,Valle d'Aosta,Psicologo,3
4089,2019,7,Valle d'Aosta,Sgombero cantine e soffitte,2
4090,2019,7,Veneto,Aria Condizionata,718
4091,2019,7,Veneto,Cura giardino,110
4092,2019,7,Veneto,Imbianchino,249
4093,2019,7,Veneto,Installazione pannelli solari,33
4094,2019,7,Veneto,Installazione piscina,44
4095,2019,7,Veneto,Installazione tende da sole,78
4096,2019,7,Veneto,Installazione zanzariera,72
4097,2019,7,Veneto,Lezioni di inglese,235
