tag_id,kwd_id,tag,keyword
111000,0,Yoga,Yoga
111000,1,Yoga,Schwangerschaftsyoga und Yoga für Schwangere
111000,2,Yoga,Schwangerschaftsyoga
111000,3,Yoga,Yoga für Schwangere
111000,4,Yoga,Schwangeren Yoga
111000,5,Yoga,Yoga Schwangerschaft
111000,6,Yoga,Schwangerenyoga
111000,7,Yoga,Yoga in der Schwangerschaft
111000,8,Yoga,Yoga schwanger
111000,9,Yoga,schwanger Yoga
111000,10,Yoga,Yogaübungen für Schwangere
111000,11,Yoga,Yoga Übungen Schwangerschaft
111000,12,Yoga,Yogakurs für Schwangere
111000,13,Yoga,Yoga Kurs für Schwangere
111000,14,Yoga,Yoga in der frühen Schwangerschaft
111000,15,Yoga,Yoga in Schwangerschaft
111000,16,Yoga,Yin Yoga Schwangerschaft
111000,17,Yoga,Hatha Yoga Schwangerschaft
111000,18,Yoga,Acro Yoga und Akrobatik Yoga
111000,19,Yoga,Acro Yoga
111000,20,Yoga,Akrobatik Yoga
111000,21,Yoga,Acroyoga
111000,22,Yoga,Acro Yoga Workshop
111000,23,Yoga,Acroyoga Workshop
111000,24,Yoga,Acro Yoga Anfänger
111000,25,Yoga,Yoga Akrobatik
111000,26,Yoga,Acro Yoga Kurs
111000,27,Yoga,Acro Yoga für Anfänger
111000,28,Yoga,Acro Yoga lernen
111000,29,Yoga,Aerial Yoga und Anti Gravity Yoga
111000,30,Yoga,Aerial Yoga
111000,31,Yoga,Anti Gravity Yoga
111000,32,Yoga,Air Yoga
111000,33,Yoga,Gravity Yoga
111000,34,Yoga,Floating Yoga
111000,35,Yoga,Luft Yoga
111000,36,Yoga,Hänge Yoga
111000,37,Yoga,Free Floating Aerial Yoga
111000,38,Yoga,Aerial Flow Yoga
111000,39,Yoga,Yoga in Tüchern
111000,40,Yoga,Yoga hängend
111000,41,Yoga,Aerial Yoga Workshop
111000,42,Yoga,Aerial Yoga Kurs
111000,43,Yoga,Swing Yoga
111000,44,Yoga,Yoga in der Luft
111000,45,Yoga,Free Floating Yoga
111000,46,Yoga,Ashtanga Studio und Ashtanga Yoga Studio
111000,47,Yoga,Ashtanga Studio
111000,48,Yoga,Ashtanga Yoga Studio
111000,49,Yoga,Ashtanga Yoga Shala
111000,50,Yoga,Ashtanga Yoga Anfänger
111000,51,Yoga,Yogaschule Ashtanga
111000,52,Yoga,Ashtanga Yoga für Anfänger
