"tag_id","ticket_taxonomy_tag_name","year","month","ticket_geo_region_name","No_of_tickets"
"1",Aria condizionata,2018,1,Abruzzo,20
"1",Aria condizionata,2018,1,Basilicata,4
"1",Aria condizionata,2018,1,Calabria,13
"1",Aria condizionata,2018,1,Campania,59
"1",Aria condizionata,2018,1,Emilia-Romagna,165
"1",Aria condizionata,2018,1,Friuli Venezia Giulia,23
"1",Aria condizionata,2018,1,Lazio,122
"1",Aria condizionata,2018,1,Liguria,33
"1",Aria condizionata,2018,1,Lombardia,251
"1",Aria condizionata,2018,1,Marche,35
"1",Aria condizionata,2018,1,Piemonte,74
"1",Aria condizionata,2018,1,Puglia,28
"1",Aria condizionata,2018,1,Sardegna,47
"1",Aria condizionata,2018,1,Sicilia,32
"1",Aria condizionata,2018,1,Toscana,88
"1",Aria condizionata,2018,1,Trentino-Alto Adige,13
"1",Aria condizionata,2018,1,Umbria,8
"1",Aria condizionata,2018,1,Veneto,73
"1",Aria condizionata,2018,2,Abruzzo,36
"1",Aria condizionata,2018,2,Basilicata,9
"1",Aria condizionata,2018,2,Calabria,14
"1",Aria condizionata,2018,2,Campania,75
"1",Aria condizionata,2018,2,Emilia-Romagna,190
"1",Aria condizionata,2018,2,Friuli Venezia Giulia,27
"1",Aria condizionata,2018,2,Lazio,175
"1",Aria condizionata,2018,2,Liguria,34
"1",Aria condizionata,2018,2,Lombardia,304
"1",Aria condizionata,2018,2,Marche,32
"1",Aria condizionata,2018,2,Molise,3
"1",Aria condizionata,2018,2,Piemonte,99
"1",Aria condizionata,2018,2,Puglia,51
"1",Aria condizionata,2018,2,Sardegna,48
"1",Aria condizionata,2018,2,Sicilia,42
"1",Aria condizionata,2018,2,Toscana,100
"1",Aria condizionata,2018,2,Trentino-Alto Adige,6
"1",Aria condizionata,2018,2,Umbria,17
"1",Aria condizionata,2018,2,Valle d'Aosta,2
"1",Aria condizionata,2018,2,Veneto,84
"1",Aria condizionata,2018,3,Abruzzo,40
"1",Aria condizionata,2018,3,Basilicata,4
"1",Aria condizionata,2018,3,Calabria,24
"1",Aria condizionata,2018,3,Campania,115
"1",Aria condizionata,2018,3,Emilia-Romagna,345
"1",Aria condizionata,2018,3,Friuli Venezia Giulia,41
"1",Aria condizionata,2018,3,Lazio,258
"1",Aria condizionata,2018,3,Liguria,67
"1",Aria condizionata,2018,3,Lombardia,493
