tag_id,kwd_id,tag,keyword
1,1-1,Installation climatisation,Climatisation
1,1-2,Installation climatisation,Installation climatisation
1,1-3,Installation climatisation,dépannage climatisation
1,1-4,Installation climatisation,entreprise climatisation
1,1-5,Installation climatisation,climatisation appartement
1,1-6,Installation climatisation,entretien climatisation
1,1-7,Installation climatisation,réparation climatisation
1,1-8,Installation climatisation,société climatisation
1,1-9,Installation climatisation,entreprise froid et climatisation
1,1-10,Installation climatisation,climatisation maison
1,1-11,Installation climatisation,climatiseur mural
1,1-12,Installation climatisation,climatisation gainable
1,1-13,Installation climatisation,climatiseur split
1,1-14,Installation climatisation,climatisation murale
1,1-15,Installation climatisation,climatiseur appartement
1,1-16,Installation climatisation,installation climatiseur
1,1-17,Installation climatisation,climatiseur maison
1,1-18,Installation climatisation,split climatisation
1,1-19,Installation climatisation,installation climatisation maison
1,1-20,Installation climatisation,installer une climatisation
1,1-21,Installation climatisation,installation climatisation appartement
1,1-22,Installation climatisation,pose climatisation
1,1-23,Installation climatisation,climatiseur gainable
1,1-24,Installation climatisation,climatiseur multi split
1,1-25,Installation climatisation,maintenance climatisation
5,5-1,Peintre d'intérieur,Peinture
5,5-2,Peintre d'intérieur,Artisan peintre et Peintre en batiment
5,5-3,Peintre d'intérieur,Artisan peintre
5,5-4,Peintre d'intérieur,Peintre en bâtiment
5,5-5,Peintre d'intérieur,Peintre bâtiment
5,5-6,Peintre d'intérieur,peintre décorateur
5,5-7,Peintre d'intérieur,peintre en bâtiment
5,5-8,Peintre d'intérieur,entreprise peintre en bâtiment
5,5-9,Peintre d'intérieur,entreprise peinture en bâtiment
5,5-10,Peintre d'intérieur,peintre professionnel
5,5-11,Peintre d'intérieur,entreprise peinture interieur
5,5-12,Peintre d'intérieur,entrepreneur peintre
5,5-13,Peintre d'intérieur,entrepreneur peintre en bâtiment
5,5-14,Peintre d'intérieur,peintre artisan
5,5-15,Peintre d'intérieur,artisan peintre bâtiment
5,5-16,Peintre d'intérieur,entrepreneur en peinture
5,5-17,Peintre d'intérieur,société peinture bâtiment
5,5-18,Peintre d'intérieur,artisan peintre interieur
5,5-19,Peintre d'intérieur,peintre residentiel
5,5-20,Peintre d'intérieur,artisan peintre en bâtiment
5,5-21,Peintre d'intérieur,peintre en bâtiment entreprise
5,5-22,Peintre d'intérieur,peintre dans le bâtiment
5,5-23,Peintre d'intérieur,société peintre en bâtiment
5,5-24,Peintre d'intérieur,société peinture en bâtiment
5,5-25,Peintre d'intérieur,peintre décorateur interieur
5,5-26,Peintre d'intérieur,peintre en bâtiment interieur
39,39-1,Pose ou remplacement de sols en pierre,Revêtements de sols
75,75-1,Installation de moustiquaires,Moustiquaires
92,92-1,Rénovation d'habitation,Restructuration maison
92,92-2,Rénovation d'habitation,Surélévation d'architecture
92,92-3,Rénovation d'habitation,surélévation d'architecture
92,92-4,Rénovation d'habitation,surélévation de maison
92,92-5,Rénovation d'habitation,surélévation de toiture
92,92-6,Rénovation d'habitation,surélévation de maison à ossature bois
92,92-7,Rénovation d'habitation,rehausser une toiture
92,92-8,Rénovation d'habitation,surelevation de maison en bois
92,92-9,Rénovation d'habitation,rehausser une maison
92,92-10,Rénovation d'habitation,surélévation d'ossature en bois
92,92-11,Rénovation d'habitation,surelever une maison
92,92-12,Rénovation d'habitation,surelevation partielle de toiture
92,92-13,Rénovation d'habitation,rehaussement de maison
92,92-14,Rénovation d'habitation,surelevation de maison à toit plat
92,92-15,Rénovation d'habitation,rehaussement de toiture
92,92-16,Rénovation d'habitation,rehausser sa maison
92,92-17,Rénovation d'habitation,rehausse de toiture
92,92-18,Rénovation d'habitation,surélévation de garage
92,92-19,Rénovation d'habitation,surélévation en bois
92,92-20,Rénovation d'habitation,rehausser une toiture de garage
92,92-21,Rénovation d'habitation,rehaussement de toiture à ossature bois
92,92-22,Rénovation d'habitation,surélever sa maison
92,92-23,Rénovation d'habitation,Rénovation d'appartement
92,92-24,Rénovation d'habitation,rénovation appartement
92,92-25,Rénovation d'habitation,travaux appartement
92,92-26,Rénovation d'habitation,entreprise rénovation appartement
92,92-27,Rénovation d'habitation,rénovation de maison
92,92-28,Rénovation d'habitation,rénovation de maison ancienne
92,92-29,Rénovation d'habitation,rénovation d'une grange
92,92-30,Rénovation d'habitation,rénover une maison
92,92-31,Rénovation d'habitation,maison à rénover
92,92-32,Rénovation d'habitation,appartement a rénover
92,92-33,Rénovation d'habitation,rénovation de bâtiment
