"tag_id","ticket_taxonomy_tag_name","year","month","ticket_geo_region_name","No_of_tickets"
"205",Wedding planner,2018,1,Abruzzo,1
"205",Wedding planner,2018,1,Calabria,4
"205",Wedding planner,2018,1,Campania,28
"205",Wedding planner,2018,1,Emilia-Romagna,8
"205",Wedding planner,2018,1,Lazio,26
"205",Wedding planner,2018,1,Liguria,4
"205",Wedding planner,2018,1,Lombardia,18
"205",Wedding planner,2018,1,Marche,3
"205",Wedding planner,2018,1,Molise,1
"205",Wedding planner,2018,1,Piemonte,5
"205",Wedding planner,2018,1,Puglia,10
"205",Wedding planner,2018,1,Sardegna,6
"205",Wedding planner,2018,1,Sicilia,9
"205",Wedding planner,2018,1,Toscana,13
"205",Wedding planner,2018,1,Umbria,1
"205",Wedding planner,2018,1,Valle d'Aosta,1
"205",Wedding planner,2018,1,Veneto,9
"205",Wedding planner,2018,2,Abruzzo,1
"205",Wedding planner,2018,2,Basilicata,1
"205",Wedding planner,2018,2,Calabria,2
"205",Wedding planner,2018,2,Campania,18
"205",Wedding planner,2018,2,Emilia-Romagna,6
"205",Wedding planner,2018,2,Lazio,13
"205",Wedding planner,2018,2,Liguria,8
"205",Wedding planner,2018,2,Lombardia,18
"205",Wedding planner,2018,2,Marche,1
"205",Wedding planner,2018,2,Molise,2
"205",Wedding planner,2018,2,Piemonte,4
"205",Wedding planner,2018,2,Puglia,4
"205",Wedding planner,2018,2,Sardegna,1
"205",Wedding planner,2018,2,Sicilia,11
"205",Wedding planner,2018,2,Toscana,4
"205",Wedding planner,2018,2,Trentino-Alto Adige,1
"205",Wedding planner,2018,2,Umbria,2
"205",Wedding planner,2018,2,Veneto,7
"205",Wedding planner,2018,3,Calabria,5
"205",Wedding planner,2018,3,Campania,9
"205",Wedding planner,2018,3,Emilia-Romagna,4
"205",Wedding planner,2018,3,Friuli Venezia Giulia,1
"205",Wedding planner,2018,3,Lazio,16
"205",Wedding planner,2018,3,Liguria,3
"205",Wedding planner,2018,3,Lombardia,13
"205",Wedding planner,2018,3,Marche,5
"205",Wedding planner,2018,3,Piemonte,9
"205",Wedding planner,2018,3,Puglia,7
"205",Wedding planner,2018,3,Sardegna,2
"205",Wedding planner,2018,3,Sicilia,8
"205",Wedding planner,2018,3,Toscana,7
"205",Wedding planner,2018,3,Trentino-Alto Adige,2
"205",Wedding planner,2018,3,Umbria,1
"205",Wedding planner,2018,3,Veneto,7
"205",Wedding planner,2018,4,Abruzzo,1
"205",Wedding planner,2018,4,Calabria,4
"205",Wedding planner,2018,4,Campania,6
"205",Wedding planner,2018,4,Emilia-Romagna,8
"205",Wedding planner,2018,4,Lazio,11
"205",Wedding planner,2018,4,Liguria,6
"205",Wedding planner,2018,4,Lombardia,17
"205",Wedding planner,2018,4,Marche,1
"205",Wedding planner,2018,4,Piemonte,17
"205",Wedding planner,2018,4,Puglia,10
"205",Wedding planner,2018,4,Sardegna,1
"205",Wedding planner,2018,4,Sicilia,4
"205",Wedding planner,2018,4,Toscana,2
"205",Wedding planner,2018,4,Veneto,5
"205",Wedding planner,2018,5,Abruzzo,2
"205",Wedding planner,2018,5,Calabria,2
"205",Wedding planner,2018,5,Campania,19
"205",Wedding planner,2018,5,Emilia-Romagna,9
"205",Wedding planner,2018,5,Friuli Venezia Giulia,1
"205",Wedding planner,2018,5,Lazio,9
"205",Wedding planner,2018,5,Liguria,5
"205",Wedding planner,2018,5,Lombardia,22
"205",Wedding planner,2018,5,Marche,2
"205",Wedding planner,2018,5,Piemonte,6
"205",Wedding planner,2018,5,Puglia,8
"205",Wedding planner,2018,5,Sardegna,2
"205",Wedding planner,2018,5,Sicilia,14
"205",Wedding planner,2018,5,Toscana,10
"205",Wedding planner,2018,5,Trentino-Alto Adige,1
"205",Wedding planner,2018,5,Umbria,1
"205",Wedding planner,2018,5,Valle d'Aosta,1
"205",Wedding planner,2018,5,Veneto,11
"205",Wedding planner,2018,6,Abruzzo,1
"205",Wedding planner,2018,6,Calabria,3
"205",Wedding planner,2018,6,Campania,17
"205",Wedding planner,2018,6,Emilia-Romagna,7
