ticket_taxonomy_tag_name,ticket_geo_region_name,Score
Coach de développement personnel,Grand-Est,0.5995936755
Coach de développement personnel,Nouvelle-Aquitaine,0.437275859
Coach de développement personnel,Normandie,0
Coach de développement personnel,Bourgogne-Franche-Comté,0.1623708153
Coach de développement personnel,Bretagne,0.2648882608
Coach de développement personnel,Centre-Val de Loire,0.2755410299
Coach de développement personnel,Corse,0
Coach de développement personnel,Occitanie,0.4088684745
Coach de développement personnel,Hauts-de-France,0.2130112181
Coach de développement personnel,Pays de la Loire,0.4327002915
Coach de développement personnel,Provence-Alpes-Côte d'Azur,0.4023142832
Coach de développement personnel,Auvergne-Rhône-Alpes,2.285010158
Coach de développement personnel,Île-de-France,10
Cours - collège - matières scientifiques,Grand-Est,1.228319741
Cours - collège - matières scientifiques,Nouvelle-Aquitaine,2.342560394
Cours - collège - matières scientifiques,Normandie,1.194106786
Cours - collège - matières scientifiques,Bourgogne-Franche-Comté,1.888752116
Cours - collège - matières scientifiques,Bretagne,1.520964764
Cours - collège - matières scientifiques,Centre-Val de Loire,1.373034313
Cours - collège - matières scientifiques,Corse,1.229789198
Cours - collège - matières scientifiques,Occitanie,2.080335436
Cours - collège - matières scientifiques,Hauts-de-France,2.760724727
Cours - collège - matières scientifiques,Pays de la Loire,2.29936144
Cours - collège - matières scientifiques,Provence-Alpes-Côte d'Azur,4.347438067
Cours - collège - matières scientifiques,Auvergne-Rhône-Alpes,8.565202339
Cours - collège - matières scientifiques,Île-de-France,10
Cours d'anglais,Grand-Est,0.7447432432
Cours d'anglais,Nouvelle-Aquitaine,2.495594595
Cours d'anglais,Normandie,0.6189864865
Cours d'anglais,Bourgogne-Franche-Comté,0.4824324324
Cours d'anglais,Bretagne,1.831351351
Cours d'anglais,Centre-Val de Loire,1.404682432
Cours d'anglais,Corse,0.08239864865
Cours d'anglais,Occitanie,1.628351351
Cours d'anglais,Hauts-de-France,1.565351351
Cours d'anglais,Pays de la Loire,1.648959459
Cours d'anglais,Provence-Alpes-Côte d'Azur,2.442621622
Cours d'anglais,Auvergne-Rhône-Alpes,4.260662162
Cours d'anglais,Île-de-France,10
Installation climatisation,Grand-Est,3.127897513
Installation climatisation,Nouvelle-Aquitaine,3.989902035
Installation climatisation,Normandie,0.1194574228
Installation climatisation,Bourgogne-Franche-Comté,2.07023361
Installation climatisation,Bretagne,0.4057573474
Installation climatisation,Centre-Val de Loire,3.419140919
Installation climatisation,Corse,1.534724943
Installation climatisation,Occitanie,4.619442351
Installation climatisation,Hauts-de-France,0.936985682
Installation climatisation,Pays de la Loire,2.024657121
Installation climatisation,Provence-Alpes-Côte d'Azur,10
Installation climatisation,Auvergne-Rhône-Alpes,4.910881688
Installation climatisation,Île-de-France,4.50625471
Installation de moustiquaires,Grand-Est,3.706230637
Installation de moustiquaires,Nouvelle-Aquitaine,3.834182444
Installation de moustiquaires,Normandie,0
Installation de moustiquaires,Bourgogne-Franche-Comté,2.303752151
Installation de moustiquaires,Bretagne,1.124612737
Installation de moustiquaires,Centre-Val de Loire,1.17211704
Installation de moustiquaires,Champagne-Ardenne,1.200688468
Installation de moustiquaires,Corse,10
Installation de moustiquaires,Occitanie,9.856351119
Installation de moustiquaires,Hauts-de-France,0.8240963855
Installation de moustiquaires,Pays de la Loire,1.121445783
Installation de moustiquaires,Provence-Alpes-Côte d'Azur,6.073459552
Installation de moustiquaires,Auvergne-Rhône-Alpes,8.010533563
Installation de moustiquaires,Île-de-France,1.639655766
Organisation de mariage,Grand-Est,0.919115773
Organisation de mariage,Nouvelle-Aquitaine,1.271855053
Organisation de mariage,Normandie,0.7512417805
Organisation de mariage,Bourgogne-Franche-Comté,1.092880081
Organisation de mariage,Bretagne,1.267890417
Organisation de mariage,Centre-Val de Loire,0.9116490429
Organisation de mariage,Champagne-Ardenne,0.8761844348
Organisation de mariage,Corse,1.152878231
Organisation de mariage,Occitanie,1.315126217
Organisation de mariage,Hauts-de-France,1.377427631
Organisation de mariage,Pays de la Loire,1.141616778
Organisation de mariage,Provence-Alpes-Côte d'Azur,3.966447857
Organisation de mariage,Auvergne-Rhône-Alpes,4.110751147
Organisation de mariage,Île-de-France,10
Peintre d'intérieur,Grand-Est,4.158131606
Peintre d'intérieur,Nouvelle-Aquitaine,4.624786908
Peintre d'intérieur,Normandie,3.630685305
Peintre d'intérieur,Bourgogne-Franche-Comté,3.403000341
Peintre d'intérieur,Bretagne,5.194590294
Peintre d'intérieur,Centre-Val de Loire,2.913660643
Peintre d'intérieur,Champagne-Ardenne,2.846914422
Peintre d'intérieur,Corse,3.368314581
Peintre d'intérieur,Occitanie,5.35908626
Peintre d'intérieur,Hauts-de-France,4.283214002
Peintre d'intérieur,Pays de la Loire,5.058847596
Peintre d'intérieur,Provence-Alpes-Côte d'Azur,5.30311399
Peintre d'intérieur,Auvergne-Rhône-Alpes,8.416047278
Peintre d'intérieur,Île-de-France,8.618649847
Psychologue,Grand-Est,3.273419836
Psychologue,Nouvelle-Aquitaine,5.96905942
Psychologue,Normandie,2.27042379
Psychologue,Bourgogne-Franche-Comté,2.248198474
Psychologue,Bretagne,4.587625995
Psychologue,Centre-Val de Loire,2.627727349
Psychologue,Champagne-Ardenne,2.185236955
Psychologue,Corse,0.6028401181
Psychologue,Occitanie,7.549768892
Psychologue,Hauts-de-France,5.577824804
Psychologue,Pays de la Loire,6.840324108
Psychologue,Provence-Alpes-Côte d'Azur,6.605479757
Psychologue,Auvergne-Rhône-Alpes,9.995350003
Psychologue,Île-de-France,10
Traiteur,Grand-Est,1.729408382
Traiteur,Nouvelle-Aquitaine,2.29090487
Traiteur,Normandie,0.8402299518
Traiteur,Bourgogne-Franche-Comté,0.4189141137
Traiteur,Bretagne,1.818639116
Traiteur,Centre-Val de Loire,1.181114707
Traiteur,Champagne-Ardenne,1.000038027
Traiteur,Corse,0.1420820149
Traiteur,Occitanie,0.5462121803
Traiteur,Hauts-de-France,2.829338131
Traiteur,Pays de la Loire,2.134572623
Traiteur,Provence-Alpes-Côte d'Azur,3.130227503
Traiteur,Auvergne-Rhône-Alpes,5.907321457
Traiteur,Île-de-France,10
Yoga,Grand-Est,3.551702089
Yoga,Nouvelle-Aquitaine,7.020281426
Yoga,Normandie,1.171973881
Yoga,Bourgogne-Franche-Comté,1.60201807
Yoga,Bretagne,3.989476081
Yoga,Centre-Val de Loire,1.712892202
Yoga,Champagne-Ardenne,0.9007373604
Yoga,Corse,1.876035567
Yoga,Occitanie,5.257492215
Yoga,Hauts-de-France,3.053534907
Yoga,Pays de la Loire,6.110091663
Yoga,Provence-Alpes-Côte d'Azur,6.988946163
Yoga,Auvergne-Rhône-Alpes,10
Yoga,Île-de-France,9.274303624
