ticket_geo_region_name,ticket_taxonomy_tag_name,year,Rank,Max,Min,Demand_factor_max_to_min
France,Cours de yoga,2018,3,8,6,2
France,Wedding planner,2018,1,1,2,2
France,Peintre,2018,2,7,11,2
France,Installation de moustiquaire,2018,5,3,6,4
France,Traiteur,2018,4,11,6,2
France,Cours de yoga,2019,3,8,5,2
France,Wedding planner,2019,1,8,11,2
France,Peintre,2019,2,7,11,2
France,Installation de moustiquaire,2019,5,4,2,3
France,Traiteur,2019,4,11,6,2
France,Cours de yoga,2020,3,3,1,2
France,Wedding planner,2020,2,1,2,2
France,Peintre,2020,1,3,0,2
France,Installation de moustiquaire,2020,5,2,4,4
France,Traiteur,2020,4,0,3,3
