date,piscine semi enterrée
2018-01-07,0.13924050632911392
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.31645569620253167
2018-02-25,0.0
2018-03-04,0.3227848101265823
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.310126582278481
2018-04-29,0.0
2018-05-06,0.4873417721518987
2018-05-13,0.3227848101265823
2018-05-20,0.0
2018-05-27,0.31645569620253167
2018-06-03,0.0
2018-06-10,0.13924050632911392
2018-06-17,0.1518987341772152
2018-06-24,0.31645569620253167
2018-07-01,0.45569620253164556
2018-07-08,0.7848101265822784
2018-07-15,0.3291139240506329
2018-07-22,0.3291139240506329
2018-07-29,0.7848101265822784
2018-08-05,0.0
2018-08-12,0.6518987341772152
2018-08-19,0.0
2018-08-26,0.310126582278481
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.1518987341772152
2018-10-21,0.0
2018-10-28,0.1518987341772152
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.3227848101265823
2018-12-16,0.1518987341772152
2018-12-23,0.0
2018-12-30,0.15822784810126583
2019-01-06,0.46835443037974683
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.33544303797468356
2019-02-17,0.1518987341772152
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.5506329113924051
2019-03-31,0.14556962025316456
2019-04-07,0.4873417721518987
2019-04-14,0.15822784810126583
2019-04-21,0.0
2019-04-28,0.13924050632911392
2019-05-05,0.13924050632911392
2019-05-12,0.0
2019-05-19,0.14556962025316456
2019-05-26,0.13924050632911392
2019-06-02,0.0
2019-06-09,0.2974683544303797
2019-06-16,0.0
2019-06-23,0.45569620253164556
2019-06-30,0.45569620253164556
2019-07-07,0.6075949367088608
2019-07-14,0.1518987341772152
2019-07-21,0.620253164556962
2019-07-28,0.46835443037974683
2019-08-04,0.4620253164556962
2019-08-11,0.6012658227848101
2019-08-18,0.4620253164556962
2019-08-25,0.5822784810126582
2019-09-01,0.13924050632911392
2019-09-08,0.0
2019-09-15,0.5822784810126582
2019-09-22,0.12658227848101267
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.2721518987341772
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.27848101265822783
2019-12-08,0.0
2019-12-15,0.12658227848101267
2019-12-22,0.13924050632911392
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.2468354430379747
2020-02-02,0.12025316455696203
2020-02-09,0.12025316455696203
2020-02-16,0.12658227848101267
2020-02-23,0.0
2020-03-01,0.25949367088607594
2020-03-08,0.0
2020-03-15,0.22784810126582278
2020-03-22,0.22151898734177214
2020-03-29,0.47468354430379744
2020-04-05,0.25949367088607594
2020-04-12,0.8164556962025317
2020-04-19,0.3924050632911392
2020-04-26,0.5126582278481012
2020-05-03,0.0
2020-05-10,0.13924050632911392
2020-05-17,1.0
2020-05-24,0.43037974683544306
2020-05-31,0.8670886075949367
2020-06-07,0.3924050632911392
2020-06-14,0.35443037974683544
2020-06-21,0.0
