date,piscine semi enterrée
2018-01-07,0.0
2018-01-14,0.13114754098360656
2018-01-21,0.14207650273224043
2018-01-28,0.09289617486338798
2018-02-04,0.0
2018-02-11,0.09289617486338798
2018-02-18,0.14754098360655737
2018-02-25,0.28415300546448086
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.14207650273224043
2018-04-01,0.2459016393442623
2018-04-08,0.0
2018-04-15,0.15300546448087432
2018-04-22,0.0
2018-04-29,0.2459016393442623
2018-05-06,0.3770491803278688
2018-05-13,0.09289617486338798
2018-05-20,0.34972677595628415
2018-05-27,0.3989071038251366
2018-06-03,0.09289617486338798
2018-06-10,0.0
2018-06-17,0.09289617486338798
2018-06-24,0.3005464480874317
2018-07-01,0.4207650273224044
2018-07-08,0.15846994535519127
2018-07-15,0.4808743169398907
2018-07-22,0.4426229508196721
2018-07-29,0.7158469945355191
2018-08-05,0.45901639344262296
2018-08-12,0.17486338797814208
2018-08-19,0.15300546448087432
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.09836065573770492
2018-09-16,0.25136612021857924
2018-09-23,0.09836065573770492
2018-09-30,0.2568306010928962
2018-10-07,0.0
2018-10-14,0.09836065573770492
2018-10-21,0.16393442622950818
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.09289617486338798
2018-12-23,0.09836065573770492
2018-12-30,0.15846994535519127
2019-01-06,0.09289617486338798
2019-01-13,0.09289617486338798
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.15300546448087432
2019-02-17,0.3224043715846995
2019-02-24,0.15300546448087432
2019-03-03,0.18032786885245902
2019-03-10,0.0
2019-03-17,0.09289617486338798
2019-03-24,0.09289617486338798
2019-03-31,0.2786885245901639
2019-04-07,0.15300546448087432
2019-04-14,0.26229508196721313
2019-04-21,0.4098360655737705
2019-04-28,0.08743169398907104
2019-05-05,0.08743169398907104
2019-05-12,0.3333333333333333
2019-05-19,0.15300546448087432
2019-05-26,0.1366120218579235
2019-06-02,0.4808743169398907
2019-06-09,0.13114754098360656
2019-06-16,0.2896174863387978
2019-06-23,0.6502732240437158
2019-06-30,0.5792349726775956
2019-07-07,0.09289617486338798
2019-07-14,0.41530054644808745
2019-07-21,0.34972677595628415
2019-07-28,0.09836065573770492
2019-08-04,0.3114754098360656
2019-08-11,0.2568306010928962
2019-08-18,0.25136612021857924
2019-08-25,0.2896174863387978
2019-09-01,0.17486338797814208
2019-09-08,0.0
2019-09-15,0.13114754098360656
2019-09-22,0.08196721311475409
2019-09-29,0.0
2019-10-06,0.08743169398907104
2019-10-13,0.08743169398907104
2019-10-20,0.0
2019-10-27,0.1366120218579235
2019-11-03,0.0
2019-11-10,0.08196721311475409
2019-11-17,0.08196721311475409
2019-11-24,0.0
2019-12-01,0.08196721311475409
2019-12-08,0.08196721311475409
2019-12-15,0.1366120218579235
2019-12-22,0.1366120218579235
2019-12-29,0.14207650273224043
2020-01-05,0.13114754098360656
2020-01-12,0.20218579234972678
2020-01-19,0.21311475409836064
2020-01-26,0.20218579234972678
2020-02-02,0.07650273224043716
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.12568306010928962
2020-03-15,0.21311475409836064
2020-03-22,0.0
2020-03-29,0.08743169398907104
2020-04-05,0.5245901639344263
2020-04-12,0.4644808743169399
2020-04-19,0.6830601092896175
2020-04-26,0.26229508196721313
2020-05-03,0.21311475409836064
2020-05-10,0.3551912568306011
2020-05-17,0.366120218579235
2020-05-24,0.3770491803278688
2020-05-31,0.3005464480874317
2020-06-07,0.24043715846994534
2020-06-14,0.26229508196721313
2020-06-21,1.0
