date,Pintores,isPartial
2018-01-07,86,False
2018-01-14,64,False
2018-01-21,51,False
2018-01-28,52,False
2018-02-04,59,False
2018-02-11,40,False
2018-02-18,79,False
2018-02-25,57,False
2018-03-04,88,False
2018-03-11,69,False
2018-03-18,78,False
2018-03-25,31,False
2018-04-01,56,False
2018-04-08,74,False
2018-04-15,51,False
2018-04-22,69,False
2018-04-29,38,False
2018-05-06,74,False
2018-05-13,100,False
2018-05-20,76,False
2018-05-27,75,False
2018-06-03,45,False
2018-06-10,47,False
2018-06-17,33,False
2018-06-24,38,False
2018-07-01,37,False
2018-07-08,19,False
2018-07-15,38,False
2018-07-22,46,False
2018-07-29,63,False
2018-08-05,30,False
2018-08-12,43,False
2018-08-19,56,False
2018-08-26,19,False
2018-09-02,75,False
2018-09-09,58,False
2018-09-16,44,False
2018-09-23,56,False
2018-09-30,81,False
2018-10-07,19,False
2018-10-14,76,False
2018-10-21,70,False
2018-10-28,32,False
2018-11-04,54,False
2018-11-11,32,False
2018-11-18,54,False
2018-11-25,75,False
2018-12-02,49,False
2018-12-09,51,False
2018-12-16,56,False
2018-12-23,64,False
2018-12-30,43,False
2019-01-06,64,False
2019-01-13,55,False
2019-01-20,70,False
2019-01-27,72,False
2019-02-03,55,False
2019-02-10,56,False
2019-02-17,49,False
2019-02-24,92,False
2019-03-03,38,False
2019-03-10,50,False
2019-03-17,72,False
2019-03-24,78,False
2019-03-31,36,False
2019-04-07,49,False
2019-04-14,19,False
2019-04-21,65,False
2019-04-28,24,False
2019-05-05,71,False
2019-05-12,56,False
2019-05-19,61,False
2019-05-26,36,False
2019-06-02,40,False
2019-06-09,53,False
2019-06-16,35,False
2019-06-23,55,False
2019-06-30,60,False
2019-07-07,30,False
2019-07-14,37,False
2019-07-21,31,False
2019-07-28,37,False
2019-08-04,34,False
2019-08-11,23,False
2019-08-18,57,False
2019-08-25,34,False
2019-09-01,64,False
2019-09-08,36,False
2019-09-15,60,False
2019-09-22,51,False
2019-09-29,62,False
2019-10-06,45,False
2019-10-13,77,False
2019-10-20,34,False
2019-10-27,61,False
2019-11-03,38,False
2019-11-10,54,False
2019-11-17,67,False
2019-11-24,52,False
2019-12-01,61,False
2019-12-08,61,False
2019-12-15,60,False
2019-12-22,53,False
2019-12-29,63,False
2020-01-05,67,False
2020-01-12,46,False
2020-01-19,43,False
2020-01-26,36,False
2020-02-02,74,False
2020-02-09,70,False
2020-02-16,38,False
2020-02-23,74,False
2020-03-01,50,False
2020-03-08,25,False
2020-03-15,43,False
2020-03-22,68,False
2020-03-29,27,False
2020-04-05,75,False
2020-04-12,77,False
2020-04-19,85,False
2020-04-26,66,False
2020-05-03,46,False
2020-05-10,65,False
2020-05-17,49,True
