date,yoga débutant
2018-01-07,0.2721518987341772
2018-01-14,0.12658227848101267
2018-01-21,0.25949367088607594
2018-01-28,0.13291139240506328
2018-02-04,0.13291139240506328
2018-02-11,0.13291139240506328
2018-02-18,0.13291139240506328
2018-02-25,0.0
2018-03-04,0.2721518987341772
2018-03-11,0.0
2018-03-18,0.13291139240506328
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.18354430379746836
2018-04-15,0.6329113924050633
2018-04-22,0.13924050632911392
2018-04-29,0.13924050632911392
2018-05-06,0.0
2018-05-13,0.13291139240506328
2018-05-20,0.0
2018-05-27,0.13291139240506328
2018-06-03,0.0
2018-06-10,0.13291139240506328
2018-06-17,0.13924050632911392
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.13924050632911392
2018-07-15,0.21518987341772153
2018-07-22,0.14556962025316456
2018-07-29,0.0
2018-08-05,0.1518987341772152
2018-08-12,0.1518987341772152
2018-08-19,0.0
2018-08-26,0.13924050632911392
2018-09-02,0.27848101265822783
2018-09-09,0.7278481012658228
2018-09-16,0.13924050632911392
2018-09-23,0.13924050632911392
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.13924050632911392
2018-11-04,0.41139240506329117
2018-11-11,0.13924050632911392
2018-11-18,0.13291139240506328
2018-11-25,0.0
2018-12-02,0.13291139240506328
2018-12-09,0.0
2018-12-16,0.2848101265822785
2018-12-23,0.5316455696202531
2018-12-30,0.0
2019-01-06,0.13291139240506328
2019-01-13,0.13291139240506328
2019-01-20,0.0
2019-01-27,0.12658227848101267
2019-02-03,0.13291139240506328
2019-02-10,0.13291139240506328
2019-02-17,0.2848101265822785
2019-02-24,0.13291139240506328
2019-03-03,0.12658227848101267
2019-03-10,0.0
2019-03-17,0.2721518987341772
2019-03-24,0.4177215189873418
2019-03-31,0.12658227848101267
2019-04-07,0.189873417721519
2019-04-14,0.26582278481012656
2019-04-21,0.12658227848101267
2019-04-28,0.12658227848101267
2019-05-05,0.0
2019-05-12,0.25316455696202533
2019-05-19,0.0
2019-05-26,0.13291139240506328
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.12658227848101267
2019-06-23,0.12658227848101267
2019-06-30,0.12658227848101267
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.1962025316455696
2019-07-28,0.0
2019-08-04,0.4177215189873418
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.2721518987341772
2019-09-01,0.0
2019-09-08,0.12025316455696203
2019-09-15,0.3860759493670886
2019-09-22,0.2468354430379747
2019-09-29,0.0
2019-10-06,0.189873417721519
2019-10-13,0.12025316455696203
2019-10-20,0.43670886075949367
2019-10-27,0.12025316455696203
2019-11-03,0.0
2019-11-10,0.12025316455696203
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.11392405063291139
2019-12-15,0.22784810126582278
2019-12-22,0.0
2019-12-29,0.2468354430379747
2020-01-05,0.17088607594936708
2020-01-12,0.11392405063291139
2020-01-19,0.11392405063291139
2020-01-26,0.10759493670886076
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.2088607594936709
2020-02-23,0.10759493670886076
2020-03-01,0.10759493670886076
2020-03-08,0.10759493670886076
2020-03-15,0.17088607594936708
2020-03-22,1.0
2020-03-29,0.8227848101265823
2020-04-05,0.3987341772151899
2020-04-12,0.3670886075949367
2020-04-19,0.5
2020-04-26,0.2848101265822785
2020-05-03,0.12658227848101267
2020-05-10,0.5949367088607594
2020-05-17,0.3860759493670886
