ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index,Country_chosen
Alquiler de coches,Andalucía,2019,0,0.4735202492,0
Alquiler de coches,Andalucía,2019,1,0.3648038655,0
Alquiler de coches,Andalucía,2019,2,0.5141076992,0
Alquiler de coches,Andalucía,2019,3,0.4179540975,0
Alquiler de coches,Andalucía,2019,4,0.4276177761,0
Alquiler de coches,Andalucía,2019,5,0.5411659991,0
Alquiler de coches,Andalucía,2019,6,0.6764574989,0
Alquiler de coches,Andalucía,2019,7,0.7175281327,0
Alquiler de coches,Andalucía,2019,8,0.5044440206,0
Alquiler de coches,Andalucía,2019,9,0.3889630619,0
Alquiler de coches,Andalucía,2019,10,0.3164854727,0
Alquiler de coches,Andalucía,2019,11,0.4310000636,0
Alquiler de coches,Andalucía,2020,0,0.4131222582,0
Alquiler de coches,Andalucía,2020,1,0.4252018564,0
Alquiler de coches,Andalucía,2020,2,0.3053722424,0
Alquiler de coches,Andalucía,2020,3,0.3140695531,0
Alquiler de coches,Aragón,2019,0,0.1284887787,0
Alquiler de coches,Aragón,2019,1,0.138057092,0
Alquiler de coches,Aragón,2019,2,0.1979273953,0
Alquiler de coches,Aragón,2019,3,0.2323733232,0
Alquiler de coches,Aragón,2019,4,0.2774810859,0
Alquiler de coches,Aragón,2019,5,0.3050925043,0
Alquiler de coches,Aragón,2019,6,0.2446754403,0
Alquiler de coches,Aragón,2019,7,0.3362578676,0
Alquiler de coches,Aragón,2019,8,0.2143302181,0
Alquiler de coches,Aragón,2019,9,0.1872655604,0
Alquiler de coches,Aragón,2019,10,0.2378409308,0
Alquiler de coches,Aragón,2019,11,0.1662152712,0
Alquiler de coches,Aragón,2020,0,0.1503592091,0
Alquiler de coches,Aragón,2020,1,0.2282726175,0
Alquiler de coches,Aragón,2020,2,0.1651217496,0
Alquiler de coches,Aragón,2020,3,0.07928031025,0
Alquiler de coches,Asturias,2019,0,0.2120287367,0
Alquiler de coches,Asturias,2019,1,0.175472058,0
Alquiler de coches,Asturias,2019,2,0.2596986458,0
Alquiler de coches,Asturias,2019,3,0.1974060652,0
Alquiler de coches,Asturias,2019,4,0.3100006358,0
Alquiler de coches,Asturias,2019,5,0.29245343,0
Alquiler de coches,Asturias,2019,6,0.2544344841,0
Alquiler de coches,Asturias,2019,7,0.3421705131,0
Alquiler de coches,Asturias,2019,8,0.2035475873,0
Alquiler de coches,Asturias,2019,9,0.1813211266,0
Alquiler de coches,Asturias,2019,10,0.1038209676,0
Alquiler de coches,Asturias,2019,11,0.1637739208,0
Alquiler de coches,Asturias,2020,0,0.2544344841,0
Alquiler de coches,Asturias,2020,1,0.2193400725,0
Alquiler de coches,Asturias,2020,2,0.06550956831,0
Alquiler de coches,Asturias,2020,3,0.09358509759,0
Alquiler de coches,Illes Balears,2019,0,0.5731769343,0
Alquiler de coches,Illes Balears,2019,1,0.5337275097,0
Alquiler de coches,Illes Balears,2019,2,0.3490113803,0
Alquiler de coches,Illes Balears,2019,3,0.2042087863,0
Alquiler de coches,Illes Balears,2019,4,0.3132748426,0
Alquiler de coches,Illes Balears,2019,5,0.2970309619,0
Alquiler de coches,Illes Balears,2019,6,0.3318392778,0
Alquiler de coches,Illes Balears,2019,7,0.3016720707,0
Alquiler de coches,Illes Balears,2019,8,0.2617585352,0
Alquiler de coches,Illes Balears,2019,9,0.327198169,0
Alquiler de coches,Illes Balears,2019,10,0.3898531375,0
Alquiler de coches,Illes Balears,2019,11,0.3861402505,0
Alquiler de coches,Illes Balears,2020,0,0.3573653761,0
Alquiler de coches,Illes Balears,2020,1,0.2436582109,0
Alquiler de coches,Illes Balears,2020,2,0.1002479496,0
Alquiler de coches,Illes Balears,2020,3,0.1345921546,0
Alquiler de coches,País Vasco,2019,0,0.1503592091,0
Alquiler de coches,País Vasco,2019,1,0.1626613262,0
Alquiler de coches,País Vasco,2019,2,0.2613516435,0
Alquiler de coches,País Vasco,2019,3,0.2187043042,0
Alquiler de coches,País Vasco,2019,4,0.2679127726,0
Alquiler de coches,País Vasco,2019,5,0.2668192511,0
Alquiler de coches,País Vasco,2019,6,0.3198550448,0
Alquiler de coches,País Vasco,2019,7,0.3485599847,0
Alquiler de coches,País Vasco,2019,8,0.159654142,0
Alquiler de coches,País Vasco,2019,9,0.1544599148,0
Alquiler de coches,País Vasco,2019,10,0.1585606205,0
Alquiler de coches,País Vasco,2019,11,0.1552800559,0
Alquiler de coches,País Vasco,2020,0,0.1708627376,0
Alquiler de coches,País Vasco,2020,1,0.1599275224,0
Alquiler de coches,País Vasco,2020,2,0.1235679318,0
Alquiler de coches,País Vasco,2020,3,0.05740987984,0
Alquiler de coches,Islas Canarias,2019,0,0.3818424566,0
Alquiler de coches,Islas Canarias,2019,1,0.3650581728,0
Alquiler de coches,Islas Canarias,2019,2,0.3558268167,0
Alquiler de coches,Islas Canarias,2019,3,0.3566660309,0
Alquiler de coches,Islas Canarias,2019,4,0.4342933435,0
Alquiler de coches,Islas Canarias,2019,5,0.4615678047,0
Alquiler de coches,Islas Canarias,2019,6,0.4888422659,0
Alquiler de coches,Islas Canarias,2019,7,0.4196070952,0
Alquiler de coches,Islas Canarias,2019,8,0.4128933817,0
Alquiler de coches,Islas Canarias,2019,9,0.3860385276,0
Alquiler de coches,Islas Canarias,2019,10,0.3398817471,0
Alquiler de coches,Islas Canarias,2019,11,0.2702269693,0
Alquiler de coches,Islas Canarias,2020,0,0.3650581728,0
Alquiler de coches,Islas Canarias,2020,1,0.3335876407,0
Alquiler de coches,Islas Canarias,2020,2,0.1946976922,0
Alquiler de coches,Islas Canarias,2020,3,0.05035285142,0
Alquiler de coches,Cantabria,2019,0,0.1804310509,0
Alquiler de coches,Cantabria,2019,1,0.2895288957,0
Alquiler de coches,Cantabria,2019,2,0.2305041643,0
Alquiler de coches,Cantabria,2019,3,0.3454765084,0
Alquiler de coches,Cantabria,2019,4,0.2475681862,0
Alquiler de coches,Cantabria,2019,5,0.2651916842,0
Alquiler de coches,Cantabria,2019,6,0.2671498506,0
Alquiler de coches,Cantabria,2019,7,0.1748362897,0
Alquiler de coches,Cantabria,2019,8,0.2976412995,0
Alquiler de coches,Cantabria,2019,9,0.1916205735,0
Alquiler de coches,Cantabria,2019,10,0.1832284316,0
Alquiler de coches,Cantabria,2019,11,0.1656049336,0
Alquiler de coches,Cantabria,2020,0,0.207006167,0
Alquiler de coches,Cantabria,2020,1,0.2517642571,0
Alquiler de coches,Cantabria,2020,2,0.09958675059,0
Alquiler de coches,Cantabria,2020,3,0.1090978447,0
Alquiler de coches,Castilla y León,2019,0,0.2020789624,0
Alquiler de coches,Castilla y León,2019,1,0.2962998283,0
Alquiler de coches,Castilla y León,2019,2,0.2023269121,0
Alquiler de coches,Castilla y León,2019,3,0.2541483883,0
Alquiler de coches,Castilla y León,2019,4,0.2876215907,0
Alquiler de coches,Castilla y León,2019,5,0.2618348274,0
Alquiler de coches,Castilla y León,2019,6,0.4029181766,0
Alquiler de coches,Castilla y León,2019,7,0.3446500095,0
Alquiler de coches,Castilla y León,2019,8,0.2925805836,0
Alquiler de coches,Castilla y León,2019,9,0.2243944307,0
Alquiler de coches,Castilla y León,2019,10,0.1698455083,0
Alquiler de coches,Castilla y León,2019,11,0.1785237459,0
Alquiler de coches,Castilla y León,2020,0,0.1810032424,0
Alquiler de coches,Castilla y León,2020,1,0.2467098989,0
Alquiler de coches,Castilla y León,2020,2,0.1269502193,0
Alquiler de coches,Castilla y León,2020,3,0.1214953271,0
Alquiler de coches,Castilla-La Mancha,2019,0,0.214953271,0
Alquiler de coches,Castilla-La Mancha,2019,1,0.2349799733,0
Alquiler de coches,Castilla-La Mancha,2019,2,0.2787716956,0
Alquiler de coches,Castilla-La Mancha,2019,3,0.3097463284,0
Alquiler de coches,Castilla-La Mancha,2019,4,0.2349799733,0
Alquiler de coches,Castilla-La Mancha,2019,5,0.3834445928,0
Alquiler de coches,Castilla-La Mancha,2019,6,0.4886515354,0
Alquiler de coches,Castilla-La Mancha,2019,7,0.3044058745,0
Alquiler de coches,Castilla-La Mancha,2019,8,0.2574098798,0
Alquiler de coches,Castilla-La Mancha,2019,9,0.1495327103,0
Alquiler de coches,Castilla-La Mancha,2019,10,0.1602136182,0
Alquiler de coches,Castilla-La Mancha,2019,11,0.1730307076,0
Alquiler de coches,Castilla-La Mancha,2020,0,0.2830440587,0
Alquiler de coches,Castilla-La Mancha,2020,1,0.3164218959,0
Alquiler de coches,Castilla-La Mancha,2020,2,0.1292389853,0
Alquiler de coches,Castilla-La Mancha,2020,3,0.1201602136,0
Alquiler de coches,Cataluña,2019,0,0.507788162,0
Alquiler de coches,Cataluña,2019,1,0.507788162,0
Alquiler de coches,Cataluña,2019,2,0.6105919003,0
Alquiler de coches,Cataluña,2019,3,0.5856697819,0
Alquiler de coches,Cataluña,2019,4,0.5576323988,0
Alquiler de coches,Cataluña,2019,5,0.6728971963,0
Alquiler de coches,Cataluña,2019,6,1,0
Alquiler de coches,Cataluña,2019,7,0.7040498442,0
Alquiler de coches,Cataluña,2019,8,0.6205607477,0
Alquiler de coches,Cataluña,2019,9,0.7165109034,0
Alquiler de coches,Cataluña,2019,10,0.46105919,0
Alquiler de coches,Cataluña,2019,11,0.431152648,0
Alquiler de coches,Cataluña,2020,0,0.6292834891,0
Alquiler de coches,Cataluña,2020,1,0.5295950156,0
Alquiler de coches,Cataluña,2020,2,0.3239875389,0
Alquiler de coches,Cataluña,2020,3,0.2679127726,0
Alquiler de coches,Ceuta,2019,0,0,0
Alquiler de coches,Ceuta,2019,1,0.08086973107,0
Alquiler de coches,Ceuta,2019,2,0.1226524255,0
Alquiler de coches,Ceuta,2019,3,0,0
Alquiler de coches,Ceuta,2019,4,0.15836989,0
Alquiler de coches,Ceuta,2019,5,0.1320872274,0
Alquiler de coches,Ceuta,2019,6,0,0
Alquiler de coches,Ceuta,2019,7,0,0
Alquiler de coches,Ceuta,2019,8,0.06200012715,0
Alquiler de coches,Ceuta,2019,9,0.1415220294,0
