ticket_taxonomy_tag_name,ticket_geo_region_name,Score
Alquiler de coches,Andalucía,7.828473508
Alquiler de coches,Aragón,3.614579131
Alquiler de coches,Asturias,3.655419593
Alquiler de coches,Cantabria,3.848829953
Alquiler de coches,Castilla y León,4.226341322
Alquiler de coches,Castilla-La Mancha,4.325175585
Alquiler de coches,Cataluña,10
Alquiler de coches,Ceuta,1.015115626
Alquiler de coches,Extremadura,3.30891353
Alquiler de coches,Galicia,4.901975996
Alquiler de coches,Illes Balears,5.787777858
Alquiler de coches,Islas Canarias,6.335322776
Alquiler de coches,La Rioja,0.9548289666
Alquiler de coches,Madrid,8.117235744
Alquiler de coches,Melilla,2.026404074
Alquiler de coches,Murcia,4.518620423
Alquiler de coches,Navarra,1.983236275
Alquiler de coches,País Vasco,3.557869676
Alquiler de coches,Valencia,5.985911851
Entrenador personal,Andalucía,5.357235871
Entrenador personal,Aragón,3.387012762
Entrenador personal,Asturias,2.940020835
Entrenador personal,Cantabria,1.545576873
Entrenador personal,Castilla y León,2.675371126
Entrenador personal,Castilla-La Mancha,2.140289956
Entrenador personal,Cataluña,6.724021182
Entrenador personal,Ceuta,0
Entrenador personal,Extremadura,1.287238476
Entrenador personal,Galicia,2.265873774
Entrenador personal,Illes Balears,4.778218595
Entrenador personal,Islas Canarias,4.566854762
Entrenador personal,La Rioja,1.21631218
Entrenador personal,Madrid,10
Entrenador personal,Melilla,0
Entrenador personal,Murcia,3.703481205
Entrenador personal,Navarra,1.225809532
Entrenador personal,País Vasco,3.427380849
Entrenador personal,Valencia,5.19967011
Instalación de aire acondicionado,Andalucía,9.159571342
Instalación de aire acondicionado,Aragón,2.149762497
Instalación de aire acondicionado,Asturias,0.8406332415
Instalación de aire acondicionado,Cantabria,1.202652889
Instalación de aire acondicionado,Castilla y León,1.174773749
Instalación de aire acondicionado,Castilla-La Mancha,2.616882223
Instalación de aire acondicionado,Cataluña,9.585662794
Instalación de aire acondicionado,Ceuta,3.030810262
Instalación de aire acondicionado,Extremadura,2.19968085
Instalación de aire acondicionado,Galicia,0.9797499619
Instalación de aire acondicionado,Illes Balears,2.675393079
Instalación de aire acondicionado,Islas Canarias,1.594058154
Instalación de aire acondicionado,La Rioja,1.283965496
Instalación de aire acondicionado,Madrid,4.400254427
Instalación de aire acondicionado,Melilla,4.762739037
Instalación de aire acondicionado,Murcia,5.153716537
Instalación de aire acondicionado,Navarra,0.9134649363
Instalación de aire acondicionado,País Vasco,1.176131439
Instalación de aire acondicionado,Valencia,10
Manitas,Andalucía,5.69527105
Manitas,Aragón,3.267430796
Manitas,Asturias,1.761807958
Manitas,Cantabria,1.81378316
Manitas,Castilla y León,3.015585352
Manitas,Castilla-La Mancha,4.057201557
Manitas,Cataluña,8.091782007
Manitas,Ceuta,0
Manitas,Extremadura,2.099963956
Manitas,Galicia,2.618512111
Manitas,Illes Balears,2.906531142
Manitas,Islas Canarias,2.741637832
Manitas,La Rioja,1.232165513
Manitas,Madrid,10
Manitas,Melilla,0
Manitas,Murcia,3.447145329
Manitas,Navarra,1.586577278
Manitas,País Vasco,2.325547866
Manitas,Valencia,5.291904556
Mudanza,Andalucía,2.497749379
Mudanza,Aragón,1.769307774
Mudanza,Asturias,1.569101881
Mudanza,Cantabria,1.150670927
Mudanza,Castilla y León,2.302066028
Mudanza,Castilla-La Mancha,2.347660632
Mudanza,Cataluña,4.919503017
Mudanza,Ceuta,0
Mudanza,Extremadura,0.8608306709
Mudanza,Galicia,2.701398651
Mudanza,Illes Balears,1.220262691
Mudanza,Islas Canarias,2.210351438
Mudanza,La Rioja,1.511778488
Mudanza,Madrid,10
Mudanza,Melilla,0
Mudanza,Murcia,1.477373092
Mudanza,Navarra,1.179787007
Mudanza,País Vasco,2.429534966
Mudanza,Valencia,2.470358537
Nutricionista,Andalucía,5.396073586
Nutricionista,Aragón,4.164332784
Nutricionista,Asturias,3.900851181
Nutricionista,Cantabria,2.400013729
Nutricionista,Castilla y León,3.958992312
Nutricionista,Castilla-La Mancha,2.992504119
Nutricionista,Cataluña,5.830518946
Nutricionista,Ceuta,0
Nutricionista,Extremadura,1.712273476
Nutricionista,Galicia,4.432317408
Nutricionista,Illes Balears,3.383855025
Nutricionista,Islas Canarias,3.6394838
Nutricionista,La Rioja,1.63616145
Nutricionista,Madrid,10
Nutricionista,Melilla,0
Nutricionista,Murcia,4.309170785
Nutricionista,Navarra,3.303130148
Nutricionista,País Vasco,7.180354201
