,geoName,jardin facile
3,Brittany,85.29411764705883
5,Centre-Val de Loire,83.82352941176471
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,44.11764705882353
21,Île-de-France,35.294117647058826
22,Grand-est,39.21568627450981
23,Hauts-de-france,74.26470588235294
24,Normandie,29.411764705882355
25,Bourgogne-Franche-Comté,96.32352941176471
26,Nouvelle-Aquitaine,71.56862745098039
27,Occitanie,50.0
28,Auvergne-Rhône-Alpes,49.26470588235294
