date,jardin facile
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.6081081081081081
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.27702702702702703
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.2905405405405405
2018-03-25,0.2972972972972973
2018-04-01,0.9527027027027027
2018-04-08,0.3108108108108108
2018-04-15,0.33783783783783783
2018-04-22,0.30405405405405406
2018-04-29,0.30405405405405406
2018-05-06,0.9459459459459459
2018-05-13,0.30405405405405406
2018-05-20,0.3108108108108108
2018-05-27,0.2972972972972973
2018-06-03,0.30405405405405406
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.6148648648648649
2018-07-15,1.0
2018-07-22,0.668918918918919
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.3310810810810811
2018-08-26,0.6216216216216216
2018-09-02,0.3108108108108108
2018-09-09,0.3108108108108108
2018-09-16,0.3108108108108108
2018-09-23,0.3108108108108108
2018-09-30,0.30405405405405406
2018-10-07,0.3108108108108108
2018-10-14,0.31756756756756754
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.4594594594594595
2018-11-18,0.0
2018-11-25,0.2972972972972973
2018-12-02,0.2972972972972973
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.33783783783783783
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.28378378378378377
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.2905405405405405
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.28378378378378377
2019-03-17,0.2972972972972973
2019-03-24,0.0
2019-03-31,0.27702702702702703
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.2905405405405405
2019-04-28,0.0
2019-05-05,0.5945945945945946
2019-05-12,0.0
2019-05-19,0.27702702702702703
2019-05-26,0.9391891891891891
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.28378378378378377
2019-06-23,0.28378378378378377
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.2905405405405405
2019-07-21,0.0
2019-07-28,0.5878378378378378
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.31756756756756754
2019-08-25,0.2972972972972973
2019-09-01,0.2702702702702703
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.2702702702702703
2019-10-20,0.0
2019-10-27,0.2635135135135135
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.5
2019-12-15,0.25675675675675674
2019-12-22,0.0
2019-12-29,0.5540540540540541
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.25
2020-01-26,0.5202702702702703
2020-02-02,0.0
2020-02-09,0.4797297297297297
2020-02-16,0.0
2020-02-23,0.23648648648648649
2020-03-01,0.5
2020-03-08,0.9662162162162162
2020-03-15,0.668918918918919
2020-03-22,0.6554054054054054
2020-03-29,0.22297297297297297
2020-04-05,0.4391891891891892
2020-04-12,0.8783783783783784
2020-04-19,0.6756756756756757
2020-04-26,0.7297297297297297
2020-05-03,0.8513513513513513
2020-05-10,0.0
2020-05-17,0.5608108108108109
