,geoName,naturopathe
3,Brittany,82.91457286432161
5,Centre-Val de Loire,55.77889447236182
7,Corsica,52.763819095477395
15,Pays de la Loire,75.37688442211056
18,Provence-Alpes-Côte d'Azur,75.37688442211056
21,Île-de-France,67.8391959798995
22,Grand-est,63.819095477386945
23,Hauts-de-france,48.99497487437186
24,Normandie,55.0251256281407
25,Bourgogne-Franche-Comté,58.79396984924623
26,Nouvelle-Aquitaine,100.0
27,Occitanie,89.69849246231156
28,Auvergne-Rhône-Alpes,73.11557788944724
