,geoName,means
0,Baden-Württemberg,100.0
1,Bavaria,99.0
2,Berlin,53.0
3,Brandenburg,68.0
4,Bremen,51.0
5,Hamburg,49.0
6,Hesse,67.0
7,Lower Saxony,82.0
8,Mecklenburg-Vorpommern,60.0
9,North Rhine-Westphalia,82.0
10,Rhineland-Palatinate,80.0
11,Saarland,70.0
12,Saxony,67.0
13,Saxony-Anhalt,68.0
14,Schleswig-Holstein,69.0
15,Thuringia,74.0
