,geoName,means
0,Baden-Württemberg,65.0
1,Bavaria,72.0
2,Berlin,100.0
3,Brandenburg,26.0
4,Bremen,6.0
5,Hamburg,61.0
6,Hesse,54.0
7,Lower Saxony,74.0
8,Mecklenburg-Vorpommern,14.0
9,North Rhine-Westphalia,81.0
10,Rhineland-Palatinate,32.0
11,Saarland,9.0
12,Saxony,43.0
13,Saxony-Anhalt,11.0
14,Schleswig-Holstein,32.0
15,Thuringia,11.0
