,geoName,means
0,Baden-Württemberg,48.0
1,Bavaria,22.0
2,Berlin,37.0
3,Brandenburg,85.0
4,Bremen,6.0
5,Hamburg,13.0
6,Hesse,26.0
7,Lower Saxony,29.0
8,Mecklenburg-Vorpommern,6.0
9,North Rhine-Westphalia,100.0
10,Rhineland-Palatinate,18.0
11,Saarland,14.0
12,Saxony,13.0
13,Saxony-Anhalt,26.0
14,Schleswig-Holstein,25.0
15,Thuringia,18.0
