,geoName,means
0,Baden-Württemberg,96.0
1,Bavaria,100.0
2,Berlin,63.0
3,Brandenburg,29.0
4,Bremen,44.0
5,Hamburg,60.0
6,Hesse,83.0
7,Lower Saxony,68.0
8,Mecklenburg-Vorpommern,17.0
9,North Rhine-Westphalia,88.0
10,Rhineland-Palatinate,86.0
11,Saarland,31.0
12,Saxony,49.0
13,Saxony-Anhalt,45.0
14,Schleswig-Holstein,52.0
15,Thuringia,43.0
