,geoName,means
0,Baden-Württemberg,100.0
1,Bavaria,34.0
2,Berlin,0.0
3,Brandenburg,0.0
4,Bremen,0.0
5,Hamburg,0.0
6,Hesse,0.0
7,Lower Saxony,0.0
8,Mecklenburg-Vorpommern,0.0
9,North Rhine-Westphalia,23.0
10,Rhineland-Palatinate,0.0
11,Saarland,0.0
12,Saxony,0.0
13,Saxony-Anhalt,0.0
14,Schleswig-Holstein,0.0
15,Thuringia,0.0
