,date,means
0,2018-01-07,28.0
1,2018-01-14,52.0
2,2018-01-21,66.0
3,2018-01-28,45.0
4,2018-02-04,65.0
5,2018-02-11,65.0
6,2018-02-18,67.0
7,2018-02-25,49.0
8,2018-03-04,53.0
9,2018-03-11,56.0
10,2018-03-18,50.0
11,2018-03-25,38.0
12,2018-04-01,41.0
13,2018-04-08,50.0
14,2018-04-15,44.0
15,2018-04-22,42.0
16,2018-04-29,73.0
17,2018-05-06,52.0
18,2018-05-13,31.0
19,2018-05-20,63.0
20,2018-05-27,26.0
21,2018-06-03,46.0
22,2018-06-10,78.0
23,2018-06-17,45.0
24,2018-06-24,32.0
25,2018-07-01,45.0
26,2018-07-08,27.0
27,2018-07-15,47.0
28,2018-07-22,66.0
29,2018-07-29,52.0
30,2018-08-05,56.0
31,2018-08-12,71.0
32,2018-08-19,44.0
33,2018-08-26,65.0
34,2018-09-02,39.0
35,2018-09-09,50.0
36,2018-09-16,100.0
37,2018-09-23,58.0
38,2018-09-30,54.0
39,2018-10-07,65.0
40,2018-10-14,51.0
41,2018-10-21,72.0
42,2018-10-28,49.0
43,2018-11-04,51.0
44,2018-11-11,76.0
45,2018-11-18,74.0
46,2018-11-25,48.0
47,2018-12-02,27.0
48,2018-12-09,31.0
49,2018-12-16,53.0
50,2018-12-23,56.0
51,2018-12-30,44.0
52,2019-01-06,49.0
53,2019-01-13,71.0
54,2019-01-20,32.0
55,2019-01-27,55.0
56,2019-02-03,52.0
57,2019-02-10,74.0
58,2019-02-17,57.0
59,2019-02-24,48.0
60,2019-03-03,66.0
61,2019-03-10,74.0
62,2019-03-17,61.0
63,2019-03-24,37.0
64,2019-03-31,53.0
65,2019-04-07,54.0
66,2019-04-14,77.0
67,2019-04-21,29.0
68,2019-04-28,48.0
69,2019-05-05,49.0
70,2019-05-12,54.0
71,2019-05-19,73.0
72,2019-05-26,69.0
73,2019-06-02,60.0
74,2019-06-09,75.0
75,2019-06-16,75.0
76,2019-06-23,86.0
77,2019-06-30,87.0
78,2019-07-07,53.0
79,2019-07-14,70.0
80,2019-07-21,46.0
81,2019-07-28,70.0
82,2019-08-04,48.0
83,2019-08-11,71.0
84,2019-08-18,63.0
85,2019-08-25,74.0
86,2019-09-01,50.0
87,2019-09-08,91.0
88,2019-09-15,82.0
89,2019-09-22,56.0
90,2019-09-29,67.0
91,2019-10-06,65.0
92,2019-10-13,62.0
93,2019-10-20,50.0
94,2019-10-27,58.0
95,2019-11-03,71.0
96,2019-11-10,60.0
97,2019-11-17,65.0
98,2019-11-24,39.0
99,2019-12-01,62.0
100,2019-12-08,62.0
101,2019-12-15,50.0
102,2019-12-22,29.0
103,2019-12-29,51.0
104,2020-01-05,60.0
105,2020-01-12,66.0
106,2020-01-19,84.0
107,2020-01-26,77.0
108,2020-02-02,47.0
109,2020-02-09,57.0
110,2020-02-16,78.0
111,2020-02-23,46.0
112,2020-03-01,46.0
113,2020-03-08,46.0
114,2020-03-15,38.0
115,2020-03-22,32.0
116,2020-03-29,35.0
117,2020-04-05,35.0
118,2020-04-12,47.0
119,2020-04-19,24.0
120,2020-04-26,48.0
121,2020-05-03,65.0
122,2020-05-10,57.0
