,date,means
0,2018-01-07,45.0
1,2018-01-14,53.0
2,2018-01-21,40.0
3,2018-01-28,53.0
4,2018-02-04,31.0
5,2018-02-11,42.0
6,2018-02-18,49.0
7,2018-02-25,54.0
8,2018-03-04,44.0
9,2018-03-11,50.0
10,2018-03-18,32.0
11,2018-03-25,42.0
12,2018-04-01,30.0
13,2018-04-08,34.0
14,2018-04-15,39.0
15,2018-04-22,39.0
16,2018-04-29,43.0
17,2018-05-06,51.0
18,2018-05-13,38.0
19,2018-05-20,13.0
20,2018-05-27,46.0
21,2018-06-03,41.0
22,2018-06-10,10.0
23,2018-06-17,46.0
24,2018-06-24,28.0
25,2018-07-01,45.0
26,2018-07-08,38.0
27,2018-07-15,53.0
28,2018-07-22,50.0
29,2018-07-29,47.0
30,2018-08-05,42.0
31,2018-08-12,44.0
32,2018-08-19,38.0
33,2018-08-26,65.0
34,2018-09-02,49.0
35,2018-09-09,40.0
36,2018-09-16,47.0
37,2018-09-23,31.0
38,2018-09-30,69.0
39,2018-10-07,68.0
40,2018-10-14,46.0
41,2018-10-21,60.0
42,2018-10-28,58.0
43,2018-11-04,69.0
44,2018-11-11,47.0
45,2018-11-18,58.0
46,2018-11-25,83.0
47,2018-12-02,87.0
48,2018-12-09,80.0
49,2018-12-16,66.0
50,2018-12-23,44.0
51,2018-12-30,50.0
52,2019-01-06,64.0
53,2019-01-13,92.0
54,2019-01-20,43.0
55,2019-01-27,69.0
56,2019-02-03,53.0
57,2019-02-10,37.0
58,2019-02-17,57.0
59,2019-02-24,45.0
60,2019-03-03,70.0
61,2019-03-10,50.0
62,2019-03-17,51.0
63,2019-03-24,38.0
64,2019-03-31,48.0
65,2019-04-07,65.0
66,2019-04-14,33.0
67,2019-04-21,32.0
68,2019-04-28,66.0
69,2019-05-05,33.0
70,2019-05-12,36.0
71,2019-05-19,35.0
72,2019-05-26,22.0
73,2019-06-02,39.0
74,2019-06-09,30.0
75,2019-06-16,20.0
76,2019-06-23,34.0
77,2019-06-30,45.0
78,2019-07-07,33.0
79,2019-07-14,14.0
80,2019-07-21,35.0
81,2019-07-28,40.0
82,2019-08-04,50.0
83,2019-08-11,45.0
84,2019-08-18,24.0
85,2019-08-25,62.0
86,2019-09-01,37.0
87,2019-09-08,38.0
88,2019-09-15,53.0
89,2019-09-22,59.0
90,2019-09-29,57.0
91,2019-10-06,55.0
92,2019-10-13,48.0
93,2019-10-20,32.0
94,2019-10-27,42.0
95,2019-11-03,56.0
96,2019-11-10,60.0
97,2019-11-17,77.0
98,2019-11-24,58.0
99,2019-12-01,92.0
100,2019-12-08,100.0
101,2019-12-15,96.0
102,2019-12-22,90.0
103,2019-12-29,47.0
104,2020-01-05,29.0
105,2020-01-12,54.0
106,2020-01-19,39.0
107,2020-01-26,36.0
108,2020-02-02,39.0
109,2020-02-09,48.0
110,2020-02-16,61.0
111,2020-02-23,29.0
112,2020-03-01,43.0
113,2020-03-08,45.0
114,2020-03-15,26.0
115,2020-03-22,7.0
116,2020-03-29,35.0
117,2020-04-05,28.0
118,2020-04-12,24.0
119,2020-04-19,7.0
120,2020-04-26,25.0
121,2020-05-03,17.0
122,2020-05-10,14.0
123,2020-05-17,32.0
