,geoName,means
0,Baden-Württemberg,75.0
1,Bavaria,78.0
2,Berlin,86.0
3,Brandenburg,50.0
4,Bremen,12.0
5,Hamburg,79.0
6,Hesse,100.0
7,Lower Saxony,66.0
8,Mecklenburg-Vorpommern,49.0
9,North Rhine-Westphalia,79.0
10,Rhineland-Palatinate,46.0
11,Saarland,30.0
12,Saxony,31.0
13,Saxony-Anhalt,25.0
14,Schleswig-Holstein,47.0
15,Thuringia,49.0
