,geoName,means
0,Baden-Württemberg,77.0
1,Bavaria,62.0
2,Berlin,64.0
3,Brandenburg,57.0
4,Bremen,39.0
5,Hamburg,35.0
6,Hesse,92.0
7,Lower Saxony,86.0
8,Mecklenburg-Vorpommern,43.0
9,North Rhine-Westphalia,100.0
10,Rhineland-Palatinate,81.0
11,Saarland,31.0
12,Saxony,56.0
13,Saxony-Anhalt,41.0
14,Schleswig-Holstein,21.0
15,Thuringia,41.0
