,geoName,means
0,Baden-Württemberg,
1,Bavaria,
2,Berlin,
3,Brandenburg,
4,Bremen,
5,Hamburg,
6,Hesse,
7,Lower Saxony,
8,Mecklenburg-Vorpommern,
9,North Rhine-Westphalia,
10,Rhineland-Palatinate,
11,Saarland,
12,Saxony,
13,Saxony-Anhalt,
14,Schleswig-Holstein,
15,Thuringia,
