,geoName,means
0,Baden-Württemberg,50.0
1,Bavaria,59.0
2,Berlin,79.0
3,Brandenburg,57.0
4,Bremen,42.0
5,Hamburg,100.0
6,Hesse,50.0
7,Lower Saxony,58.0
8,Mecklenburg-Vorpommern,40.0
9,North Rhine-Westphalia,64.0
10,Rhineland-Palatinate,67.0
11,Saarland,96.0
12,Saxony,29.0
13,Saxony-Anhalt,29.0
14,Schleswig-Holstein,59.0
15,Thuringia,75.0
