,geoName,livraison traiteur
3,Brittany,75.0
5,Centre-Val de Loire,28.723404255319153
7,Corsica,0.0
15,Pays de la Loire,59.04255319148937
18,Provence-Alpes-Côte d'Azur,63.829787234042556
21,Île-de-France,78.19148936170212
22,Grand-est,100.0
23,Hauts-de-france,27.925531914893618
24,Normandie,30.319148936170215
25,Bourgogne-Franche-Comté,26.329787234042556
26,Nouvelle-Aquitaine,70.74468085106383
27,Occitanie,55.851063829787236
28,Auvergne-Rhône-Alpes,38.297872340425535
