date,Hochzeitsplaner,isPartial
2018-01-07,50,False
2018-01-14,62,False
2018-01-21,80,False
2018-01-28,65,False
2018-02-04,45,False
2018-02-11,53,False
2018-02-18,64,False
2018-02-25,69,False
2018-03-04,55,False
2018-03-11,34,False
2018-03-18,62,False
2018-03-25,45,False
2018-04-01,40,False
2018-04-08,38,False
2018-04-15,31,False
2018-04-22,32,False
2018-04-29,58,False
2018-05-06,65,False
2018-05-13,27,False
2018-05-20,54,False
2018-05-27,54,False
2018-06-03,40,False
2018-06-10,39,False
2018-06-17,37,False
2018-06-24,32,False
2018-07-01,45,False
2018-07-08,64,False
2018-07-15,44,False
2018-07-22,39,False
2018-07-29,69,False
2018-08-05,49,False
2018-08-12,47,False
2018-08-19,55,False
2018-08-26,39,False
2018-09-02,32,False
2018-09-09,43,False
2018-09-16,51,False
2018-09-23,30,False
2018-09-30,43,False
2018-10-07,35,False
2018-10-14,56,False
2018-10-21,42,False
2018-10-28,21,False
2018-11-04,66,False
2018-11-11,26,False
2018-11-18,40,False
2018-11-25,29,False
2018-12-02,28,False
2018-12-09,63,False
2018-12-16,29,False
2018-12-23,58,False
2018-12-30,64,False
2019-01-06,64,False
2019-01-13,44,False
2019-01-20,46,False
2019-01-27,39,False
2019-02-03,57,False
2019-02-10,47,False
2019-02-17,38,False
2019-02-24,31,False
2019-03-03,42,False
2019-03-10,30,False
2019-03-17,49,False
2019-03-24,51,False
2019-03-31,44,False
2019-04-07,43,False
2019-04-14,38,False
2019-04-21,54,False
2019-04-28,45,False
2019-05-05,35,False
2019-05-12,54,False
2019-05-19,48,False
2019-05-26,46,False
2019-06-02,20,False
2019-06-09,36,False
2019-06-16,34,False
2019-06-23,28,False
2019-06-30,46,False
2019-07-07,48,False
2019-07-14,52,False
2019-07-21,36,False
2019-07-28,45,False
2019-08-04,70,False
2019-08-11,72,False
2019-08-18,57,False
2019-08-25,46,False
2019-09-01,58,False
2019-09-08,33,False
2019-09-15,53,False
2019-09-22,44,False
2019-09-29,42,False
2019-10-06,39,False
2019-10-13,41,False
2019-10-20,51,False
2019-10-27,36,False
2019-11-03,37,False
2019-11-10,35,False
2019-11-17,30,False
2019-11-24,21,False
2019-12-01,24,False
2019-12-08,31,False
2019-12-15,46,False
2019-12-22,49,False
2019-12-29,76,False
2020-01-05,100,False
2020-01-12,59,False
2020-01-19,41,False
2020-01-26,27,False
2020-02-02,42,False
2020-02-09,42,False
2020-02-16,41,False
2020-02-23,40,False
2020-03-01,33,False
2020-03-08,52,False
2020-03-15,32,False
2020-03-22,36,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,24,True
