geoName,geoCode,climatisation appartement
Brittany,FR-E,0.0
Centre-Val de Loire,FR-F,44.628099173553714
Corsica,FR-H,0.0
Pays de la Loire,FR-R,0.0
Provence-Alpes-Côte d'Azur,FR-U,59.50413223140496
Île-de-France,FR-J,96.69421487603304
Grand-est,FR-GE,62.809917355371894
Hauts-de-france,FR-HF,8.677685950413222
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,54.54545454545454
Nouvelle-Aquitaine,FR-NA,100.0
Occitanie,FR-OC,48.34710743801652
Auvergne-Rhône-Alpes,FR-AR,34.71074380165289
