date,climatisation appartement
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.363013698630137
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.3493150684931507
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.3287671232876712
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.3150684931506849
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.6986301369863014
2018-06-24,0.0
2018-07-01,0.3150684931506849
2018-07-08,0.3424657534246575
2018-07-15,0.3493150684931507
2018-07-22,0.0
2018-07-29,0.684931506849315
2018-08-05,1.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.3424657534246575
2018-09-02,0.3287671232876712
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.363013698630137
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.3767123287671233
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.4178082191780822
2019-01-06,0.3082191780821918
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.3698630136986301
2019-02-10,0.0
2019-02-17,0.6917808219178082
2019-02-24,0.0
2019-03-03,0.3904109589041096
2019-03-10,0.0
2019-03-17,0.3219178082191781
2019-03-24,0.3835616438356164
2019-03-31,0.0
2019-04-07,0.3150684931506849
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.3287671232876712
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.6712328767123288
2019-06-02,0.0
2019-06-09,0.3424657534246575
2019-06-16,0.0
2019-06-23,0.6643835616438356
2019-06-30,0.3424657534246575
2019-07-07,0.3287671232876712
2019-07-14,0.3150684931506849
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.6027397260273972
2019-08-11,0.3013698630136986
2019-08-18,0.0
2019-08-25,0.2808219178082192
2019-09-01,0.0
2019-09-08,0.3287671232876712
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.2465753424657534
2019-10-20,0.3287671232876712
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.2602739726027397
2019-11-17,0.2465753424657534
2019-11-24,0.2328767123287671
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.3493150684931507
2020-01-05,0.2328767123287671
2020-01-12,0.0
2020-01-19,0.23972602739726026
2020-01-26,0.0
2020-02-02,0.2465753424657534
2020-02-09,0.23972602739726026
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.5821917808219178
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.3013698630136986
2020-05-10,0.0
2020-05-17,0.2876712328767123
2020-05-24,0.2191780821917808
2020-05-31,0.4726027397260274
2020-06-07,0.4794520547945205
2020-06-14,0.2808219178082192
2020-06-21,
