,geoName,capteur solaire
3,Brittany,86.58536585365853
5,Centre-Val de Loire,62.19512195121951
7,Corsica,0.0
15,Pays de la Loire,93.90243902439023
18,Provence-Alpes-Côte d'Azur,82.92682926829268
21,Île-de-France,42.68292682926829
22,Grand-est,55.28455284552846
23,Hauts-de-france,34.146341463414636
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,14.227642276422763
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,18.902439024390244
